Category1,Category2,DistanceType,EffectSize,Category1Mean,Category2Mean,Category1Count,Category2Count
Inanimate Objects,Neutral Animals,Cosine,0.4505294609796319,0.024909801912278456,0.01619227806220989,3312,3312
Neutral Animals,Places,Cosine,-0.4450225315900479,0.01619227806220989,0.023750077553566264,3312,3312
Cultural Artifacts,Inanimate Objects,Cosine,-0.4363953176982532,0.01681309444209402,0.024909801912278456,3312,3312
Plants,Social Relationships,Cosine,-0.43230906530886626,0.013145244234031128,0.01921580467971116,3312,3312
Cultural Artifacts,Places,Cosine,-0.4316654716804034,0.01681309444209402,0.023750077553566264,3312,3312
Environmental Phenomena,Social Relationships,Cosine,0.3916241342317713,0.02567217601642323,0.01921580467971116,3312,3312
Places,Time Concepts,Cosine,-0.3826340340739702,0.023750077553566264,0.032223277940956994,3312,3312
Food Items,Social Relationships,Cosine,0.3474526609746258,0.02549932038168238,0.01921580467971116,3312,3312
Inanimate Objects,Time Concepts,Cosine,-0.30463378743644126,0.024909801912278456,0.032223277940956994,3312,3312
Environmental Phenomena,Time Concepts,Cosine,-0.3001164096456216,0.02567217601642323,0.032223277940956994,3312,3312
Inanimate Objects,Social Relationships,Cosine,0.29535307469518934,0.024909801912278456,0.01921580467971116,3312,3312
Food Items,Time Concepts,Cosine,-0.2915912253612429,0.02549932038168238,0.032223277940956994,3312,3312
Cultural Artifacts,Plants,Cosine,0.2815148426808565,0.01681309444209402,0.013145244234031128,3312,3312
Places,Social Relationships,Cosine,0.2682662301072965,0.023750077553566264,0.01921580467971116,3312,3312
Human Roles,Places,Cosine,0.2656591030039799,0.02856555621988156,0.023750077553566264,3312,3312
Abstract Concepts,Time Concepts,Cosine,-0.2335556478256458,0.027062325753685428,0.032223277940956994,3312,3312
Neutral Animals,Plants,Cosine,0.21550019611254165,0.01619227806220989,0.013145244234031128,3312,3312
Neutral Animals,Social Relationships,Cosine,-0.19960191850915657,0.01619227806220989,0.01921580467971116,3312,3312
Human Roles,Inanimate Objects,Cosine,0.17955046801038813,0.02856555621988156,0.024909801912278456,3312,3312
Abstract Concepts,Places,Cosine,0.1789581867835179,0.027062325753685428,0.023750077553566264,3312,3312
Cultural Artifacts,Social Relationships,Cosine,-0.17020041328614585,0.01681309444209402,0.01921580467971116,3312,3312
Human Roles,Time Concepts,Cosine,-0.1679519795496819,0.02856555621988156,0.032223277940956994,3312,3312
Environmental Phenomena,Human Roles,Cosine,-0.16310589584985843,0.02567217601642323,0.02856555621988156,3312,3312
Food Items,Human Roles,Cosine,-0.15941916822947927,0.02549932038168238,0.02856555621988156,3312,3312
Environmental Phenomena,Places,Cosine,0.10568665433041546,0.02567217601642323,0.023750077553566264,3312,3312
Abstract Concepts,Inanimate Objects,Cosine,0.10397970792840627,0.027062325753685428,0.024909801912278456,3312,3312
Food Items,Places,Cosine,0.08903232342628194,0.02549932038168238,0.023750077553566264,3312,3312
Abstract Concepts,Human Roles,Cosine,-0.08319398017720799,0.027062325753685428,0.02856555621988156,3312,3312
Abstract Concepts,Food Items,Cosine,0.07976880529637287,0.027062325753685428,0.02549932038168238,3312,3312
Abstract Concepts,Environmental Phenomena,Cosine,0.07667928120852344,0.027062325753685428,0.02567217601642323,3312,3312
Inanimate Objects,Places,Cosine,0.05588592212361852,0.024909801912278456,0.023750077553566264,3312,3312
Cultural Artifacts,Neutral Animals,Cosine,0.0436775878869095,0.01681309444209402,0.01619227806220989,3312,3312
Environmental Phenomena,Inanimate Objects,Cosine,0.037345217395923516,0.02567217601642323,0.024909801912278456,3312,3312
Food Items,Inanimate Objects,Cosine,0.027134840564732372,0.02549932038168238,0.024909801912278456,3312,3312
Environmental Phenomena,Food Items,Cosine,0.008960627759648544,0.02567217601642323,0.02549932038168238,3312,3312
Plants,Spatial Concepts,Jaccard,-1.6084521854287608,0.1289469387295474,0.383358482696101,3312,3312
Cultural Artifacts,Spatial Concepts,Jaccard,-1.3062284625761935,0.1744157613722831,0.383358482696101,3312,3312
Human Roles,Plants,Jaccard,1.2608986225308043,0.2922854621224187,0.1289469387295474,3312,3312
Neutral Animals,Spatial Concepts,Jaccard,-1.186138780227469,0.1847877364181712,0.383358482696101,3312,3312
Environmental Phenomena,Plants,Jaccard,1.0082702420792458,0.2668100568915786,0.1289469387295474,3312,3312
Abstract Concepts,Plants,Jaccard,1.0060002438144733,0.2579700894918286,0.1289469387295474,3312,3312
Places,Spatial Concepts,Jaccard,-0.9858456206253704,0.21556925361273185,0.383358482696101,3312,3312
Social Relationships,Spatial Concepts,Jaccard,-0.955082844764398,0.22336610651828043,0.383358482696101,3312,3312
Inanimate Objects,Spatial Concepts,Jaccard,-0.9383454558513269,0.21916921645182513,0.383358482696101,3312,3312
Food Items,Spatial Concepts,Jaccard,-0.9267952636042865,0.22161875966223793,0.383358482696101,3312,3312
Cultural Artifacts,Human Roles,Jaccard,-0.894867283196503,0.1744157613722831,0.2922854621224187,3312,3312
Plants,Time Concepts,Jaccard,-0.888649517589351,0.1289469387295474,0.264613305374175,3312,3312
Human Roles,Neutral Animals,Jaccard,0.7641733039536844,0.2922854621224187,0.1847877364181712,3312,3312
Abstract Concepts,Spatial Concepts,Jaccard,-0.7490870476260558,0.2579700894918286,0.383358482696101,3312,3312
Plants,Social Relationships,Jaccard,-0.7352302381165141,0.1289469387295474,0.22336610651828043,3312,3312
Food Items,Plants,Jaccard,0.6743443236993314,0.22161875966223793,0.1289469387295474,3312,3312
Environmental Phenomena,Spatial Concepts,Jaccard,-0.6699338831548113,0.2668100568915786,0.383358482696101,3312,3312
Cultural Artifacts,Environmental Phenomena,Jaccard,-0.6656852426356332,0.1744157613722831,0.2668100568915786,3312,3312
Places,Plants,Jaccard,0.6567273048913328,0.21556925361273185,0.1289469387295474,3312,3312
Inanimate Objects,Plants,Jaccard,0.6537289100173839,0.21916921645182513,0.1289469387295474,3312,3312
Abstract Concepts,Cultural Artifacts,Jaccard,0.6405023545631435,0.2579700894918286,0.1744157613722831,3312,3312
Spatial Concepts,Time Concepts,Jaccard,0.6358407396706245,0.383358482696101,0.264613305374175,3312,3312
Cultural Artifacts,Time Concepts,Jaccard,-0.5837401510526521,0.1744157613722831,0.264613305374175,3312,3312
Environmental Phenomena,Neutral Animals,Jaccard,0.5567608294367372,0.2668100568915786,0.1847877364181712,3312,3312
Human Roles,Spatial Concepts,Jaccard,-0.5408875235165558,0.2922854621224187,0.383358482696101,3312,3312
Human Roles,Places,Jaccard,0.5328266608148933,0.2922854621224187,0.21556925361273185,3312,3312
Abstract Concepts,Neutral Animals,Jaccard,0.5246537484375772,0.2579700894918286,0.1847877364181712,3312,3312
Neutral Animals,Time Concepts,Jaccard,-0.4920902528575086,0.1847877364181712,0.264613305374175,3312,3312
Human Roles,Social Relationships,Jaccard,0.4894851214304863,0.2922854621224187,0.22336610651828043,3312,3312
Human Roles,Inanimate Objects,Jaccard,0.4887490087191332,0.2922854621224187,0.21916921645182513,3312,3312
Food Items,Human Roles,Jaccard,-0.4740896127634264,0.22161875966223793,0.2922854621224187,3312,3312
Neutral Animals,Plants,Jaccard,0.43530020015960635,0.1847877364181712,0.1289469387295474,3312,3312
Cultural Artifacts,Plants,Jaccard,0.3840491008788378,0.1744157613722831,0.1289469387295474,3312,3312
Cultural Artifacts,Social Relationships,Jaccard,-0.37476516372192664,0.1744157613722831,0.22336610651828043,3312,3312
Environmental Phenomena,Places,Jaccard,0.34051062208514066,0.2668100568915786,0.21556925361273185,3312,3312
Cultural Artifacts,Food Items,Jaccard,-0.33842541675568577,0.1744157613722831,0.22161875966223793,3312,3312
Cultural Artifacts,Inanimate Objects,Jaccard,-0.31953887139300013,0.1744157613722831,0.21916921645182513,3312,3312
Cultural Artifacts,Places,Jaccard,-0.3070288943244242,0.1744157613722831,0.21556925361273185,3312,3312
Environmental Phenomena,Inanimate Objects,Jaccard,0.30565041690124933,0.2668100568915786,0.21916921645182513,3312,3312
Places,Time Concepts,Jaccard,-0.2970674828609418,0.21556925361273185,0.264613305374175,3312,3312
Abstract Concepts,Places,Jaccard,0.2968785643621651,0.2579700894918286,0.21556925361273185,3312,3312
Environmental Phenomena,Social Relationships,Jaccard,0.294649962329734,0.2668100568915786,0.22336610651828043,3312,3312
Environmental Phenomena,Food Items,Jaccard,0.2909039084172709,0.2668100568915786,0.22161875966223793,3312,3312
Neutral Animals,Social Relationships,Jaccard,-0.27626802589736243,0.1847877364181712,0.22336610651828043,3312,3312
Inanimate Objects,Time Concepts,Jaccard,-0.2672919810826467,0.21916921645182513,0.264613305374175,3312,3312
Abstract Concepts,Inanimate Objects,Jaccard,0.2613116465981676,0.2579700894918286,0.21916921645182513,3312,3312
Social Relationships,Time Concepts,Jaccard,-0.2540976331619298,0.22336610651828043,0.264613305374175,3312,3312
Food Items,Time Concepts,Jaccard,-0.25359415433322924,0.22161875966223793,0.264613305374175,3312,3312
Food Items,Neutral Animals,Jaccard,0.2489192025145539,0.22161875966223793,0.1847877364181712,3312,3312
Abstract Concepts,Social Relationships,Jaccard,0.24785145931714214,0.2579700894918286,0.22336610651828043,3312,3312
Abstract Concepts,Food Items,Jaccard,0.24571686257828879,0.2579700894918286,0.22161875966223793,3312,3312
Abstract Concepts,Human Roles,Jaccard,-0.24398256781798883,0.2579700894918286,0.2922854621224187,3312,3312
Inanimate Objects,Neutral Animals,Jaccard,0.23151136110698403,0.21916921645182513,0.1847877364181712,3312,3312
Neutral Animals,Places,Jaccard,-0.21548611647358762,0.1847877364181712,0.21556925361273185,3312,3312
Environmental Phenomena,Human Roles,Jaccard,-0.1716449112166714,0.2668100568915786,0.2922854621224187,3312,3312
Human Roles,Time Concepts,Jaccard,0.16954342001547326,0.2922854621224187,0.264613305374175,3312,3312
Cultural Artifacts,Neutral Animals,Jaccard,-0.07949195276102246,0.1744157613722831,0.1847877364181712,3312,3312
Abstract Concepts,Environmental Phenomena,Jaccard,-0.06001474152053751,0.2579700894918286,0.2668100568915786,3312,3312
Places,Social Relationships,Jaccard,-0.05453385761719978,0.21556925361273185,0.22336610651828043,3312,3312
Abstract Concepts,Time Concepts,Jaccard,-0.040958060042690154,0.2579700894918286,0.264613305374175,3312,3312
Food Items,Places,Jaccard,0.040033262599470786,0.22161875966223793,0.21556925361273185,3312,3312
Inanimate Objects,Social Relationships,Jaccard,-0.028237192794277645,0.21916921645182513,0.22336610651828043,3312,3312
Inanimate Objects,Places,Jaccard,0.023739295405296304,0.21916921645182513,0.21556925361273185,3312,3312
Food Items,Inanimate Objects,Jaccard,0.01565451766895599,0.22161875966223793,0.21916921645182513,3312,3312
Environmental Phenomena,Time Concepts,Jaccard,0.013000090616674693,0.2668100568915786,0.264613305374175,3312,3312
Food Items,Social Relationships,Jaccard,-0.011799600814015343,0.22161875966223793,0.22336610651828043,3312,3312
