Language,Question,Response,Count,Percentage
AR # Arabic,Which direction most strongly conveys authority and dominance?,above,3,2.08
AR # Arabic,Which food best represents comfort and tradition?,bread,3,2.08
AR # Arabic,Which food most embodies simplicity and universality?,bread,2,1.39
AR # Arabic,Which food most embodies simplicity and universality?,rice,1,0.69
AR # Arabic,Which human role symbolizes guidance and knowledge transfer?,teacher,3,2.08
AR # Arabic,Which idea feels most essential for societal harmony?,justice,3,2.08
AR # Arabic,Which item best represents cultural identity?,flag,3,2.08
AR # Arabic,Which item best symbolizes mystery and exploration?,moon,3,2.08
AR # Arabic,Which phenomenon best symbolizes unpredictability?,earthquake,2,1.39
AR # Arabic,Which phenomenon best symbolizes unpredictability?,lightning,1,0.69
AR # Arabic,Which phenomenon feels most powerful and awe-inspiring?,thunder,1,0.69
AR # Arabic,Which phenomenon feels most powerful and awe-inspiring?,volcano,2,1.39
AR # Arabic,Which place best symbolizes growth and vitality?,forest,2,1.39
AR # Arabic,Which place best symbolizes growth and vitality?,river,1,0.69
AR # Arabic,Which place best symbolizes tranquility and reflection?,lake,2,1.39
AR # Arabic,Which place best symbolizes tranquility and reflection?,valley,1,0.69
AR # Arabic,Which plant best symbolizes resilience and toughness?,cactus,3,2.08
AR # Arabic,Which plant best symbolizes simplicity and humility?,grass,3,2.08
AR # Arabic,Which relationship best symbolizes leadership and guidance?,father,3,2.08
AR # Arabic,Which relationship best symbolizes loyalty and trust?,brother,3,2.08
AR # Arabic,Which role best represents creativity and self-expression?,artist,2,1.39
AR # Arabic,Which role best represents creativity and self-expression?,writer,1,0.69
AR # Arabic,Which time period best represents urgency and immediacy?,second,3,2.08
BN # Bengali,Choose the animal most strongly linked with intelligence and adaptability.,dolphin,1,0.69
BN # Bengali,Choose the animal most strongly linked with intelligence and adaptability.,monkey,2,1.39
BN # Bengali,Choose the artifact most suitable as a symbol of heritage.,bell,1,0.69
BN # Bengali,Choose the artifact most suitable as a symbol of heritage.,coin,2,1.39
BN # Bengali,Choose the concept best symbolic of longevity and enduring significance.,century,3,2.08
BN # Bengali,Choose the food most symbolic of health and freshness.,Broccoli,1,0.69
BN # Bengali,Choose the food most symbolic of health and freshness.,apple,1,0.69
BN # Bengali,Choose the food most symbolic of health and freshness.,banana,1,0.69
BN # Bengali,Choose the natural event that most strongly conveys renewal.,rain,3,2.08
BN # Bengali,Choose the object best symbolizing knowledge and insight.,book,3,2.08
BN # Bengali,Choose the plant most strongly representing beauty and romance.,rose,3,2.08
BN # Bengali,Choose the relationship most strongly representing rivalry and competition.,rival,3,2.08
BN # Bengali,Choose the spatial concept most representative of retreat and privacy.,inside,3,2.08
BN # Bengali,Pick the artifact most associated with artistic expression.,painting,3,2.08
BN # Bengali,Pick the food item most associated with abundance and prosperity.,fish,3,2.08
BN # Bengali,Pick the object most associated with defense and protection.,lock,1,0.69
BN # Bengali,Pick the object most associated with defense and protection.,sword,2,1.39
BN # Bengali,Pick the place most strongly associated with isolation and introspection.,desert,1,0.69
BN # Bengali,Pick the place most strongly associated with isolation and introspection.,forest,1,0.69
BN # Bengali,Pick the place most strongly associated with isolation and introspection.,island,1,0.69
BN # Bengali,Pick the relationship most associated with neutrality and unfamiliarity.,stranger,3,2.08
BN # Bengali,Pick the role most essential in sustaining society's fundamental needs.,farmer,3,2.08
BN # Bengali,Select the animal most representing strength and endurance.,elephant,3,2.08
BN # Bengali,Select the artifact most likely to evoke historical pride.,flag,3,2.08
BN # Bengali,Select the concept best symbolizing openness and exploration.,outside,3,2.08
BN # Bengali,Select the concept most associated with rest and tranquility.,evening,1,0.69
BN # Bengali,Select the concept most associated with rest and tranquility.,night,2,1.39
BN # Bengali,Select the concept most likely to motivate change in society.,freedom,2,1.39
BN # Bengali,Select the concept most likely to motivate change in society.,justice,1,0.69
BN # Bengali,Select the environmental phenomenon most metaphorically aligned with mystery.,fog,3,2.08
BN # Bengali,Select the location most representative of challenge and adventure.,mountain,3,2.08
BN # Bengali,Select the object most strongly representing connectivity and unity.,bridge,3,2.08
BN # Bengali,Select the plant most associated with nourishment and growth.,potato,3,2.08
BN # Bengali,Select the role most symbolic of discipline and strength.,soldier,3,2.08
BN # Bengali,Which animal best symbolizes grace and beauty?,peacock,3,2.08
BN # Bengali,Which animal best symbolizes playfulness and companionship?,dog,3,2.08
BN # Bengali,Which concept best represents ultimate human aspiration?,peace,1,0.69
BN # Bengali,Which concept best represents ultimate human aspiration?,wisdom,1,0.69
BN # Bengali,Which concept best represents ultimate human aspiration?,শান্তি (Peace),1,0.69
BN # Bengali,Which concept best symbolizes a new beginning and hope?,morning,3,2.08
BN # Bengali,Which concept best symbolizes resilience?,courage,3,2.08
BN # Bengali,Which direction best symbolizes progress and optimism?,above,1,0.69
BN # Bengali,Which direction best symbolizes progress and optimism?,east,2,1.39
BN # Bengali,Which direction most strongly conveys authority and dominance?,above,3,2.08
BN # Bengali,Which food best represents comfort and tradition?,potato,1,0.69
BN # Bengali,Which food best represents comfort and tradition?,soup,2,1.39
BN # Bengali,Which food most embodies simplicity and universality?,rice,3,2.08
BN # Bengali,Which human role symbolizes guidance and knowledge transfer?,teacher,3,2.08
BN # Bengali,Which idea feels most essential for societal harmony?,honesty,2,1.39
BN # Bengali,Which idea feels most essential for societal harmony?,justice,1,0.69
BN # Bengali,Which item best represents cultural identity?,flag,3,2.08
BN # Bengali,Which item best symbolizes mystery and exploration?,moon,3,2.08
BN # Bengali,Which phenomenon best symbolizes unpredictability?,earthquake,1,0.69
BN # Bengali,Which phenomenon best symbolizes unpredictability?,lightning,2,1.39
BN # Bengali,Which phenomenon feels most powerful and awe-inspiring?,thunder,3,2.08
BN # Bengali,Which place best symbolizes growth and vitality?,forest,1,0.69
BN # Bengali,Which place best symbolizes growth and vitality?,river,2,1.39
BN # Bengali,Which place best symbolizes tranquility and reflection?,lake,2,1.39
BN # Bengali,Which place best symbolizes tranquility and reflection?,village,1,0.69
BN # Bengali,Which plant best symbolizes resilience and toughness?,cactus,3,2.08
BN # Bengali,Which plant best symbolizes simplicity and humility?,grass,3,2.08
BN # Bengali,Which relationship best symbolizes leadership and guidance?,father,3,2.08
BN # Bengali,Which relationship best symbolizes loyalty and trust?,brother,2,1.39
BN # Bengali,Which relationship best symbolizes loyalty and trust?,friend,1,0.69
BN # Bengali,Which role best represents creativity and self-expression?,artist,1,0.69
BN # Bengali,Which role best represents creativity and self-expression?,writer,1,0.69
BN # Bengali,Which role best represents creativity and self-expression?,শিল্পী,1,0.69
BN # Bengali,Which time period best represents urgency and immediacy?,second,3,2.08
DE # German,Choose the animal most strongly linked with intelligence and adaptability.,Affe,1,0.69
DE # German,Choose the animal most strongly linked with intelligence and adaptability.,dolphin,2,1.39
DE # German,Choose the artifact most suitable as a symbol of heritage.,Glocke,1,0.69
DE # German,Choose the artifact most suitable as a symbol of heritage.,bell,1,0.69
DE # German,Choose the artifact most suitable as a symbol of heritage.,coin,1,0.69
DE # German,Choose the concept best symbolic of longevity and enduring significance.,century,3,2.08
DE # German,Choose the food most symbolic of health and freshness.,apple,3,2.08
DE # German,Choose the natural event that most strongly conveys renewal.,rain,1,0.69
DE # German,Choose the natural event that most strongly conveys renewal.,rainbow,2,1.39
DE # German,Choose the object best symbolizing knowledge and insight.,book,3,2.08
DE # German,Choose the plant most strongly representing beauty and romance.,rose,3,2.08
DE # German,Choose the relationship most strongly representing rivalry and competition.,rival,3,2.08
DE # German,Choose the spatial concept most representative of retreat and privacy.,back,1,0.69
DE # German,Choose the spatial concept most representative of retreat and privacy.,inside,2,1.39
DE # German,Pick the artifact most associated with artistic expression.,painting,3,2.08
DE # German,Pick the food item most associated with abundance and prosperity.,beef,1,0.69
DE # German,Pick the food item most associated with abundance and prosperity.,egg,1,0.69
DE # German,Pick the food item most associated with abundance and prosperity.,fish,1,0.69
DE # German,Pick the object most associated with defense and protection.,lock,1,0.69
DE # German,Pick the object most associated with defense and protection.,sword,2,1.39
DE # German,Pick the place most strongly associated with isolation and introspection.,desert,1,0.69
DE # German,Pick the place most strongly associated with isolation and introspection.,forest,1,0.69
DE # German,Pick the place most strongly associated with isolation and introspection.,island,1,0.69
DE # German,Pick the relationship most associated with neutrality and unfamiliarity.,stranger,3,2.08
DE # German,Pick the role most essential in sustaining society's fundamental needs.,farmer,3,2.08
DE # German,Select the animal most representing strength and endurance.,elephant,3,2.08
DE # German,Select the artifact most likely to evoke historical pride.,flag,3,2.08
DE # German,Select the concept best symbolizing openness and exploration.,west,3,2.08
DE # German,Select the concept most associated with rest and tranquility.,evening,1,0.69
DE # German,Select the concept most associated with rest and tranquility.,night,2,1.39
DE # German,Select the concept most likely to motivate change in society.,Justice,1,0.69
DE # German,Select the concept most likely to motivate change in society.,freedom,1,0.69
DE # German,Select the concept most likely to motivate change in society.,justice,1,0.69
DE # German,Select the environmental phenomenon most metaphorically aligned with mystery.,fog,3,2.08
DE # German,Select the location most representative of challenge and adventure.,mountain,3,2.08
DE # German,Select the object most strongly representing connectivity and unity.,bridge,3,2.08
DE # German,Select the plant most associated with nourishment and growth.,potato,3,2.08
DE # German,Select the role most symbolic of discipline and strength.,Soldier,1,0.69
DE # German,Select the role most symbolic of discipline and strength.,soldier,2,1.39
DE # German,Which animal best symbolizes grace and beauty?,dolphin,1,0.69
DE # German,Which animal best symbolizes grace and beauty?,peacock,2,1.39
DE # German,Which animal best symbolizes playfulness and companionship?,dog,3,2.08
DE # German,Which concept best represents ultimate human aspiration?,Weisheit,1,0.69
DE # German,Which concept best represents ultimate human aspiration?,wisdom,2,1.39
DE # German,Which concept best symbolizes a new beginning and hope?,morning,2,1.39
DE # German,Which concept best symbolizes a new beginning and hope?,year,1,0.69
DE # German,Which concept best symbolizes resilience?,courage,3,2.08
DE # German,Which direction best symbolizes progress and optimism?,east,2,1.39
DE # German,Which direction best symbolizes progress and optimism?,front,1,0.69
DE # German,Which direction most strongly conveys authority and dominance?,above,3,2.08
DE # German,Which food best represents comfort and tradition?,bread,3,2.08
DE # German,Which food most embodies simplicity and universality?,bread,3,2.08
DE # German,Which human role symbolizes guidance and knowledge transfer?,teacher,3,2.08
DE # German,Which idea feels most essential for societal harmony?,honesty,2,1.39
DE # German,Which idea feels most essential for societal harmony?,justice,1,0.69
DE # German,Which item best represents cultural identity?,flag,3,2.08
DE # German,Which item best symbolizes mystery and exploration?,moon,3,2.08
DE # German,Which phenomenon best symbolizes unpredictability?,lightning,3,2.08
DE # German,Which phenomenon feels most powerful and awe-inspiring?,Volcano,1,0.69
DE # German,Which phenomenon feels most powerful and awe-inspiring?,volcano,2,1.39
DE # German,Which place best symbolizes growth and vitality?,forest,3,2.08
DE # German,Which place best symbolizes tranquility and reflection?,lake,3,2.08
DE # German,Which plant best symbolizes resilience and toughness?,cactus,2,1.39
DE # German,Which plant best symbolizes resilience and toughness?,potato,1,0.69
DE # German,Which plant best symbolizes simplicity and humility?,grass,3,2.08
DE # German,Which relationship best symbolizes leadership and guidance?,father,2,1.39
DE # German,Which relationship best symbolizes leadership and guidance?,leader,1,0.69
DE # German,Which relationship best symbolizes loyalty and trust?,Freund,1,0.69
DE # German,Which relationship best symbolizes loyalty and trust?,brother,2,1.39
DE # German,Which role best represents creativity and self-expression?,artist,3,2.08
DE # German,Which time period best represents urgency and immediacy?,second,3,2.08
ES # Spanish,Choose the animal most strongly linked with intelligence and adaptability.,dolphin,3,2.08
ES # Spanish,Choose the artifact most suitable as a symbol of heritage.,bell,1,0.69
ES # Spanish,Choose the artifact most suitable as a symbol of heritage.,carpet,1,0.69
ES # Spanish,Choose the artifact most suitable as a symbol of heritage.,coin,1,0.69
ES # Spanish,Choose the concept best symbolic of longevity and enduring significance.,century,3,2.08
ES # Spanish,Choose the food most symbolic of health and freshness.,apple,3,2.08
ES # Spanish,Choose the natural event that most strongly conveys renewal.,rain,2,1.39
ES # Spanish,Choose the natural event that most strongly conveys renewal.,rainbow,1,0.69
ES # Spanish,Choose the object best symbolizing knowledge and insight.,book,3,2.08
ES # Spanish,Choose the plant most strongly representing beauty and romance.,rose,3,2.08
ES # Spanish,Choose the relationship most strongly representing rivalry and competition.,rival,3,2.08
ES # Spanish,Choose the spatial concept most representative of retreat and privacy.,back,1,0.69
ES # Spanish,Choose the spatial concept most representative of retreat and privacy.,inside,2,1.39
ES # Spanish,Pick the artifact most associated with artistic expression.,painting,3,2.08
ES # Spanish,Pick the food item most associated with abundance and prosperity.,egg,2,1.39
ES # Spanish,Pick the food item most associated with abundance and prosperity.,fish,1,0.69
ES # Spanish,Pick the object most associated with defense and protection.,lock,1,0.69
ES # Spanish,Pick the object most associated with defense and protection.,sword,2,1.39
ES # Spanish,Pick the place most strongly associated with isolation and introspection.,desert,2,1.39
ES # Spanish,Pick the place most strongly associated with isolation and introspection.,island,1,0.69
ES # Spanish,Pick the relationship most associated with neutrality and unfamiliarity.,stranger,3,2.08
ES # Spanish,Pick the role most essential in sustaining society's fundamental needs.,farmer,3,2.08
ES # Spanish,Select the animal most representing strength and endurance.,elephant,3,2.08
ES # Spanish,Select the artifact most likely to evoke historical pride.,flag,3,2.08
ES # Spanish,Select the concept best symbolizing openness and exploration.,west,3,2.08
ES # Spanish,Select the concept most associated with rest and tranquility.,evening,1,0.69
ES # Spanish,Select the concept most associated with rest and tranquility.,night,2,1.39
ES # Spanish,Select the concept most likely to motivate change in society.,Justice,1,0.69
ES # Spanish,Select the concept most likely to motivate change in society.,freedom,1,0.69
ES # Spanish,Select the concept most likely to motivate change in society.,justice,1,0.69
ES # Spanish,Select the environmental phenomenon most metaphorically aligned with mystery.,fog,3,2.08
ES # Spanish,Select the location most representative of challenge and adventure.,mountain,3,2.08
ES # Spanish,Select the object most strongly representing connectivity and unity.,bridge,3,2.08
ES # Spanish,Select the plant most associated with nourishment and growth.,potato,2,1.39
ES # Spanish,Select the plant most associated with nourishment and growth.,tomato,1,0.69
ES # Spanish,Select the role most symbolic of discipline and strength.,soldier,3,2.08
ES # Spanish,Which animal best symbolizes grace and beauty?,dolphin,1,0.69
ES # Spanish,Which animal best symbolizes grace and beauty?,peacock,2,1.39
ES # Spanish,Which animal best symbolizes playfulness and companionship?,dog,3,2.08
ES # Spanish,Which concept best represents ultimate human aspiration?,love,2,1.39
ES # Spanish,Which concept best represents ultimate human aspiration?,peace,1,0.69
ES # Spanish,Which concept best symbolizes a new beginning and hope?,morning,3,2.08
ES # Spanish,Which concept best symbolizes resilience?,courage,3,2.08
ES # Spanish,Which direction best symbolizes progress and optimism?,east,2,1.39
ES # Spanish,Which direction best symbolizes progress and optimism?,front,1,0.69
ES # Spanish,Which direction most strongly conveys authority and dominance?,above,3,2.08
ES # Spanish,Which food best represents comfort and tradition?,soup,3,2.08
ES # Spanish,Which food most embodies simplicity and universality?,bread,2,1.39
ES # Spanish,Which food most embodies simplicity and universality?,rice,1,0.69
ES # Spanish,Which human role symbolizes guidance and knowledge transfer?,teacher,3,2.08
ES # Spanish,Which idea feels most essential for societal harmony?,honesty,1,0.69
ES # Spanish,Which idea feels most essential for societal harmony?,justice,2,1.39
ES # Spanish,Which item best represents cultural identity?,flag,3,2.08
ES # Spanish,Which item best symbolizes mystery and exploration?,moon,3,2.08
ES # Spanish,Which phenomenon best symbolizes unpredictability?,earthquake,2,1.39
ES # Spanish,Which phenomenon best symbolizes unpredictability?,lightning,1,0.69
ES # Spanish,Which phenomenon feels most powerful and awe-inspiring?,volcano,3,2.08
ES # Spanish,Which place best symbolizes growth and vitality?,forest,2,1.39
ES # Spanish,Which place best symbolizes growth and vitality?,river,1,0.69
ES # Spanish,Which place best symbolizes tranquility and reflection?,lake,2,1.39
ES # Spanish,Which place best symbolizes tranquility and reflection?,village,1,0.69
ES # Spanish,Which plant best symbolizes resilience and toughness?,cactus,3,2.08
ES # Spanish,Which plant best symbolizes simplicity and humility?,grass,3,2.08
ES # Spanish,Which relationship best symbolizes leadership and guidance?,father,3,2.08
ES # Spanish,Which relationship best symbolizes loyalty and trust?,brother,2,1.39
ES # Spanish,Which relationship best symbolizes loyalty and trust?,friend,1,0.69
ES # Spanish,Which role best represents creativity and self-expression?,artist,2,1.39
ES # Spanish,Which role best represents creativity and self-expression?,writer,1,0.69
ES # Spanish,Which time period best represents urgency and immediacy?,second,3,2.08
FA # Persian,Choose the animal most strongly linked with intelligence and adaptability.,dolphin,2,1.39
FA # Persian,Choose the animal most strongly linked with intelligence and adaptability.,monkey,1,0.69
FA # Persian,Choose the artifact most suitable as a symbol of heritage.,carpet,3,2.08
FA # Persian,Choose the concept best symbolic of longevity and enduring significance.,century,3,2.08
FA # Persian,Choose the food most symbolic of health and freshness.,apple,3,2.08
FA # Persian,Choose the natural event that most strongly conveys renewal.,rain,3,2.08
FA # Persian,Choose the object best symbolizing knowledge and insight.,book,3,2.08
FA # Persian,Choose the plant most strongly representing beauty and romance.,rose,3,2.08
FA # Persian,Choose the relationship most strongly representing rivalry and competition.,rival,3,2.08
FA # Persian,Choose the spatial concept most representative of retreat and privacy.,back,1,0.69
FA # Persian,Choose the spatial concept most representative of retreat and privacy.,inside,2,1.39
FA # Persian,Pick the artifact most associated with artistic expression.,painting,3,2.08
FA # Persian,Pick the food item most associated with abundance and prosperity.,egg,1,0.69
FA # Persian,Pick the food item most associated with abundance and prosperity.,fish,2,1.39
FA # Persian,Pick the object most associated with defense and protection.,lock,1,0.69
FA # Persian,Pick the object most associated with defense and protection.,sword,2,1.39
FA # Persian,Pick the place most strongly associated with isolation and introspection.,desert,3,2.08
FA # Persian,Pick the relationship most associated with neutrality and unfamiliarity.,stranger,3,2.08
FA # Persian,Pick the role most essential in sustaining society's fundamental needs.,farmer,3,2.08
FA # Persian,Select the animal most representing strength and endurance.,elephant,3,2.08
FA # Persian,Select the artifact most likely to evoke historical pride.,crown,1,0.69
FA # Persian,Select the artifact most likely to evoke historical pride.,flag,2,1.39
FA # Persian,Select the concept best symbolizing openness and exploration.,outside,2,1.39
FA # Persian,Select the concept best symbolizing openness and exploration.,west,1,0.69
FA # Persian,Select the concept most associated with rest and tranquility.,evening,1,0.69
FA # Persian,Select the concept most associated with rest and tranquility.,night,2,1.39
FA # Persian,Select the concept most likely to motivate change in society.,freedom,1,0.69
FA # Persian,Select the concept most likely to motivate change in society.,justice,2,1.39
FA # Persian,Select the environmental phenomenon most metaphorically aligned with mystery.,fog,3,2.08
FA # Persian,Select the location most representative of challenge and adventure.,mountain,3,2.08
FA # Persian,Select the object most strongly representing connectivity and unity.,bridge,3,2.08
FA # Persian,Select the plant most associated with nourishment and growth.,potato,1,0.69
FA # Persian,Select the plant most associated with nourishment and growth.,tomato,2,1.39
FA # Persian,Select the role most symbolic of discipline and strength.,soldier,3,2.08
FA # Persian,Which animal best symbolizes grace and beauty?,peacock,3,2.08
FA # Persian,Which animal best symbolizes playfulness and companionship?,dog,3,2.08
FA # Persian,Which concept best represents ultimate human aspiration?,love,1,0.69
FA # Persian,Which concept best represents ultimate human aspiration?,wisdom,2,1.39
FA # Persian,Which concept best symbolizes a new beginning and hope?,morning,2,1.39
FA # Persian,Which concept best symbolizes a new beginning and hope?,year,1,0.69
FA # Persian,Which concept best symbolizes resilience?,courage,3,2.08
FA # Persian,Which direction best symbolizes progress and optimism?,east,1,0.69
FA # Persian,Which direction best symbolizes progress and optimism?,front,2,1.39
FA # Persian,Which direction most strongly conveys authority and dominance?,above,3,2.08
FA # Persian,Which food best represents comfort and tradition?,bread,3,2.08
FA # Persian,Which food most embodies simplicity and universality?,bread,1,0.69
FA # Persian,Which food most embodies simplicity and universality?,rice,2,1.39
FA # Persian,Which human role symbolizes guidance and knowledge transfer?,teacher,3,2.08
FA # Persian,Which idea feels most essential for societal harmony?,honesty,1,0.69
FA # Persian,Which idea feels most essential for societal harmony?,justice,2,1.39
FA # Persian,Which item best represents cultural identity?,flag,3,2.08
FA # Persian,Which item best symbolizes mystery and exploration?,moon,3,2.08
FA # Persian,Which phenomenon best symbolizes unpredictability?,earthquake,2,1.39
FA # Persian,Which phenomenon best symbolizes unpredictability?,lightning,1,0.69
FA # Persian,Which phenomenon feels most powerful and awe-inspiring?,volcano,3,2.08
FA # Persian,Which place best symbolizes growth and vitality?,forest,2,1.39
FA # Persian,Which place best symbolizes growth and vitality?,river,1,0.69
FA # Persian,Which place best symbolizes tranquility and reflection?,lake,2,1.39
FA # Persian,Which place best symbolizes tranquility and reflection?,valley,1,0.69
FA # Persian,Which plant best symbolizes resilience and toughness?,cactus,3,2.08
FA # Persian,Which plant best symbolizes simplicity and humility?,grass,3,2.08
FA # Persian,Which relationship best symbolizes leadership and guidance?,father,3,2.08
FA # Persian,Which relationship best symbolizes loyalty and trust?,Brother,1,0.69
FA # Persian,Which relationship best symbolizes loyalty and trust?,brother,2,1.39
FA # Persian,Which role best represents creativity and self-expression?,artist,2,1.39
FA # Persian,Which role best represents creativity and self-expression?,writer,1,0.69
FA # Persian,Which time period best represents urgency and immediacy?,second,3,2.08
FR # French,Choose the animal most strongly linked with intelligence and adaptability.,dolphin,3,2.08
FR # French,Choose the artifact most suitable as a symbol of heritage.,bell,1,0.69
FR # French,Choose the artifact most suitable as a symbol of heritage.,carpet,1,0.69
FR # French,Choose the artifact most suitable as a symbol of heritage.,coin,1,0.69
FR # French,Choose the concept best symbolic of longevity and enduring significance.,century,3,2.08
FR # French,Choose the food most symbolic of health and freshness.,apple,3,2.08
FR # French,Choose the natural event that most strongly conveys renewal.,rain,1,0.69
FR # French,Choose the natural event that most strongly conveys renewal.,rainbow,2,1.39
FR # French,Choose the object best symbolizing knowledge and insight.,book,3,2.08
FR # French,Choose the plant most strongly representing beauty and romance.,rose,3,2.08
FR # French,Choose the relationship most strongly representing rivalry and competition.,rival,3,2.08
FR # French,Choose the spatial concept most representative of retreat and privacy.,back,1,0.69
FR # French,Choose the spatial concept most representative of retreat and privacy.,inside,2,1.39
FR # French,Pick the artifact most associated with artistic expression.,painting,3,2.08
FR # French,Pick the food item most associated with abundance and prosperity.,chicken,1,0.69
FR # French,Pick the food item most associated with abundance and prosperity.,egg,1,0.69
FR # French,Pick the food item most associated with abundance and prosperity.,fish,1,0.69
FR # French,Pick the object most associated with defense and protection.,lock,1,0.69
FR # French,Pick the object most associated with defense and protection.,sword,2,1.39
FR # French,Pick the place most strongly associated with isolation and introspection.,island,3,2.08
FR # French,Pick the relationship most associated with neutrality and unfamiliarity.,stranger,3,2.08
FR # French,Pick the role most essential in sustaining society's fundamental needs.,farmer,3,2.08
FR # French,Select the animal most representing strength and endurance.,elephant,3,2.08
FR # French,Select the artifact most likely to evoke historical pride.,flag,3,2.08
FR # French,Select the concept best symbolizing openness and exploration.,outside,3,2.08
FR # French,Select the concept most associated with rest and tranquility.,evening,1,0.69
FR # French,Select the concept most associated with rest and tranquility.,night,2,1.39
FR # French,Select the concept most likely to motivate change in society.,freedom,2,1.39
FR # French,Select the concept most likely to motivate change in society.,justice,1,0.69
FR # French,Select the environmental phenomenon most metaphorically aligned with mystery.,fog,3,2.08
FR # French,Select the location most representative of challenge and adventure.,mountain,3,2.08
FR # French,Select the object most strongly representing connectivity and unity.,bridge,3,2.08
FR # French,Select the plant most associated with nourishment and growth.,potato,2,1.39
FR # French,Select the plant most associated with nourishment and growth.,tomato,1,0.69
FR # French,Select the role most symbolic of discipline and strength.,soldier,3,2.08
FR # French,Which animal best symbolizes grace and beauty?,cat,1,0.69
FR # French,Which animal best symbolizes grace and beauty?,peacock,2,1.39
FR # French,Which animal best symbolizes playfulness and companionship?,dog,3,2.08
FR # French,Which concept best represents ultimate human aspiration?,love,2,1.39
FR # French,Which concept best represents ultimate human aspiration?,wisdom,1,0.69
FR # French,Which concept best symbolizes a new beginning and hope?,morning,3,2.08
FR # French,Which concept best symbolizes resilience?,courage,3,2.08
FR # French,Which direction best symbolizes progress and optimism?,above,1,0.69
FR # French,Which direction best symbolizes progress and optimism?,east,1,0.69
FR # French,Which direction best symbolizes progress and optimism?,front,1,0.69
FR # French,Which direction most strongly conveys authority and dominance?,Above,1,0.69
FR # French,Which direction most strongly conveys authority and dominance?,above,2,1.39
FR # French,Which food best represents comfort and tradition?,bread,3,2.08
FR # French,Which food most embodies simplicity and universality?,bread,3,2.08
FR # French,Which human role symbolizes guidance and knowledge transfer?,teacher,3,2.08
FR # French,Which idea feels most essential for societal harmony?,justice,3,2.08
FR # French,Which item best represents cultural identity?,flag,3,2.08
FR # French,Which item best symbolizes mystery and exploration?,moon,3,2.08
FR # French,Which phenomenon best symbolizes unpredictability?,lightning,3,2.08
FR # French,Which phenomenon feels most powerful and awe-inspiring?,volcano,3,2.08
FR # French,Which place best symbolizes growth and vitality?,forest,3,2.08
FR # French,Which place best symbolizes tranquility and reflection?,lake,2,1.39
FR # French,Which place best symbolizes tranquility and reflection?,village,1,0.69
FR # French,Which plant best symbolizes resilience and toughness?,cactus,3,2.08
FR # French,Which plant best symbolizes simplicity and humility?,grass,3,2.08
FR # French,Which relationship best symbolizes leadership and guidance?,father,2,1.39
FR # French,Which relationship best symbolizes leadership and guidance?,leader,1,0.69
