Language,Response,Count,Percentage
GA # Irish,father,1,2.08
GA # Irish,stranger,1,2.08
GA # Irish,east,1,2.08
GA # Irish,inside,1,2.08
GA # Irish,west,1,2.08
GA # Irish,above,1,2.08
GA # Irish,morning,1,2.08
GA # Irish,evening,1,2.08
GA # Irish,second,1,2.08
GA # Irish,elephant,1,2.08
GA # Irish,lock,1,2.08
GA # Irish,honesty,1,2.08
GA # Irish,moon,1,2.08
GA # Irish,wisdom,1,2.08
GA # Irish,freedom,1,2.08
GA # Irish,bell,1,2.08
GA # Irish,painting,1,2.08
GA # Irish,lightning,1,2.08
GA # Irish,rainbow,1,2.08
GA # Irish,tide,1,2.08
GA # Irish,fog,1,2.08
GA # Irish,apple,1,2.08
GA # Irish,beef,1,2.08
GA # Irish,bread,1,2.08
GA # Irish,artist,1,2.08
GA # Irish,soldier,1,2.08
GA # Irish,teacher,1,2.08
GA # Irish,farmer,1,2.08
GA # Irish,book,1,2.08
GA # Irish,bridge,1,2.08
GA # Irish,century,1,2.08
HE # Hebrew,dolphin,2,4.17
HE # Hebrew,bread,2,4.17
HE # Hebrew,flag,2,4.17
HE # Hebrew,mountain,1,2.08
HE # Hebrew,forest,1,2.08
HE # Hebrew,desert,1,2.08
HE # Hebrew,cactus,1,2.08
HE # Hebrew,rose,1,2.08
HE # Hebrew,grass,1,2.08
HE # Hebrew,tomato,1,2.08
HE # Hebrew,brother,1,2.08
HE # Hebrew,rival,1,2.08
HE # Hebrew,father,1,2.08
HE # Hebrew,dog,1,2.08
HE # Hebrew,stranger,1,2.08
HE # Hebrew,front,1,2.08
HE # Hebrew,inside,1,2.08
HE # Hebrew,west,1,2.08
HE # Hebrew,above,1,2.08
HE # Hebrew,morning,1,2.08
HE # Hebrew,evening,1,2.08
HE # Hebrew,second,1,2.08
HE # Hebrew,lake,1,2.08
HE # Hebrew,courage,1,2.08
HE # Hebrew,elephant,1,2.08
HE # Hebrew,apple,1,2.08
HE # Hebrew,wisdom,1,2.08
HE # Hebrew,"freedom, let me think about this in Hebrew first. אני צריך לבחור את המושג שסביר להניח שיעורר שינוי בחברה. האפשרויות הן חופש, צדק, אומץ וחוכמה. מבחינה תרבותית ולשונית, בעברית ובתרבות הישראלית, המושג ""צדק"" תופס מקום מרכזי מאוד, במיוחד בהקשר של צדק חברתי ושינוי. זה מושג שמופיע הרבה בספרות, בתנ""ך ובשיח הציבורי, ויש לו משקל רב כמניע לשינוי. לכן, אני חושב שזו הבחירה הכי טבעית עבורי.

Answer: justice",1,2.08
HE # Hebrew,candle,1,2.08
HE # Hebrew,painting,1,2.08
HE # Hebrew,earthquake,1,2.08
HE # Hebrew,rainbow,1,2.08
HE # Hebrew,volcano,1,2.08
HE # Hebrew,fog,1,2.08
HE # Hebrew,fish,1,2.08
HE # Hebrew,justice,1,2.08
HE # Hebrew,artist,1,2.08
HE # Hebrew,soldier,1,2.08
HE # Hebrew,teacher,1,2.08
HE # Hebrew,farmer,1,2.08
HE # Hebrew,book,1,2.08
HE # Hebrew,bridge,1,2.08
HE # Hebrew,moon,1,2.08
HE # Hebrew,lock,1,2.08
HE # Hebrew,century,1,2.08
HI # Hindi,flag,2,4.17
HI # Hindi,courage,1,2.08
HI # Hindi,brother,1,2.08
HI # Hindi,dog,1,2.08
HI # Hindi,lake,1,2.08
HI # Hindi,mountain,1,2.08
HI # Hindi,river,1,2.08
HI # Hindi,desert,1,2.08
HI # Hindi,cactus,1,2.08
HI # Hindi,rose,1,2.08
HI # Hindi,grass,1,2.08
HI # Hindi,potato,1,2.08
HI # Hindi,rival,1,2.08
HI # Hindi,elephant,1,2.08
HI # Hindi,father,1,2.08
HI # Hindi,stranger,1,2.08
HI # Hindi,east,1,2.08
HI # Hindi,inside,1,2.08
HI # Hindi,west,1,2.08
HI # Hindi,north,1,2.08
HI # Hindi,morning,1,2.08
HI # Hindi,evening,1,2.08
HI # Hindi,second,1,2.08
HI # Hindi,monkey,1,2.08
HI # Hindi,peacock,1,2.08
HI # Hindi,honesty,1,2.08
HI # Hindi,lock,1,2.08
HI # Hindi,peace,1,2.08
HI # Hindi,freedom,1,2.08
HI # Hindi,coin,1,2.08
HI # Hindi,painting,1,2.08
HI # Hindi,lightning,1,2.08
HI # Hindi,rain,1,2.08
HI # Hindi,thunder,1,2.08
HI # Hindi,fog,1,2.08
HI # Hindi,apple,1,2.08
HI # Hindi,soup,1,2.08
HI # Hindi,egg,1,2.08
HI # Hindi,rice,1,2.08
HI # Hindi,artist,1,2.08
HI # Hindi,soldier,1,2.08
HI # Hindi,teacher,1,2.08
HI # Hindi,farmer,1,2.08
HI # Hindi,book,1,2.08
HI # Hindi,bridge,1,2.08
HI # Hindi,moon,1,2.08
HI # Hindi,century,1,2.08
IT # Italian,flag,2,4.17
IT # Italian,courage,1,2.08
IT # Italian,brother,1,2.08
IT # Italian,dog,1,2.08
IT # Italian,lake,1,2.08
IT # Italian,mountain,1,2.08
IT # Italian,forest,1,2.08
IT # Italian,island,1,2.08
IT # Italian,cactus,1,2.08
IT # Italian,rose,1,2.08
IT # Italian,grass,1,2.08
IT # Italian,tomato,1,2.08
IT # Italian,rival,1,2.08
IT # Italian,elephant,1,2.08
IT # Italian,father,1,2.08
IT # Italian,stranger,1,2.08
IT # Italian,front,1,2.08
IT # Italian,inside,1,2.08
IT # Italian,outside,1,2.08
IT # Italian,above,1,2.08
IT # Italian,morning,1,2.08
IT # Italian,evening,1,2.08
IT # Italian,second,1,2.08
IT # Italian,dolphin,1,2.08
IT # Italian,cat,1,2.08
IT # Italian,honesty,1,2.08
IT # Italian,lock,1,2.08
IT # Italian,love,1,2.08
IT # Italian,freedom,1,2.08
IT # Italian,coin,1,2.08
IT # Italian,painting,1,2.08
IT # Italian,earthquake,1,2.08
IT # Italian,rainbow,1,2.08
IT # Italian,volcano,1,2.08
IT # Italian,fog,1,2.08
IT # Italian,apple,1,2.08
IT # Italian,bread,1,2.08
IT # Italian,egg,1,2.08
IT # Italian,pasta,1,2.08
IT # Italian,artist,1,2.08
IT # Italian,soldier,1,2.08
IT # Italian,teacher,1,2.08
IT # Italian,farmer,1,2.08
IT # Italian,book,1,2.08
IT # Italian,bridge,1,2.08
IT # Italian,moon,1,2.08
IT # Italian,century,1,2.08
JA # Japanese,flag,2,4.17
JA # Japanese,courage,1,2.08
JA # Japanese,brother,1,2.08
JA # Japanese,dog,1,2.08
JA # Japanese,lake,1,2.08
JA # Japanese,mountain,1,2.08
JA # Japanese,forest,1,2.08
JA # Japanese,island,1,2.08
JA # Japanese,cactus,1,2.08
JA # Japanese,rose,1,2.08
JA # Japanese,grass,1,2.08
JA # Japanese,potato,1,2.08
JA # Japanese,rival,1,2.08
JA # Japanese,elephant,1,2.08
JA # Japanese,father,1,2.08
JA # Japanese,stranger,1,2.08
JA # Japanese,east,1,2.08
JA # Japanese,inside,1,2.08
JA # Japanese,west,1,2.08
JA # Japanese,above,1,2.08
JA # Japanese,morning,1,2.08
JA # Japanese,evening,1,2.08
JA # Japanese,second,1,2.08
JA # Japanese,monkey,1,2.08
JA # Japanese,dolphin,1,2.08
JA # Japanese,honesty,1,2.08
JA # Japanese,lock,1,2.08
JA # Japanese,wisdom,1,2.08
JA # Japanese,freedom,1,2.08
JA # Japanese,coin,1,2.08
JA # Japanese,painting,1,2.08
JA # Japanese,earthquake,1,2.08
JA # Japanese,rainbow,1,2.08
JA # Japanese,volcano,1,2.08
JA # Japanese,fog,1,2.08
JA # Japanese,apple,1,2.08
JA # Japanese,soup,1,2.08
JA # Japanese,fish,1,2.08
JA # Japanese,rice,1,2.08
JA # Japanese,artist,1,2.08
JA # Japanese,soldier,1,2.08
JA # Japanese,teacher,1,2.08
JA # Japanese,farmer,1,2.08
JA # Japanese,book,1,2.08
JA # Japanese,bridge,1,2.08
JA # Japanese,moon,1,2.08
JA # Japanese,century,1,2.08
KO # Korean,dolphin,2,4.17
KO # Korean,flag,2,4.17
KO # Korean,rival,1,2.08
KO # Korean,lake,1,2.08
KO # Korean,mountain,1,2.08
KO # Korean,forest,1,2.08
KO # Korean,island,1,2.08
KO # Korean,cactus,1,2.08
KO # Korean,rose,1,2.08
KO # Korean,grass,1,2.08
KO # Korean,potato,1,2.08
KO # Korean,brother,1,2.08
KO # Korean,father,1,2.08
KO # Korean,elephant,1,2.08
KO # Korean,stranger,1,2.08
KO # Korean,east,1,2.08
KO # Korean,inside,1,2.08
KO # Korean,outside,1,2.08
KO # Korean,above,1,2.08
KO # Korean,morning,1,2.08
KO # Korean,evening,1,2.08
KO # Korean,second,1,2.08
KO # Korean,dog,1,2.08
KO # Korean,courage,1,2.08
KO # Korean,honesty,1,2.08
KO # Korean,lock,1,2.08
KO # Korean,love,1,2.08
KO # Korean,freedom,1,2.08
KO # Korean,bell,1,2.08
KO # Korean,painting,1,2.08
KO # Korean,earthquake,1,2.08
KO # Korean,rainbow,1,2.08
KO # Korean,volcano,1,2.08
KO # Korean,fog,1,2.08
KO # Korean,apple,1,2.08
KO # Korean,soup,1,2.08
KO # Korean,beef,1,2.08
KO # Korean,rice,1,2.08
KO # Korean,artist,1,2.08
KO # Korean,soldier,1,2.08
KO # Korean,teacher,1,2.08
KO # Korean,farmer,1,2.08
KO # Korean,book,1,2.08
KO # Korean,bridge,1,2.08
KO # Korean,moon,1,2.08
KO # Korean,century,1,2.08
LV # Latvian,dolphin,2,4.17
LV # Latvian,bread,2,4.17
LV # Latvian,flag,2,4.17
LV # Latvian,potato,2,4.17
LV # Latvian,lake,1,2.08
LV # Latvian,mountain,1,2.08
LV # Latvian,forest,1,2.08
LV # Latvian,island,1,2.08
LV # Latvian,rose,1,2.08
LV # Latvian,grass,1,2.08
LV # Latvian,brother,1,2.08
LV # Latvian,rival,1,2.08
LV # Latvian,father,1,2.08
LV # Latvian,elephant,1,2.08
LV # Latvian,stranger,1,2.08
LV # Latvian,east,1,2.08
LV # Latvian,inside,1,2.08
LV # Latvian,west,1,2.08
LV # Latvian,above,1,2.08
LV # Latvian,morning,1,2.08
LV # Latvian,evening,1,2.08
LV # Latvian,second,1,2.08
LV # Latvian,dog,1,2.08
LV # Latvian,courage,1,2.08
LV # Latvian,honesty,1,2.08
LV # Latvian,lock,1,2.08
LV # Latvian,wisdom,1,2.08
LV # Latvian,freedom,1,2.08
LV # Latvian,coin,1,2.08
LV # Latvian,painting,1,2.08
LV # Latvian,lightning,1,2.08
LV # Latvian,rainbow,1,2.08
LV # Latvian,thunder,1,2.08
LV # Latvian,fog,1,2.08
LV # Latvian,apple,1,2.08
LV # Latvian,fish,1,2.08
LV # Latvian,artist,1,2.08
LV # Latvian,soldier,1,2.08
LV # Latvian,teacher,1,2.08
LV # Latvian,farmer,1,2.08
LV # Latvian,book,1,2.08
LV # Latvian,bridge,1,2.08
LV # Latvian,moon,1,2.08
LV # Latvian,century,1,2.08
PL # Polish,flag,2,4.17
PL # Polish,potato,2,4.17
PL # Polish,dolphin,2,4.17
PL # Polish,courage,1,2.08
PL # Polish,brother,1,2.08
PL # Polish,dog,1,2.08
PL # Polish,lake,1,2.08
PL # Polish,mountain,1,2.08
PL # Polish,forest,1,2.08
PL # Polish,island,1,2.08
PL # Polish,rose,1,2.08
PL # Polish,grass,1,2.08
PL # Polish,father,1,2.08
PL # Polish,rival,1,2.08
PL # Polish,stranger,1,2.08
PL # Polish,front,1,2.08
PL # Polish,inside,1,2.08
PL # Polish,west,1,2.08
PL # Polish,above,1,2.08
PL # Polish,morning,1,2.08
PL # Polish,evening,1,2.08
PL # Polish,second,1,2.08
PL # Polish,elephant,1,2.08
PL # Polish,lock,1,2.08
PL # Polish,honesty,1,2.08
PL # Polish,apple,1,2.08
PL # Polish,love,1,2.08
PL # Polish,freedom,1,2.08
PL # Polish,coin,1,2.08
PL # Polish,painting,1,2.08
PL # Polish,lightning,1,2.08
PL # Polish,rainbow,1,2.08
PL # Polish,volcano,1,2.08
PL # Polish,fog,1,2.08
PL # Polish,soup,1,2.08
PL # Polish,moon,1,2.08
PL # Polish,egg,1,2.08
PL # Polish,bread,1,2.08
PL # Polish,artist,1,2.08
PL # Polish,soldier,1,2.08
PL # Polish,teacher,1,2.08
PL # Polish,farmer,1,2.08
PL # Polish,book,1,2.08
PL # Polish,bridge,1,2.08
PL # Polish,century,1,2.08
PS # Pashto,flag,2,4.17
PS # Pashto,courage,1,2.08
PS # Pashto,brother,1,2.08
PS # Pashto,dog,1,2.08
PS # Pashto,lake,1,2.08
PS # Pashto,mountain,1,2.08
PS # Pashto,forest,1,2.08
PS # Pashto,desert,1,2.08
PS # Pashto,cactus,1,2.08
PS # Pashto,rose,1,2.08
PS # Pashto,grass,1,2.08
PS # Pashto,potato,1,2.08
PS # Pashto,rival,1,2.08
PS # Pashto,elephant,1,2.08
PS # Pashto,father,1,2.08
PS # Pashto,stranger,1,2.08
PS # Pashto,east,1,2.08
PS # Pashto,inside,1,2.08
PS # Pashto,west,1,2.08
PS # Pashto,above,1,2.08
PS # Pashto,morning,1,2.08
PS # Pashto,evening,1,2.08
PS # Pashto,second,1,2.08
PS # Pashto,dolphin,1,2.08
PS # Pashto,peacock,1,2.08
PS # Pashto,honesty,1,2.08
PS # Pashto,lock,1,2.08
PS # Pashto,peace,1,2.08
PS # Pashto,freedom,1,2.08
PS # Pashto,carpet,1,2.08
PS # Pashto,painting,1,2.08
PS # Pashto,earthquake,1,2.08
PS # Pashto,rain,1,2.08
PS # Pashto,volcano,1,2.08
PS # Pashto,fog,1,2.08
PS # Pashto,apple,1,2.08
PS # Pashto,bread,1,2.08
PS # Pashto,beef,1,2.08
PS # Pashto,rice,1,2.08
PS # Pashto,artist,1,2.08
PS # Pashto,soldier,1,2.08
PS # Pashto,teacher,1,2.08
PS # Pashto,farmer,1,2.08
PS # Pashto,book,1,2.08
PS # Pashto,bridge,1,2.08
PS # Pashto,moon,1,2.08
PS # Pashto,century,1,2.08
PT # Portuguese,dolphin,2,4.17
PT # Portuguese,flag,2,4.17
PT # Portuguese,rival,1,2.08
PT # Portuguese,lake,1,2.08
PT # Portuguese,mountain,1,2.08
PT # Portuguese,forest,1,2.08
PT # Portuguese,island,1,2.08
PT # Portuguese,cactus,1,2.08
PT # Portuguese,rose,1,2.08
PT # Portuguese,grass,1,2.08
PT # Portuguese,potato,1,2.08
PT # Portuguese,brother,1,2.08
PT # Portuguese,father,1,2.08
PT # Portuguese,elephant,1,2.08
PT # Portuguese,stranger,1,2.08
PT # Portuguese,front,1,2.08
PT # Portuguese,inside,1,2.08
PT # Portuguese,outside,1,2.08
PT # Portuguese,above,1,2.08
PT # Portuguese,morning,1,2.08
PT # Portuguese,evening,1,2.08
PT # Portuguese,second,1,2.08
PT # Portuguese,dog,1,2.08
PT # Portuguese,courage,1,2.08
PT # Portuguese,honesty,1,2.08
PT # Portuguese,lock,1,2.08
PT # Portuguese,love,1,2.08
PT # Portuguese,freedom,1,2.08
PT # Portuguese,coin,1,2.08
PT # Portuguese,painting,1,2.08
PT # Portuguese,lightning,1,2.08
PT # Portuguese,rainbow,1,2.08
PT # Portuguese,volcano,1,2.08
PT # Portuguese,fog,1,2.08
PT # Portuguese,apple,1,2.08
PT # Portuguese,soup,1,2.08
PT # Portuguese,fish,1,2.08
PT # Portuguese,bread,1,2.08
PT # Portuguese,artist,1,2.08
PT # Portuguese,soldier,1,2.08
PT # Portuguese,teacher,1,2.08
PT # Portuguese,farmer,1,2.08
PT # Portuguese,book,1,2.08
PT # Portuguese,bridge,1,2.08
PT # Portuguese,moon,1,2.08
PT # Portuguese,century,1,2.08
RU # Russian,bread,2,4.17
RU # Russian,flag,2,4.17
RU # Russian,rival,1,2.08
RU # Russian,lake,1,2.08
RU # Russian,mountain,1,2.08
RU # Russian,forest,1,2.08
RU # Russian,island,1,2.08
RU # Russian,cactus,1,2.08
RU # Russian,rose,1,2.08
RU # Russian,grass,1,2.08
RU # Russian,potato,1,2.08
RU # Russian,brother,1,2.08
RU # Russian,courage,1,2.08
RU # Russian,dolphin,1,2.08
RU # Russian,father,1,2.08
RU # Russian,stranger,1,2.08
RU # Russian,east,1,2.08
RU # Russian,inside,1,2.08
RU # Russian,west,1,2.08
RU # Russian,above,1,2.08
RU # Russian,morning,1,2.08
RU # Russian,evening,1,2.08
RU # Russian,second,1,2.08
RU # Russian,dog,1,2.08
RU # Russian,elephant,1,2.08
RU # Russian,honesty,1,2.08
RU # Russian,apple,1,2.08
RU # Russian,wisdom,1,2.08
RU # Russian,freedom,1,2.08
RU # Russian,carpet,1,2.08
RU # Russian,painting,1,2.08
RU # Russian,lightning,1,2.08
RU # Russian,rainbow,1,2.08
RU # Russian,volcano,1,2.08
RU # Russian,fog,1,2.08
RU # Russian,fish,1,2.08
RU # Russian,cat,1,2.08
RU # Russian,artist,1,2.08
RU # Russian,soldier,1,2.08
RU # Russian,teacher,1,2.08
RU # Russian,farmer,1,2.08
RU # Russian,book,1,2.08
RU # Russian,bridge,1,2.08
RU # Russian,moon,1,2.08
RU # Russian,lock,1,2.08
RU # Russian,century,1,2.08
SQ # Albanian,bread,2,4.17
SQ # Albanian,flag,2,4.17
SQ # Albanian,rival,1,2.08
SQ # Albanian,lake,1,2.08
SQ # Albanian,mountain,1,2.08
SQ # Albanian,forest,1,2.08
SQ # Albanian,island,1,2.08
SQ # Albanian,cactus,1,2.08
SQ # Albanian,rose,1,2.08
SQ # Albanian,grass,1,2.08
SQ # Albanian,potato,1,2.08
SQ # Albanian,brother,1,2.08
SQ # Albanian,courage,1,2.08
SQ # Albanian,dolphin,1,2.08
SQ # Albanian,father,1,2.08
SQ # Albanian,stranger,1,2.08
SQ # Albanian,front,1,2.08
SQ # Albanian,inside,1,2.08
SQ # Albanian,outside,1,2.08
SQ # Albanian,above,1,2.08
SQ # Albanian,morning,1,2.08
SQ # Albanian,evening,1,2.08
SQ # Albanian,second,1,2.08
SQ # Albanian,dog,1,2.08
SQ # Albanian,elephant,1,2.08
SQ # Albanian,honesty,1,2.08
SQ # Albanian,apple,1,2.08
SQ # Albanian,love,1,2.08
SQ # Albanian,freedom,1,2.08
SQ # Albanian,coin,1,2.08
SQ # Albanian,painting,1,2.08
SQ # Albanian,earthquake,1,2.08
SQ # Albanian,rainbow,1,2.08
SQ # Albanian,volcano,1,2.08
SQ # Albanian,fog,1,2.08
SQ # Albanian,egg,1,2.08
SQ # Albanian,peacock,1,2.08
SQ # Albanian,artist,1,2.08
SQ # Albanian,soldier,1,2.08
SQ # Albanian,teacher,1,2.08
SQ # Albanian,farmer,1,2.08
SQ # Albanian,book,1,2.08
