Language,Question,Response,Count,Percentage
ES # Spanish,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
ES # Spanish,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
ES # Spanish,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
FA # Persian,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,2,5.56
FA # Persian,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Threatening,1,2.78
FA # Persian,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
FA # Persian,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
FA # Persian,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,1,2.78
FA # Persian,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,2,5.56
FA # Persian,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
FA # Persian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,1,2.78
FA # Persian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,2,5.56
FA # Persian,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
FA # Persian,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
FA # Persian,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,3,8.33
FA # Persian,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
FA # Persian,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
FA # Persian,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
FR # French,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,3,8.33
FR # French,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
FR # French,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
FR # French,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,2,5.56
FR # French,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,1,2.78
FR # French,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
FR # French,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,1,2.78
FR # French,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,2,5.56
FR # French,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
FR # French,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
FR # French,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,3,8.33
FR # French,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
FR # French,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
FR # French,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
GA # Irish,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,3,8.33
GA # Irish,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
GA # Irish,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
GA # Irish,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,1,2.78
GA # Irish,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,2,5.56
GA # Irish,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
GA # Irish,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,2,5.56
GA # Irish,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,1,2.78
GA # Irish,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,2,5.56
GA # Irish,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Respect,1,2.78
GA # Irish,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
GA # Irish,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,3,8.33
GA # Irish,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
GA # Irish,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
GA # Irish,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
HE # Hebrew,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,2,5.56
HE # Hebrew,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Threatening,1,2.78
HE # Hebrew,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
HE # Hebrew,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
HE # Hebrew,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,3,8.33
HE # Hebrew,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
HE # Hebrew,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,2,5.56
HE # Hebrew,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,1,2.78
HE # Hebrew,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
HE # Hebrew,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
HE # Hebrew,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,3,8.33
HE # Hebrew,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
HE # Hebrew,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
HE # Hebrew,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
HI # Hindi,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,3,8.33
HI # Hindi,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
HI # Hindi,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
HI # Hindi,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,1,2.78
HI # Hindi,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,2,5.56
HI # Hindi,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
HI # Hindi,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,2,5.56
HI # Hindi,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,1,2.78
HI # Hindi,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
HI # Hindi,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
HI # Hindi,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,2,5.56
HI # Hindi,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Suspicious,1,2.78
HI # Hindi,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
HI # Hindi,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
HI # Hindi,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,2,5.56
HI # Hindi,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Reassuring,1,2.78
IT # Italian,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,2,5.56
IT # Italian,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Threatening,1,2.78
IT # Italian,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
IT # Italian,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
IT # Italian,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,2,5.56
IT # Italian,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,1,2.78
IT # Italian,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
IT # Italian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,1,2.78
IT # Italian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,2,5.56
IT # Italian,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,2,5.56
IT # Italian,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Respect,1,2.78
IT # Italian,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
IT # Italian,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,3,8.33
IT # Italian,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
IT # Italian,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
IT # Italian,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
JA # Japanese,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,2,5.56
JA # Japanese,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Threatening,1,2.78
JA # Japanese,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
JA # Japanese,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
JA # Japanese,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,1,2.78
JA # Japanese,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,2,5.56
JA # Japanese,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
JA # Japanese,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,2,5.56
JA # Japanese,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,1,2.78
JA # Japanese,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
JA # Japanese,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
JA # Japanese,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,2,5.56
JA # Japanese,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Suspicious,1,2.78
JA # Japanese,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
JA # Japanese,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
JA # Japanese,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
KO # Korean,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,2,5.56
KO # Korean,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Threatening,1,2.78
KO # Korean,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
KO # Korean,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
KO # Korean,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,3,8.33
KO # Korean,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
KO # Korean,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,1,2.78
KO # Korean,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,2,5.56
KO # Korean,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
KO # Korean,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
KO # Korean,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,2,5.56
KO # Korean,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Suspicious,1,2.78
KO # Korean,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
KO # Korean,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
KO # Korean,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
LV # Latvian,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,3,8.33
LV # Latvian,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
LV # Latvian,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
LV # Latvian,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,3,8.33
LV # Latvian,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
LV # Latvian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,2,5.56
LV # Latvian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,1,2.78
LV # Latvian,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
LV # Latvian,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
LV # Latvian,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,3,8.33
LV # Latvian,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
LV # Latvian,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
LV # Latvian,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
PL # Polish,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,3,8.33
PL # Polish,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
PL # Polish,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
PL # Polish,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,1,2.78
PL # Polish,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,2,5.56
PL # Polish,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
PL # Polish,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,1,2.78
PL # Polish,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,2,5.56
PL # Polish,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
PL # Polish,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
PL # Polish,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,3,8.33
PL # Polish,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
PL # Polish,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
PL # Polish,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
PS # Pashto,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,2,5.56
PS # Pashto,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Threatening,1,2.78
PS # Pashto,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
PS # Pashto,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
PS # Pashto,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,1,2.78
PS # Pashto,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,2,5.56
PS # Pashto,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
PS # Pashto,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,2,5.56
PS # Pashto,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,1,2.78
PS # Pashto,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
PS # Pashto,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
PS # Pashto,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,3,8.33
PS # Pashto,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
PS # Pashto,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
PS # Pashto,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
PT # Portuguese,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,3,8.33
PT # Portuguese,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
PT # Portuguese,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
PT # Portuguese,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,2,5.56
PT # Portuguese,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,1,2.78
PT # Portuguese,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
PT # Portuguese,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,1,2.78
PT # Portuguese,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,2,5.56
PT # Portuguese,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
PT # Portuguese,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
PT # Portuguese,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,3,8.33
PT # Portuguese,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
PT # Portuguese,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
PT # Portuguese,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
RU # Russian,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,2,5.56
RU # Russian,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Threatening,1,2.78
RU # Russian,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
RU # Russian,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
RU # Russian,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,3,8.33
RU # Russian,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
RU # Russian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,2,5.56
RU # Russian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,1,2.78
RU # Russian,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
RU # Russian,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
RU # Russian,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Curious,2,5.56
RU # Russian,You see a cat quietly staring at you from a distance. Is the cat curious or suspicious?,Suspicious,1,2.78
RU # Russian,You see a peacock spreading its feathers near you in an open garden. Do you consider this display be,Beautiful,3,8.33
RU # Russian,You spot a dog approaching slowly on an empty street at night. Do you feel protected or threatened?,Threatened,3,8.33
RU # Russian,You're walking through a dense forest and notice an elephant standing calmly. Is this presence reass,Intimidating,3,8.33
SQ # Albanian,A monkey jumps down from a tree branch near you in a public park. Do you interpret its behavior as a,Amusing,3,8.33
SQ # Albanian,"From a boat, you notice a whale surfacing gently nearby. Does the whale's presence evoke awe or anxi",Awe,3,8.33
SQ # Albanian,"In a small pet store, a hamster approaches your hand quickly. Do you perceive it as playful or aggre",Playful,3,8.33
SQ # Albanian,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Peaceful,1,2.78
SQ # Albanian,"While hiking in the countryside, a rabbit quickly darts across your path. Does this seem peaceful or",Startling,2,5.56
SQ # Albanian,"While snorkeling in shallow water, you see a shark swimming in the distance. Is your immediate feeli",Fear,3,8.33
SQ # Albanian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Caution,2,5.56
SQ # Albanian,"While swimming, a dolphin suddenly appears nearby. Is your first instinct friendliness or caution?",Friendliness,1,2.78
SQ # Albanian,You encounter a snake on a sunny rock during a nature walk. Is your initial reaction respect or fear,Fear,3,8.33
SQ # Albanian,You find a mouse moving quietly across your room late at night. Do you feel indifferent or alarmed?,Alarmed,3,8.33
