Language,Question,Response,Count,Percentage
ES # Spanish,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
ES # Spanish,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
ES # Spanish,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",d,1,8.33
ES # Spanish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
ES # Spanish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down, right, down, right, up, right, down, right to the end.",1,8.33
ES # Spanish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
ES # Spanish,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
ES # Spanish,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
ES # Spanish,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,3,25.0
FA # Persian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
FA # Persian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
FA # Persian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",d,1,8.33
FA # Persian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down, down, right, right, down, right.",1,8.33
FA # Persian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down, right, down, right, up, right, down, right to the end.",1,8.33
FA # Persian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
FA # Persian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
FA # Persian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
FA # Persian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",a,1,8.33
FA # Persian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
FR # French,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
FR # French,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
FR # French,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, right, up, right, down.",1,8.33
FR # French,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
FR # French,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
FR # French,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
FR # French,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
FR # French,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,3,25.0
GA # Irish,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
GA # Irish,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
GA # Irish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down twice, right twice, down once, right once.",1,8.33
GA # Irish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, up, right, down, right.",1,8.33
GA # Irish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
GA # Irish,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
GA # Irish,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
GA # Irish,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,3,25.0
HE # Hebrew,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
HE # Hebrew,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
HE # Hebrew,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",d,1,8.33
HE # Hebrew,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, down, right, right, down, right.",1,8.33
HE # Hebrew,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
HE # Hebrew,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start, down, right, up, right, down, right, right to end.",1,8.33
HE # Hebrew,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
HE # Hebrew,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
HE # Hebrew,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",a,1,8.33
HE # Hebrew,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
HI # Hindi,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
HI # Hindi,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
HI # Hindi,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",d,1,8.33
HI # Hindi,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, down, right, right, down, right.",1,8.33
HI # Hindi,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, down, right, right, up, right.",1,8.33
HI # Hindi,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
HI # Hindi,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
HI # Hindi,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
HI # Hindi,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",Your Answer: a,1,8.33
HI # Hindi,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
IT # Italian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
IT # Italian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
IT # Italian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",d,1,8.33
IT # Italian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, right, up, right, down.",1,8.33
IT # Italian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right once.",1,8.33
IT # Italian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
IT # Italian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
IT # Italian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
IT # Italian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",Your Answer: a,1,8.33
IT # Italian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
JA # Japanese,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
JA # Japanese,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
JA # Japanese,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, right, up, right, down.",1,8.33
JA # Japanese,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
JA # Japanese,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
JA # Japanese,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
JA # Japanese,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
JA # Japanese,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",Your Answer: a,1,8.33
JA # Japanese,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",a,1,8.33
JA # Japanese,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,1,8.33
KO # Korean,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
KO # Korean,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
KO # Korean,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",d,1,8.33
KO # Korean,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
KO # Korean,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
KO # Korean,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start, down, right, up, right, down, right, right to end.",1,8.33
KO # Korean,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
KO # Korean,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,1,8.33
KO # Korean,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,c,1,8.33
KO # Korean,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",Your Answer: a,1,8.33
KO # Korean,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
LV # Latvian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
LV # Latvian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
LV # Latvian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, up, right, down, right.",1,8.33
LV # Latvian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
LV # Latvian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
LV # Latvian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
LV # Latvian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
LV # Latvian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",Your Answer: a,1,8.33
LV # Latvian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
PL # Polish,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
PL # Polish,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
PL # Polish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
PL # Polish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down, right, down, right, up, right, down, right to the end.",1,8.33
PL # Polish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
PL # Polish,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
PL # Polish,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
PL # Polish,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",Your Answer: a,1,8.33
PL # Polish,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
PS # Pashto,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
PS # Pashto,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
PS # Pashto,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, right, up, right, down.",1,8.33
PS # Pashto,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right once.",1,8.33
PS # Pashto,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
PS # Pashto,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
PS # Pashto,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
PS # Pashto,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,3,25.0
PT # Portuguese,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
PT # Portuguese,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
PT # Portuguese,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",d,1,8.33
PT # Portuguese,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
PT # Portuguese,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
PT # Portuguese,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start, down, right, up, right, down, right.",1,8.33
PT # Portuguese,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
PT # Portuguese,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
PT # Portuguese,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",a,1,8.33
PT # Portuguese,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
RU # Russian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
RU # Russian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
RU # Russian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, right, up, right, down.",1,8.33
RU # Russian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right once.",1,8.33
RU # Russian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
RU # Russian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
RU # Russian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
RU # Russian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",a,1,8.33
RU # Russian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
SQ # Albanian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
SQ # Albanian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
SQ # Albanian,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",d,1,8.33
SQ # Albanian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, down, right, right, down, right.",1,8.33
SQ # Albanian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, right, up, right, down.",1,8.33
SQ # Albanian,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
SQ # Albanian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
SQ # Albanian,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
SQ # Albanian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",Your Answer: a,1,8.33
SQ # Albanian,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
SW # Swahili,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
SW # Swahili,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
SW # Swahili,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",c,1,8.33
SW # Swahili,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
SW # Swahili,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
SW # Swahili,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start, down, right, up, right, down, down, right, right to the end.",1,8.33
SW # Swahili,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
SW # Swahili,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
SW # Swahili,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,3,25.0
TH # Thai,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,1,8.33
TH # Thai,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
TH # Thai,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",d,1,8.33
TH # Thai,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
TH # Thai,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down, right, down, right, up, right, down, right to the end.",1,8.33
TH # Thai,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
TH # Thai,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
TH # Thai,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
TH # Thai,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,3,25.0
TR # Turkish,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
TR # Turkish,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
TR # Turkish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right once.",1,8.33
TR # Turkish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down, right, down, right, up, right, down, right to the end.",1,8.33
TR # Turkish,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
TR # Turkish,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
TR # Turkish,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
TR # Turkish,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,3,25.0
UR # Urdu,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
UR # Urdu,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
UR # Urdu,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down twice, right twice, down once, right to E.",1,8.33
UR # Urdu,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down, right, down, right, up, right, down, right to the end.",1,8.33
UR # Urdu,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
UR # Urdu,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
UR # Urdu,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
UR # Urdu,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,3,25.0
VI # Vietnamese,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
VI # Vietnamese,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
VI # Vietnamese,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, down, right, right, down, right.",1,8.33
VI # Vietnamese,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Down, right, down, right, right, up, right, down.",1,8.33
VI # Vietnamese,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
VI # Vietnamese,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
VI # Vietnamese,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,2,16.67
VI # Vietnamese,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,3,25.0
ZH # Mandarin,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",a,2,16.67
ZH # Mandarin,"City blocks are perfect squares; ""X"" is an impassable park. Get from point A to point D in as few bl",b,1,8.33
ZH # Mandarin,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down, down, right, right, down, right.",1,8.33
ZH # Mandarin,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Go down, right, down, right, up, right, down, right to the end.",1,8.33
ZH # Mandarin,Describe—in ≤ 20 English words—the path you would take from S to E in the maze below. Use any direct,"Start at S, go right, down, right, down, right to reach E.",1,8.33
ZH # Mandarin,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,Your Answer: a,1,8.33
ZH # Mandarin,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,a,1,8.33
ZH # Mandarin,You are at S (start). The goal is E (exit). Each option below is a full sequence of moves. Choose ON,c,1,8.33
ZH # Mandarin,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",Your Answer: a,1,8.33
ZH # Mandarin,"You start at point A facing toward point B. Move until you reach point C. Use ONLY the words left, r",b,2,16.67
