Category1,Category2,DistanceType,EffectSize,Category1Mean,Category2Mean,Category1Count,Category2Count
Cultural Artifacts,Plants,Cosine,0.41330839309692746,0.019643841880749136,0.013009063418869567,3312,3312
Places,Time Concepts,Cosine,-0.40766051612996734,0.02495946879570648,0.03444165552159724,3312,3312
Spatial Concepts,Time Concepts,Cosine,0.40200277754777525,0.04692767484689468,0.03444165552159724,3312,3312
Food Items,Spatial Concepts,Cosine,-0.39793236591545356,0.03385396198594878,0.04692767484689468,3312,3312
Social Relationships,Time Concepts,Cosine,-0.3898254381966353,0.025074697795250834,0.03444165552159724,3312,3312
Abstract Concepts,Time Concepts,Cosine,-0.3868227382471447,0.025683503044484607,0.03444165552159724,3312,3312
Cultural Artifacts,Environmental Phenomena,Cosine,-0.37188365648838473,0.019643841880749136,0.027192310693866156,3312,3312
Food Items,Inanimate Objects,Cosine,0.35946372505650204,0.03385396198594878,0.02438653140332762,3312,3312
Food Items,Places,Cosine,0.347344256726728,0.03385396198594878,0.02495946879570648,3312,3312
Abstract Concepts,Cultural Artifacts,Cosine,0.33775464360601837,0.025683503044484607,0.019643841880749136,3312,3312
Food Items,Social Relationships,Cosine,0.3337204078845309,0.03385396198594878,0.025074697795250834,3312,3312
Abstract Concepts,Food Items,Cosine,-0.3262123890306578,0.025683503044484607,0.03385396198594878,3312,3312
Environmental Phenomena,Time Concepts,Cosine,-0.2947585549935435,0.027192310693866156,0.03444165552159724,3312,3312
Cultural Artifacts,Places,Cosine,-0.2848819100913256,0.019643841880749136,0.02495946879570648,3312,3312
Cultural Artifacts,Social Relationships,Cosine,-0.2769598856344522,0.019643841880749136,0.025074697795250834,3312,3312
Human Roles,Time Concepts,Cosine,-0.2687875831498402,0.028206405813274507,0.03444165552159724,3312,3312
Environmental Phenomena,Food Items,Cosine,-0.24833901920390594,0.027192310693866156,0.03385396198594878,3312,3312
Cultural Artifacts,Inanimate Objects,Cosine,-0.2413632236569463,0.019643841880749136,0.02438653140332762,3312,3312
Neutral Animals,Plants,Cosine,0.22759670211673722,0.016138708059493776,0.013009063418869567,3312,3312
Cultural Artifacts,Neutral Animals,Cosine,0.2269381251524539,0.019643841880749136,0.016138708059493776,3312,3312
Food Items,Human Roles,Cosine,0.22103467707279298,0.03385396198594878,0.028206405813274507,3312,3312
Human Roles,Inanimate Objects,Cosine,0.18546472797012273,0.028206405813274507,0.02438653140332762,3312,3312
Human Roles,Places,Cosine,0.1652094415340055,0.028206405813274507,0.02495946879570648,3312,3312
Human Roles,Social Relationships,Cosine,0.15234019764035583,0.028206405813274507,0.025074697795250834,3312,3312
Abstract Concepts,Human Roles,Cosine,-0.13336620144092085,0.025683503044484607,0.028206405813274507,3312,3312
Environmental Phenomena,Inanimate Objects,Cosine,0.12663003447094032,0.027192310693866156,0.02438653140332762,3312,3312
Environmental Phenomena,Places,Cosine,0.10490811789972614,0.027192310693866156,0.02495946879570648,3312,3312
Environmental Phenomena,Social Relationships,Cosine,0.09572800493313408,0.027192310693866156,0.025074697795250834,3312,3312
Abstract Concepts,Environmental Phenomena,Cosine,-0.0732225567575097,0.025683503044484607,0.027192310693866156,3312,3312
Abstract Concepts,Inanimate Objects,Cosine,0.06495433270898962,0.025683503044484607,0.02438653140332762,3312,3312
Environmental Phenomena,Human Roles,Cosine,-0.04779937017400857,0.027192310693866156,0.028206405813274507,3312,3312
Abstract Concepts,Places,Cosine,0.038120145035453384,0.025683503044484607,0.02495946879570648,3312,3312
Inanimate Objects,Social Relationships,Cosine,-0.03196642763643503,0.02438653140332762,0.025074697795250834,3312,3312
Abstract Concepts,Social Relationships,Cosine,0.030551298273143918,0.025683503044484607,0.025074697795250834,3312,3312
Inanimate Objects,Places,Cosine,-0.027723134377209694,0.02438653140332762,0.02495946879570648,3312,3312
Food Items,Time Concepts,Cosine,-0.020680108718940837,0.03385396198594878,0.03444165552159724,3312,3312
Places,Social Relationships,Cosine,-0.005586147333787665,0.02495946879570648,0.025074697795250834,3312,3312
Plants,Spatial Concepts,Jaccard,-1.4770231122675683,0.12141692848214586,0.35549809578741803,3312,3312
Human Roles,Plants,Jaccard,1.2552224218396362,0.29019634250612514,0.12141692848214586,3312,3312
Cultural Artifacts,Spatial Concepts,Jaccard,-1.0606445921900287,0.17869358901967594,0.35549809578741803,3312,3312
Neutral Animals,Spatial Concepts,Jaccard,-1.059580065881781,0.18215641041727995,0.35549809578741803,3312,3312
Plants,Time Concepts,Jaccard,-1.0544407141308465,0.12141692848214586,0.2822079289470594,3312,3312
Plants,Social Relationships,Jaccard,-1.0498634717324085,0.12141692848214586,0.2643367502063154,3312,3312
Food Items,Plants,Jaccard,1.0220669106552798,0.27765200071785745,0.12141692848214586,3312,3312
Abstract Concepts,Plants,Jaccard,0.9633895640873569,0.24849586806108545,0.12141692848214586,3312,3312
Environmental Phenomena,Plants,Jaccard,0.9398461066389748,0.2628970516198777,0.12141692848214586,3312,3312
Places,Spatial Concepts,Jaccard,-0.8423915980921771,0.2138545834198008,0.35549809578741803,3312,3312
Inanimate Objects,Spatial Concepts,Jaccard,-0.7981625403791164,0.21652853989810508,0.35549809578741803,3312,3312
Cultural Artifacts,Human Roles,Jaccard,-0.7740476895325771,0.17869358901967594,0.29019634250612514,3312,3312
Human Roles,Neutral Animals,Jaccard,0.7692308640806924,0.29019634250612514,0.18215641041727995,3312,3312
Places,Plants,Jaccard,0.7042653080107736,0.2138545834198008,0.12141692848214586,3312,3312
Inanimate Objects,Plants,Jaccard,0.6851613884769732,0.21652853989810508,0.12141692848214586,3312,3312
Cultural Artifacts,Time Concepts,Jaccard,-0.6429104129828269,0.17869358901967594,0.2822079289470594,3312,3312
Abstract Concepts,Spatial Concepts,Jaccard,-0.6344421481310739,0.24849586806108545,0.35549809578741803,3312,3312
Neutral Animals,Time Concepts,Jaccard,-0.6340535598130417,0.18215641041727995,0.2822079289470594,3312,3312
Cultural Artifacts,Food Items,Jaccard,-0.6132703363561569,0.17869358901967594,0.27765200071785745,3312,3312
Food Items,Neutral Animals,Jaccard,0.6038038325239159,0.27765200071785745,0.18215641041727995,3312,3312
Cultural Artifacts,Social Relationships,Jaccard,-0.5881614975715407,0.17869358901967594,0.2643367502063154,3312,3312
Neutral Animals,Social Relationships,Jaccard,-0.578524783144145,0.18215641041727995,0.2643367502063154,3312,3312
Social Relationships,Spatial Concepts,Jaccard,-0.5300721046114242,0.2643367502063154,0.35549809578741803,3312,3312
Cultural Artifacts,Environmental Phenomena,Jaccard,-0.5290503602607016,0.17869358901967594,0.2628970516198777,3312,3312
Human Roles,Places,Jaccard,0.5238717553383426,0.29019634250612514,0.2138545834198008,3312,3312
Environmental Phenomena,Neutral Animals,Jaccard,0.5178696127615235,0.2628970516198777,0.18215641041727995,3312,3312
Environmental Phenomena,Spatial Concepts,Jaccard,-0.5043861441011595,0.2628970516198777,0.35549809578741803,3312,3312
Abstract Concepts,Cultural Artifacts,Jaccard,0.49270729565177046,0.24849586806108545,0.17869358901967594,3312,3312
Neutral Animals,Plants,Jaccard,0.48447198684164866,0.18215641041727995,0.12141692848214586,3312,3312
Human Roles,Inanimate Objects,Jaccard,0.4828372205727931,0.29019634250612514,0.21652853989810508,3312,3312
Abstract Concepts,Neutral Animals,Jaccard,0.48068876085871703,0.24849586806108545,0.18215641041727995,3312,3312
Cultural Artifacts,Plants,Jaccard,0.4426587700576817,0.17869358901967594,0.12141692848214586,3312,3312
Places,Time Concepts,Jaccard,-0.4206130852877976,0.2138545834198008,0.2822079289470594,3312,3312
Food Items,Spatial Concepts,Jaccard,-0.4196466035628591,0.27765200071785745,0.35549809578741803,3312,3312
Spatial Concepts,Time Concepts,Jaccard,0.39574146293785334,0.35549809578741803,0.2822079289470594,3312,3312
Food Items,Places,Jaccard,0.3917354109488511,0.27765200071785745,0.2138545834198008,3312,3312
Inanimate Objects,Time Concepts,Jaccard,-0.3893826662952619,0.21652853989810508,0.2822079289470594,3312,3312
Human Roles,Spatial Concepts,Jaccard,-0.3826418655273232,0.29019634250612514,0.35549809578741803,3312,3312
Food Items,Inanimate Objects,Jaccard,0.3616504726032514,0.27765200071785745,0.21652853989810508,3312,3312
Places,Social Relationships,Jaccard,-0.34279017223497593,0.2138545834198008,0.2643367502063154,3312,3312
Inanimate Objects,Social Relationships,Jaccard,-0.3103490383543181,0.21652853989810508,0.2643367502063154,3312,3312
Environmental Phenomena,Places,Jaccard,0.3052243704832934,0.2628970516198777,0.2138545834198008,3312,3312
Abstract Concepts,Human Roles,Jaccard,-0.285003823746072,0.24849586806108545,0.29019634250612514,3312,3312
Environmental Phenomena,Inanimate Objects,Jaccard,0.27780326809267625,0.2628970516198777,0.21652853989810508,3312,3312
Cultural Artifacts,Inanimate Objects,Jaccard,-0.2554267285393087,0.17869358901967594,0.21652853989810508,3312,3312
Cultural Artifacts,Places,Jaccard,-0.24925909271184524,0.17869358901967594,0.2138545834198008,3312,3312
Abstract Concepts,Places,Jaccard,0.2416161632298705,0.24849586806108545,0.2138545834198008,3312,3312
Inanimate Objects,Neutral Animals,Jaccard,0.2376617604018528,0.21652853989810508,0.18215641041727995,3312,3312
Neutral Animals,Places,Jaccard,-0.23072666239350403,0.18215641041727995,0.2138545834198008,3312,3312
Abstract Concepts,Inanimate Objects,Jaccard,0.2126517801846416,0.24849586806108545,0.21652853989810508,3312,3312
Abstract Concepts,Time Concepts,Jaccard,-0.20677473252323678,0.24849586806108545,0.2822079289470594,3312,3312
Abstract Concepts,Food Items,Jaccard,-0.1784492979923212,0.24849586806108545,0.27765200071785745,3312,3312
Human Roles,Social Relationships,Jaccard,0.172242970838144,0.29019634250612514,0.2643367502063154,3312,3312
Environmental Phenomena,Human Roles,Jaccard,-0.16716485117932178,0.2628970516198777,0.29019634250612514,3312,3312
Environmental Phenomena,Time Concepts,Jaccard,-0.10821787392012003,0.2628970516198777,0.2822079289470594,3312,3312
Social Relationships,Time Concepts,Jaccard,-0.10735158854176624,0.2643367502063154,0.2822079289470594,3312,3312
Abstract Concepts,Social Relationships,Jaccard,-0.10714033321350745,0.24849586806108545,0.2643367502063154,3312,3312
Abstract Concepts,Environmental Phenomena,Jaccard,-0.08933095677677855,0.24849586806108545,0.2628970516198777,3312,3312
Environmental Phenomena,Food Items,Jaccard,-0.08253922733350194,0.2628970516198777,0.27765200071785745,3312,3312
Food Items,Social Relationships,Jaccard,0.07982063538137855,0.27765200071785745,0.2643367502063154,3312,3312
Food Items,Human Roles,Jaccard,-0.0758174361492585,0.27765200071785745,0.29019634250612514,3312,3312
Human Roles,Time Concepts,Jaccard,0.04838223283942472,0.29019634250612514,0.2822079289470594,3312,3312
Cultural Artifacts,Neutral Animals,Jaccard,-0.025535786931468202,0.17869358901967594,0.18215641041727995,3312,3312
Food Items,Time Concepts,Jaccard,-0.025253000227369336,0.27765200071785745,0.2822079289470594,3312,3312
Inanimate Objects,Places,Jaccard,0.017855724436082465,0.21652853989810508,0.2138545834198008,3312,3312
Environmental Phenomena,Social Relationships,Jaccard,-0.008742114476287352,0.2628970516198777,0.2643367502063154,3312,3312
