Language1,Language2,Language1 Gender System,Language2 Gender System,Gender Pairing,Language-Level Distance
FR,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,1.7881393e-07
FR,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,1.7881393e-07
FR,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,1.7881393e-07
FR,PL,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,2.3841858e-07
FR,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,1.7881393e-07
FR,PT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,1.7881393e-07
FR,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.042538345
FR,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,1.7881393e-07
FR,TH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.034916222
FR,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.034916222
FR,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.038281202
FR,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,1.7881393e-07
FR,ZH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05045283
GA,HE,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.056794643
GA,HI,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.067028046
GA,IT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.03122443
GA,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.056794763
GA,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.056794763
GA,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.056794763
GA,PL,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.056794763
GA,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.056794763
GA,PT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.056794763
GA,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.04298258
GA,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.056794763
GA,TH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.07743442
GA,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.07743442
GA,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.09067541
GA,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.056794763
GA,ZH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.037227035
HE,HI,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.030543625
HE,IT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.047627807
HE,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,2.3841858e-07
HE,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,2.3841858e-07
HE,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,2.3841858e-07
HE,PL,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,2.3841858e-07
HE,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,2.3841858e-07
HE,PT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,2.3841858e-07
HE,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.042538404
HE,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,2.3841858e-07
HE,TH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.034916222
HE,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.034916222
HE,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.038281262
HE,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,2.3841858e-07
HE,ZH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05045283
HI,IT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.05613005
HI,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.030543745
HI,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.030543745
HI,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.030543745
HI,PL,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.030543745
HI,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.030543685
HI,PT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.030543745
HI,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.03451109
HI,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.030543625
HI,TH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.031353652
HI,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.031353652
HI,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.048653364
HI,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.030543625
HI,ZH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.06089008
IT,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.047627807
IT,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.047627807
IT,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.047627807
IT,PL,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.047627807
IT,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.047627807
IT,PT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.047627807
IT,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.043711543
IT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.047627807
IT,TH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.07050377
IT,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.07050377
IT,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.060430706
IT,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.047627807
IT,ZH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.010553122
JA,KO,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.0
JA,LV,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.0
JA,PL,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.0
JA,PS,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0
JA,PT,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0
JA,RU,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.042538285
JA,SQ,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,1.7881393e-07
JA,TH,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.034916222
JA,TR,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.034916222
JA,UR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.038281202
JA,VI,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,1.7881393e-07
JA,ZH,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.05045283
KO,LV,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.0
KO,PL,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.0
KO,PS,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0
KO,PT,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0
KO,RU,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.042538345
KO,SQ,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,1.7881393e-07
KO,TH,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.034916222
KO,TR,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.034916222
KO,UR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.038281202
KO,VI,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,1.7881393e-07
KO,ZH,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.05045283
LV,PL,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.0
LV,PS,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.0
LV,PT,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.0
LV,RU,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.042538345
LV,SQ,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,1.7881393e-07
LV,TH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.034916222
LV,TR,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.034916222
LV,UR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.038281202
LV,VI,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,1.7881393e-07
LV,ZH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.05045283
PL,PS,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.0
PL,PT,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.0
PL,RU,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.042538404
PL,SQ,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,2.3841858e-07
PL,TH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.034916222
PL,TR,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.034916222
PL,UR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.038281262
PL,VI,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,2.3841858e-07
PL,ZH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.05045283
PS,PT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.0
PS,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.042538285
PS,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,1.7881393e-07
PS,TH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.034916222
PS,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.034916222
PS,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.038281202
PS,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,1.7881393e-07
PS,ZH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05045283
PT,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.042538285
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,1.7881393e-07
PT,TH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.034916222
PT,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.034916222
PT,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.038281202
PT,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,1.7881393e-07
PT,ZH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05045283
RU,SQ,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.042538345
RU,TH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.051249087
RU,TR,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.051249087
RU,UR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.06934595
RU,VI,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.042538345
RU,ZH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.048250437
SQ,TH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.034916103
SQ,TR,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.034916103
SQ,UR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.038281083
SQ,VI,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.0
SQ,ZH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.05045277
TH,TR,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,5.9604645e-08
TH,UR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.032739997
TH,VI,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.034916103
TH,ZH,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.07898146
TR,UR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.032739997
TR,VI,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.034916103
TR,ZH,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.07898146
UR,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.038281083
UR,ZH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0843339
VI,ZH,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.05045277
