Language,Response,Count,Percentage
DE # German,soldier,3,2.08
DE # German,justice,2,1.39
DE # German,west,2,1.39
DE # German,elephant,2,1.39
DE # German,wisdom,2,1.39
DE # German,night,2,1.39
DE # German,year,2,1.39
DE # German,freedom,2,1.39
DE # German,east,2,1.39
DE # German,brother,2,1.39
DE # German,lightning,2,1.39
DE # German,soup,2,1.39
DE # German,father,2,1.39
DE # German,leader,1,0.69
DE # German,morning,1,0.69
DE # German,front,1,0.69
DE # German,forest,1,0.69
DE # German,earthquake,1,0.69
DE # German,outside,1,0.69
DE # German,valley,1,0.69
DE # German,Freund,1,0.69
DE # German,Gerechtigkeit,1,0.69
DE # German,Weisheit,1,0.69
DE # German,honesty,1,0.69
DE # German,river,1,0.69
DE # German,evening,1,0.69
ES # Spanish,courage,3,2.08
ES # Spanish,bridge,3,2.08
ES # Spanish,lock,3,2.08
ES # Spanish,cat,3,2.08
ES # Spanish,elephant,3,2.08
ES # Spanish,monkey,3,2.08
ES # Spanish,dog,3,2.08
ES # Spanish,lake,3,2.08
ES # Spanish,island,3,2.08
ES # Spanish,cactus,3,2.08
ES # Spanish,rose,3,2.08
ES # Spanish,grass,3,2.08
ES # Spanish,potato,3,2.08
ES # Spanish,stranger,3,2.08
ES # Spanish,inside,3,2.08
ES # Spanish,outside,3,2.08
ES # Spanish,above,3,2.08
ES # Spanish,second,3,2.08
ES # Spanish,century,3,2.08
ES # Spanish,moon,3,2.08
ES # Spanish,ocean,3,2.08
ES # Spanish,book,3,2.08
ES # Spanish,banana,3,2.08
ES # Spanish,painting,3,2.08
ES # Spanish,farmer,3,2.08
ES # Spanish,crown,3,2.08
ES # Spanish,earthquake,3,2.08
ES # Spanish,rainbow,3,2.08
ES # Spanish,volcano,3,2.08
ES # Spanish,candle,3,2.08
ES # Spanish,fog,3,2.08
ES # Spanish,soup,3,2.08
ES # Spanish,beef,3,2.08
ES # Spanish,artist,3,2.08
ES # Spanish,soldier,3,2.08
ES # Spanish,teacher,3,2.08
ES # Spanish,flag,3,2.08
ES # Spanish,wisdom,2,1.39
ES # Spanish,front,2,1.39
ES # Spanish,rival,2,1.39
ES # Spanish,freedom,2,1.39
ES # Spanish,night,2,1.39
ES # Spanish,morning,2,1.39
ES # Spanish,brother,2,1.39
ES # Spanish,father,2,1.39
ES # Spanish,justice,2,1.39
ES # Spanish,bread,2,1.39
ES # Spanish,valley,2,1.39
ES # Spanish,year,1,0.69
ES # Spanish,friend,1,0.69
ES # Spanish,rice,1,0.69
ES # Spanish,leader,1,0.69
ES # Spanish,east,1,0.69
ES # Spanish,justicia,1,0.69
ES # Spanish,sabiduría,1,0.69
ES # Spanish,honesty,1,0.69
ES # Spanish,enemy,1,0.69
ES # Spanish,forest,1,0.69
ES # Spanish,evening,1,0.69
FA # Persian,bread,4,2.78
FA # Persian,courage,3,2.08
FA # Persian,cactus,3,2.08
FA # Persian,moon,3,2.08
FA # Persian,lock,3,2.08
FA # Persian,elephant,3,2.08
FA # Persian,dog,3,2.08
FA # Persian,lake,3,2.08
FA # Persian,desert,3,2.08
FA # Persian,justice,3,2.08
FA # Persian,book,3,2.08
FA # Persian,brother,3,2.08
FA # Persian,father,3,2.08
FA # Persian,stranger,3,2.08
FA # Persian,inside,3,2.08
FA # Persian,above,3,2.08
FA # Persian,second,3,2.08
FA # Persian,century,3,2.08
FA # Persian,bridge,3,2.08
FA # Persian,grass,3,2.08
FA # Persian,farmer,3,2.08
FA # Persian,soldier,3,2.08
FA # Persian,painting,3,2.08
FA # Persian,artist,3,2.08
FA # Persian,crown,3,2.08
FA # Persian,teacher,3,2.08
FA # Persian,banana,3,2.08
FA # Persian,fog,3,2.08
FA # Persian,flag,3,2.08
FA # Persian,volcano,3,2.08
FA # Persian,wisdom,3,2.08
FA # Persian,earthquake,3,2.08
FA # Persian,night,2,1.39
FA # Persian,candle,2,1.39
FA # Persian,freedom,2,1.39
FA # Persian,cat,2,1.39
FA # Persian,ocean,2,1.39
FA # Persian,front,2,1.39
FA # Persian,outside,2,1.39
FA # Persian,year,2,1.39
FA # Persian,rival,2,1.39
FA # Persian,potato,2,1.39
FA # Persian,rainbow,2,1.39
FA # Persian,rose,2,1.39
FA # Persian,fish,2,1.39
FA # Persian,monkey,2,1.39
FA # Persian,east,1,0.69
FA # Persian,flower,1,0.69
FA # Persian,morning,1,0.69
FA # Persian,west,1,0.69
FA # Persian,forest,1,0.69
FA # Persian,rice,1,0.69
FA # Persian,peacock,1,0.69
FA # Persian,enemy,1,0.69
FA # Persian,onion,1,0.69
FA # Persian,snake,1,0.69
FA # Persian,island,1,0.69
FA # Persian,valley,1,0.69
FA # Persian,carpet,1,0.69
FA # Persian,Fish,1,0.69
FA # Persian,soup,1,0.69
FA # Persian,rain,1,0.69
FA # Persian,river,1,0.69
FA # Persian,honesty,1,0.69
FA # Persian,evening,1,0.69
FR # French,bread,4,2.78
FR # French,courage,3,2.08
FR # French,island,3,2.08
FR # French,lock,3,2.08
FR # French,cat,3,2.08
FR # French,elephant,3,2.08
FR # French,dog,3,2.08
FR # French,lake,3,2.08
FR # French,ocean,3,2.08
FR # French,justice,3,2.08
FR # French,cactus,3,2.08
FR # French,bridge,3,2.08
FR # French,grass,3,2.08
FR # French,potato,3,2.08
FR # French,rival,3,2.08
FR # French,stranger,3,2.08
FR # French,inside,3,2.08
FR # French,above,3,2.08
FR # French,second,3,2.08
FR # French,century,3,2.08
FR # French,moon,3,2.08
FR # French,monkey,3,2.08
FR # French,book,3,2.08
FR # French,fog,3,2.08
FR # French,wisdom,3,2.08
FR # French,candle,3,2.08
FR # French,flag,3,2.08
FR # French,painting,3,2.08
FR # French,farmer,3,2.08
FR # French,volcano,3,2.08
FR # French,crown,3,2.08
FR # French,banana,3,2.08
FR # French,teacher,3,2.08
FR # French,beef,3,2.08
FR # French,soldier,3,2.08
FR # French,artist,3,2.08
FR # French,soup,2,1.39
FR # French,freedom,2,1.39
FR # French,night,2,1.39
FR # French,morning,2,1.39
FR # French,outside,2,1.39
FR # French,front,2,1.39
FR # French,father,2,1.39
FR # French,brother,2,1.39
FR # French,lightning,2,1.39
FR # French,rainbow,2,1.39
FR # French,rose,2,1.39
FR # French,west,1,0.69
FR # French,forest,1,0.69
FR # French,earthquake,1,0.69
FR # French,year,1,0.69
FR # French,leader,1,0.69
FR # French,river,1,0.69
FR # French,friend,1,0.69
FR # French,flower,1,0.69
FR # French,valley,1,0.69
FR # French,rain,1,0.69
FR # French,honesty,1,0.69
FR # French,east,1,0.69
FR # French,evening,1,0.69
GA # Irish,potato,7,4.86
GA # Irish,dog,5,3.47
GA # Irish,island,4,2.78
GA # Irish,courage,3,2.08
GA # Irish,bridge,3,2.08
GA # Irish,moon,3,2.08
GA # Irish,cat,3,2.08
GA # Irish,ocean,3,2.08
GA # Irish,brother,3,2.08
GA # Irish,farmer,3,2.08
GA # Irish,father,3,2.08
GA # Irish,stranger,3,2.08
GA # Irish,inside,3,2.08
GA # Irish,above,3,2.08
GA # Irish,second,3,2.08
GA # Irish,century,3,2.08
GA # Irish,book,3,2.08
GA # Irish,grass,3,2.08
GA # Irish,teacher,3,2.08
GA # Irish,fog,3,2.08
GA # Irish,soldier,3,2.08
GA # Irish,crown,3,2.08
GA # Irish,wisdom,3,2.08
GA # Irish,thunder,3,2.08
GA # Irish,flag,3,2.08
GA # Irish,painting,3,2.08
GA # Irish,banana,3,2.08
GA # Irish,beef,3,2.08
GA # Irish,bread,3,2.08
GA # Irish,lock,2,1.39
GA # Irish,snake,2,1.39
GA # Irish,freedom,2,1.39
GA # Irish,honesty,2,1.39
GA # Irish,cactus,2,1.39
GA # Irish,candle,2,1.39
GA # Irish,night,2,1.39
GA # Irish,rival,2,1.39
GA # Irish,artist,2,1.39
GA # Irish,morning,2,1.39
GA # Irish,west,2,1.39
GA # Irish,justice,2,1.39
GA # Irish,east,2,1.39
GA # Irish,rose,2,1.39
GA # Irish,lake,2,1.39
GA # Irish,rainbow,2,1.39
GA # Irish,lightning,2,1.39
GA # Irish,flower,1,0.69
GA # Irish,front,1,0.69
GA # Irish,forest,1,0.69
GA # Irish,elephant,1,0.69
GA # Irish,year,1,0.69
GA # Irish,outside,1,0.69
GA # Irish,writer,1,0.69
GA # Irish,key,1,0.69
GA # Irish,enemy,1,0.69
GA # Irish,valley,1,0.69
GA # Irish,monkey,1,0.69
GA # Irish,river,1,0.69
GA # Irish,rain,1,0.69
GA # Irish,Lightning,1,0.69
GA # Irish,Candle,1,0.69
GA # Irish,evening,1,0.69
HE # Hebrew,desert,4,2.78
HE # Hebrew,justice,4,2.78
HE # Hebrew,lake,3,2.08
HE # Hebrew,bridge,3,2.08
HE # Hebrew,moon,3,2.08
HE # Hebrew,lock,3,2.08
HE # Hebrew,cat,3,2.08
HE # Hebrew,elephant,3,2.08
HE # Hebrew,dog,3,2.08
HE # Hebrew,courage,3,2.08
HE # Hebrew,farmer,3,2.08
HE # Hebrew,cactus,3,2.08
HE # Hebrew,grass,3,2.08
HE # Hebrew,potato,3,2.08
HE # Hebrew,above,3,2.08
HE # Hebrew,father,3,2.08
HE # Hebrew,inside,3,2.08
HE # Hebrew,book,3,2.08
HE # Hebrew,teacher,3,2.08
HE # Hebrew,century,3,2.08
HE # Hebrew,wisdom,3,2.08
HE # Hebrew,candle,3,2.08
HE # Hebrew,flag,3,2.08
HE # Hebrew,painting,3,2.08
HE # Hebrew,crown,3,2.08
HE # Hebrew,soldier,3,2.08
HE # Hebrew,stranger,3,2.08
HE # Hebrew,fog,3,2.08
HE # Hebrew,banana,3,2.08
HE # Hebrew,soup,3,2.08
HE # Hebrew,second,3,2.08
HE # Hebrew,bread,3,2.08
HE # Hebrew,artist,3,2.08
HE # Hebrew,night,2,1.39
HE # Hebrew,morning,2,1.39
HE # Hebrew,ocean,2,1.39
HE # Hebrew,outside,2,1.39
HE # Hebrew,snake,2,1.39
HE # Hebrew,rose,2,1.39
HE # Hebrew,east,2,1.39
HE # Hebrew,beef,2,1.39
HE # Hebrew,earthquake,2,1.39
HE # Hebrew,rival,2,1.39
HE # Hebrew,volcano,2,1.39
HE # Hebrew,rainbow,2,1.39
HE # Hebrew,river,2,1.39
HE # Hebrew,brother,2,1.39
HE # Hebrew,monkey,1,0.69
HE # Hebrew,enemy,1,0.69
HE # Hebrew,west,1,0.69
HE # Hebrew,front,1,0.69
HE # Hebrew,fish,1,0.69
HE # Hebrew,freedom,1,0.69
HE # Hebrew,year,1,0.69
HE # Hebrew,flower,1,0.69
HE # Hebrew,אח,1,0.69
HE # Hebrew,honesty,1,0.69
HE # Hebrew,valley,1,0.69
HE # Hebrew,thunder,1,0.69
HE # Hebrew,rain,1,0.69
HE # Hebrew,lightning,1,0.69
HE # Hebrew,evening,1,0.69
HI # Hindi,potato,5,3.47
HI # Hindi,courage,3,2.08
HI # Hindi,dog,3,2.08
HI # Hindi,bridge,3,2.08
HI # Hindi,moon,3,2.08
HI # Hindi,lock,3,2.08
HI # Hindi,second,3,2.08
HI # Hindi,elephant,3,2.08
HI # Hindi,monkey,3,2.08
HI # Hindi,above,3,2.08
HI # Hindi,east,3,2.08
HI # Hindi,honesty,3,2.08
HI # Hindi,cactus,3,2.08
HI # Hindi,outside,3,2.08
HI # Hindi,grass,3,2.08
HI # Hindi,inside,3,2.08
HI # Hindi,rival,3,2.08
HI # Hindi,father,3,2.08
HI # Hindi,book,3,2.08
HI # Hindi,farmer,3,2.08
HI # Hindi,teacher,3,2.08
HI # Hindi,soldier,3,2.08
HI # Hindi,wisdom,3,2.08
HI # Hindi,flag,3,2.08
HI # Hindi,painting,3,2.08
HI # Hindi,crown,3,2.08
HI # Hindi,stranger,3,2.08
HI # Hindi,fog,3,2.08
HI # Hindi,banana,3,2.08
HI # Hindi,century,3,2.08
HI # Hindi,rice,3,2.08
HI # Hindi,artist,3,2.08
HI # Hindi,candle,2,1.39
HI # Hindi,night,2,1.39
HI # Hindi,thunder,2,1.39
HI # Hindi,cat,2,1.39
HI # Hindi,lake,2,1.39
HI # Hindi,ocean,2,1.39
HI # Hindi,morning,2,1.39
HI # Hindi,desert,2,1.39
HI # Hindi,brother,2,1.39
HI # Hindi,freedom,2,1.39
HI # Hindi,river,2,1.39
HI # Hindi,fish,2,1.39
HI # Hindi,rainbow,2,1.39
HI # Hindi,rose,2,1.39
HI # Hindi,lightning,2,1.39
HI # Hindi,egg,1,0.69
HI # Hindi,earthquake,1,0.69
HI # Hindi,year,1,0.69
HI # Hindi,friend,1,0.69
HI # Hindi,flower,1,0.69
HI # Hindi,island,1,0.69
HI # Hindi,plain,1,0.69
HI # Hindi,soup,1,0.69
HI # Hindi,bell,1,0.69
HI # Hindi,rain,1,0.69
HI # Hindi,volcano,1,0.69
HI # Hindi,justice,1,0.69
HI # Hindi,peacock,1,0.69
HI # Hindi,village,1,0.69
HI # Hindi,mountain,1,0.69
HI # Hindi,evening,1,0.69
IT # Italian,courage,3,2.08
IT # Italian,bridge,3,2.08
IT # Italian,lock,3,2.08
IT # Italian,cat,3,2.08
IT # Italian,elephant,3,2.08
IT # Italian,dog,3,2.08
IT # Italian,lake,3,2.08
IT # Italian,island,3,2.08
IT # Italian,cactus,3,2.08
IT # Italian,grass,3,2.08
IT # Italian,potato,3,2.08
IT # Italian,rival,3,2.08
IT # Italian,father,3,2.08
IT # Italian,stranger,3,2.08
IT # Italian,inside,3,2.08
IT # Italian,outside,3,2.08
IT # Italian,above,3,2.08
IT # Italian,second,3,2.08
IT # Italian,century,3,2.08
IT # Italian,moon,3,2.08
IT # Italian,ocean,3,2.08
IT # Italian,book,3,2.08
IT # Italian,banana,3,2.08
IT # Italian,wisdom,3,2.08
IT # Italian,candle,3,2.08
IT # Italian,flag,3,2.08
IT # Italian,painting,3,2.08
IT # Italian,farmer,3,2.08
IT # Italian,crown,3,2.08
IT # Italian,volcano,3,2.08
IT # Italian,fog,3,2.08
IT # Italian,rainbow,3,2.08
IT # Italian,artist,3,2.08
IT # Italian,soldier,3,2.08
IT # Italian,teacher,3,2.08
IT # Italian,beef,3,2.08
IT # Italian,front,2,1.39
IT # Italian,bread,2,1.39
IT # Italian,justice,2,1.39
IT # Italian,freedom,2,1.39
IT # Italian,night,2,1.39
IT # Italian,year,2,1.39
IT # Italian,soup,2,1.39
IT # Italian,rose,2,1.39
IT # Italian,monkey,2,1.39
IT # Italian,pasta,2,1.39
IT # Italian,earthquake,2,1.39
IT # Italian,brother,2,1.39
IT # Italian,honesty,2,1.39
IT # Italian,flower,1,0.69
IT # Italian,forest,1,0.69
IT # Italian,morning,1,0.69
IT # Italian,friend,1,0.69
IT # Italian,east,1,0.69
IT # Italian,plain,1,0.69
IT # Italian,snake,1,0.69
IT # Italian,lightning,1,0.69
IT # Italian,river,1,0.69
IT # Italian,evening,1,0.69
JA # Japanese,courage,3,2.08
JA # Japanese,cactus,3,2.08
JA # Japanese,lock,3,2.08
JA # Japanese,cat,3,2.08
JA # Japanese,elephant,3,2.08
JA # Japanese,monkey,3,2.08
JA # Japanese,dog,3,2.08
JA # Japanese,ocean,3,2.08
JA # Japanese,forest,3,2.08
JA # Japanese,island,3,2.08
JA # Japanese,grass,3,2.08
JA # Japanese,bridge,3,2.08
JA # Japanese,potato,3,2.08
JA # Japanese,rival,3,2.08
JA # Japanese,stranger,3,2.08
JA # Japanese,east,3,2.08
JA # Japanese,inside,3,2.08
JA # Japanese,above,3,2.08
JA # Japanese,second,3,2.08
JA # Japanese,century,3,2.08
JA # Japanese,moon,3,2.08
JA # Japanese,lake,3,2.08
JA # Japanese,book,3,2.08
JA # Japanese,fog,3,2.08
JA # Japanese,wisdom,3,2.08
JA # Japanese,flag,3,2.08
JA # Japanese,painting,3,2.08
JA # Japanese,farmer,3,2.08
JA # Japanese,earthquake,3,2.08
JA # Japanese,rainbow,3,2.08
JA # Japanese,volcano,3,2.08
JA # Japanese,crown,3,2.08
JA # Japanese,banana,3,2.08
JA # Japanese,soup,3,2.08
JA # Japanese,fish,3,2.08
JA # Japanese,teacher,3,2.08
JA # Japanese,rice,3,2.08
JA # Japanese,artist,3,2.08
JA # Japanese,soldier,3,2.08
JA # Japanese,rose,2,1.39
JA # Japanese,candle,2,1.39
JA # Japanese,justice,2,1.39
JA # Japanese,night,2,1.39
JA # Japanese,year,2,1.39
JA # Japanese,outside,2,1.39
JA # Japanese,father,2,1.39
JA # Japanese,honesty,2,1.39
JA # Japanese,brother,2,1.39
JA # Japanese,bell,1,0.69
JA # Japanese,flower,1,0.69
JA # Japanese,friend,1,0.69
JA # Japanese,leader,1,0.69
JA # Japanese,"honesty, I’m thinking about this question in Japanese first. 公平でバランスの取れたリーダーにとって最も重要な特性は何だろう？選択肢は「幸福」「憎しみ」「正直さ」「正義」。日本文化では、リーダーは公正で信頼できる存在であるべきとされることが多い。正直さ（honesty）は信頼を築く基盤だし、正義（justice）も公平さを保つために重要。でも、直感的には「正義」がリーダーシップにおいてより核心的な価値として感じられる。リーダーが正義感を持っていれば、公平な判断ができ、みんなが納得する方向に導けると思う。

Answer: justice",1,0.69
JA # Japanese,freedom,1,0.69
JA # Japanese,west,1,0.69
JA # Japanese,morning,1,0.69
JA # Japanese,evening,1,0.69
KO # Korean,courage,3,2.08
KO # Korean,cactus,3,2.08
KO # Korean,lock,3,2.08
KO # Korean,elephant,3,2.08
KO # Korean,monkey,3,2.08
KO # Korean,lake,3,2.08
KO # Korean,ocean,3,2.08
KO # Korean,justice,3,2.08
KO # Korean,island,3,2.08
KO # Korean,grass,3,2.08
KO # Korean,bridge,3,2.08
KO # Korean,potato,3,2.08
KO # Korean,brother,3,2.08
KO # Korean,stranger,3,2.08
KO # Korean,inside,3,2.08
KO # Korean,above,3,2.08
KO # Korean,second,3,2.08
KO # Korean,century,3,2.08
KO # Korean,moon,3,2.08
KO # Korean,dog,3,2.08
KO # Korean,book,3,2.08
KO # Korean,banana,3,2.08
KO # Korean,painting,3,2.08
KO # Korean,candle,3,2.08
KO # Korean,crown,3,2.08
KO # Korean,wisdom,3,2.08
KO # Korean,farmer,3,2.08
KO # Korean,earthquake,3,2.08
KO # Korean,rainbow,3,2.08
KO # Korean,volcano,3,2.08
KO # Korean,fog,3,2.08
KO # Korean,soup,3,2.08
KO # Korean,rice,3,2.08
KO # Korean,artist,3,2.08
KO # Korean,soldier,3,2.08
KO # Korean,teacher,3,2.08
KO # Korean,flag,3,2.08
KO # Korean,year,2,1.39
KO # Korean,honesty,2,1.39
KO # Korean,beef,2,1.39
KO # Korean,cat,2,1.39
KO # Korean,forest,2,1.39
KO # Korean,night,2,1.39
KO # Korean,enemy,2,1.39
KO # Korean,outside,2,1.39
KO # Korean,east,2,1.39
KO # Korean,father,2,1.39
KO # Korean,rose,2,1.39
KO # Korean,morning,1,0.69
KO # Korean,front,1,0.69
KO # Korean,west,1,0.69
KO # Korean,rival,1,0.69
KO # Korean,freedom,1,0.69
KO # Korean,river,1,0.69
KO # Korean,leader,1,0.69
KO # Korean,flower,1,0.69
KO # Korean,Answer: cat,1,0.69
KO # Korean,fish,1,0.69
KO # Korean,evening,1,0.69
LV # Latvian,bread,6,4.17
LV # Latvian,forest,5,3.47
LV # Latvian,potato,4,2.78
LV # Latvian,second,3,2.08
LV # Latvian,above,3,2.08
LV # Latvian,inside,3,2.08
LV # Latvian,stranger,3,2.08
LV # Latvian,grass,3,2.08
LV # Latvian,honesty,3,2.08
LV # Latvian,book,3,2.08
LV # Latvian,ocean,3,2.08
LV # Latvian,lake,3,2.08
LV # Latvian,dog,3,2.08
LV # Latvian,century,3,2.08
LV # Latvian,elephant,3,2.08
LV # Latvian,cat,3,2.08
LV # Latvian,lock,3,2.08
LV # Latvian,moon,3,2.08
LV # Latvian,bridge,3,2.08
LV # Latvian,courage,3,2.08
LV # Latvian,farmer,3,2.08
LV # Latvian,rainbow,3,2.08
LV # Latvian,wisdom,3,2.08
LV # Latvian,teacher,3,2.08
LV # Latvian,flag,3,2.08
LV # Latvian,painting,3,2.08
LV # Latvian,crown,3,2.08
LV # Latvian,candle,3,2.08
LV # Latvian,soldier,3,2.08
LV # Latvian,banana,3,2.08
LV # Latvian,fog,3,2.08
LV # Latvian,artist,3,2.08
LV # Latvian,west,2,1.39
LV # Latvian,rival,2,1.39
LV # Latvian,cactus,2,1.39
LV # Latvian,beef,2,1.39
LV # Latvian,freedom,2,1.39
LV # Latvian,night,2,1.39
LV # Latvian,morning,2,1.39
LV # Latvian,thunder,2,1.39
LV # Latvian,monkey,2,1.39
LV # Latvian,father,2,1.39
LV # Latvian,brother,2,1.39
LV # Latvian,rose,2,1.39
LV # Latvian,east,2,1.39
LV # Latvian,lightning,2,1.39
LV # Latvian,egg,1,0.69
LV # Latvian,leader,1,0.69
LV # Latvian,front,1,0.69
LV # Latvian,volcano,1,0.69
LV # Latvian,earthquake,1,0.69
LV # Latvian,year,1,0.69
LV # Latvian,outside,1,0.69
LV # Latvian,flower,1,0.69
LV # Latvian,draugs,1,0.69
LV # Latvian,sala,1,0.69
LV # Latvian,snake,1,0.69
LV # Latvian,Taisnīgums,1,0.69
LV # Latvian,enemy,1,0.69
LV # Latvian,evening,1,0.69
PL # Polish,forest,5,3.47
PL # Polish,courage,3,2.08
PL # Polish,book,3,2.08
PL # Polish,moon,3,2.08
PL # Polish,lock,3,2.08
PL # Polish,cat,3,2.08
PL # Polish,elephant,3,2.08
PL # Polish,dog,3,2.08
PL # Polish,lake,3,2.08
PL # Polish,ocean,3,2.08
PL # Polish,grass,3,2.08
PL # Polish,potato,3,2.08
PL # Polish,rival,3,2.08
PL # Polish,father,3,2.08
PL # Polish,stranger,3,2.08
PL # Polish,inside,3,2.08
PL # Polish,above,3,2.08
PL # Polish,second,3,2.08
PL # Polish,century,3,2.08
PL # Polish,bridge,3,2.08
PL # Polish,cactus,3,2.08
PL # Polish,farmer,3,2.08
PL # Polish,fog,3,2.08
PL # Polish,wisdom,3,2.08
PL # Polish,teacher,3,2.08
PL # Polish,flag,3,2.08
PL # Polish,painting,3,2.08
PL # Polish,crown,3,2.08
PL # Polish,volcano,3,2.08
PL # Polish,candle,3,2.08
PL # Polish,banana,3,2.08
PL # Polish,soup,3,2.08
PL # Polish,bread,3,2.08
PL # Polish,outside,2,1.39
PL # Polish,front,2,1.39
PL # Polish,beef,2,1.39
PL # Polish,justice,2,1.39
PL # Polish,freedom,2,1.39
PL # Polish,night,2,1.39
PL # Polish,year,2,1.39
PL # Polish,artist,2,1.39
