Language1,Language2,Language1 Gender System,Language2 Gender System,Gender Pairing,Average Noun Distance,NounCategory,Noun
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01347979977726934,Environmental Phenomena,thunder
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.029087200202047758,Environmental Phenomena,tide
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.025600199773907626,Environmental Phenomena,volcano
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.027373799867927998,Environmental Phenomena,wind
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.00966719985008236,Food Items,apple
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01633420009166002,Food Items,banana
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02457760050892828,Food Items,beef
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.029119000025093492,Food Items,bread
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.021302400156855524,Food Items,broccoli
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.016922200191766,Food Items,cheese
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.018766799941658936,Food Items,chicken
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02788040004670618,Food Items,egg
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01630319990217684,Food Items,fish
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.035306599549949115,Food Items,pasta
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.04115219973027702,Food Items,rice
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.026508599705994073,Food Items,soup
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.015218799933791124,Human Roles,artist
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.020263000205159136,Human Roles,athlete
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028233600221574277,Human Roles,chef
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.019053800031542743,Human Roles,doctor
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.029676000215113116,Human Roles,engineer
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.04821520000696176,Human Roles,farmer
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0211137998849153,Human Roles,lawyer
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.026359399966895538,Human Roles,musician
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.021216200292110386,Human Roles,scientist
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.023043599911034038,Human Roles,soldier
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.020561799965798808,Human Roles,teacher
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01980000045150514,Human Roles,writer
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.018179200030863242,Inanimate Objects,book
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.00915499981492754,Inanimate Objects,bridge
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.043385600298643065,Inanimate Objects,drums
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.03920820057392116,Inanimate Objects,earth
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02790640033781522,Inanimate Objects,flute
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01810379996895786,Inanimate Objects,key
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.013262400031089737,Inanimate Objects,knife
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0120450001209974,Inanimate Objects,lock
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.017359399609267658,Inanimate Objects,moon
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.00980019997805354,Inanimate Objects,pen
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.020149999856948802,Inanimate Objects,sun
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01118860002607104,Inanimate Objects,sword
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.013199199736118281,Neutral Animals,cat
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.014097999967634642,Neutral Animals,dog
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.00981120020151136,Neutral Animals,dolphin
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.010769199952483158,Neutral Animals,elephant
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.019115800410509042,Neutral Animals,hamster
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.012960399780422401,Neutral Animals,monkey
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.027383399568498078,Neutral Animals,mouse
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.011989200115203841,Neutral Animals,peacock
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.013596599735319561,Neutral Animals,rabbit
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.019815800338983516,Neutral Animals,shark
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0229698002338409,Neutral Animals,snake
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.015651599876582583,Neutral Animals,whale
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02558639943599696,Places,city
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01070740027048485,Places,desert
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.009526000123810236,Places,forest
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.041133800521492896,Places,island
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0102993996813893,Places,lake
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02999880015850063,Places,mountain
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.026894800364971116,Places,ocean
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01917100008577104,Places,plain
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.019615600071847407,Places,plateau
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.024738999828696224,Places,river
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.012566199712455239,Places,valley
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.040422600321471665,Places,village
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.026417599432170338,Plants,cactus
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.017416800372302498,Plants,eggplant
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01448680050671098,Plants,flower
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.013917599942874352,Plants,grass
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.029300400335341634,Plants,lettuce
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01601959988474844,Plants,mushroom
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.016036600385200436,Plants,onion
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.00522659998387096,Plants,pepper
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02541799955070018,Plants,potato
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.011581199895590501,Plants,rose
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.015151800028979721,Plants,tomato
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.024111400358378863,Plants,tree
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.012449399754405,Social Relationships,ally
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.022509399615228118,Social Relationships,brother
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01666940003633492,Social Relationships,enemy
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.011656800098717177,Social Relationships,father
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.018078600056469395,Social Relationships,follower
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.010109999962151022,Social Relationships,friend
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.01676319986581798,Social Relationships,leader
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.016654599923640465,Social Relationships,mother
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02100399993360036,Social Relationships,partner
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02019459977746004,Social Relationships,rival
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.022573800198733764,Social Relationships,sister
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.03287999993190164,Social Relationships,stranger
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.023151800408959346,Spatial Concepts,above
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.029636000096797906,Spatial Concepts,back
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.031217799708247163,Spatial Concepts,below
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05912820100784299,Spatial Concepts,east
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.020113200135529023,Spatial Concepts,front
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.022243800200521902,Spatial Concepts,inside
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05512799955904481,Spatial Concepts,left
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05628240145742892,Spatial Concepts,north
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.034196399897336915,Spatial Concepts,outside
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.06140259914100167,Spatial Concepts,right
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05745260007679458,Spatial Concepts,south
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.051386800035834276,Spatial Concepts,west
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.018903799727559036,Time Concepts,century
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.03414319977164264,Time Concepts,day
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.018129199929535333,Time Concepts,evening
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.018197599984705395,Time Concepts,hour
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02013739962130782,Time Concepts,minute
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.05246560033410779,Time Concepts,month
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.027171400141310153,Time Concepts,morning
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.023887200653552987,Time Concepts,night
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.038808200508356046,Time Concepts,season
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.03001959957182404,Time Concepts,second
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.035662200115621025,Time Concepts,week
PT,FA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0447354001924395,Time Concepts,year
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.0333436001092195,Abstract Concepts,anger
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.016160999611020035,Abstract Concepts,courage
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.017540999874472576,Abstract Concepts,fear
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.009391200169920899,Abstract Concepts,freedom
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.00806139996275302,Abstract Concepts,happiness
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.035684999451041186,Abstract Concepts,hate
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.013921800069510899,Abstract Concepts,honesty
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.020068200305104242,Abstract Concepts,justice
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.018485199660062745,Abstract Concepts,knowledge
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.016077800281345797,Abstract Concepts,love
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.0176360001787543,Abstract Concepts,peace
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.0185823997482657,Abstract Concepts,wisdom
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.022869399562478014,Cultural Artifacts,bell
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.02349600009620186,Cultural Artifacts,candle
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.021482200175523738,Cultural Artifacts,carpet
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.0034097999334335204,Cultural Artifacts,coin
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.01217220015823838,Cultural Artifacts,crown
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.01154719982296224,Cultural Artifacts,flag
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.0231038006022572,Cultural Artifacts,mask
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.00966040017083284,Cultural Artifacts,necklace
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.01161859970306974,Cultural Artifacts,painting
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.00777859985828398,Cultural Artifacts,ring
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.023781799711286983,Cultural Artifacts,statue
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.030251599848270357,Cultural Artifacts,vase
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.009458600077778061,Environmental Phenomena,cloud
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.0255874007940292,Environmental Phenomena,earthquake
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.00532559994608162,Environmental Phenomena,fog
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.018112199753522816,Environmental Phenomena,lightning
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.00831220019608732,Environmental Phenomena,rain
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.012820000015199137,Environmental Phenomena,rainbow
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.0,Environmental Phenomena,snow
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.028343000635504673,Environmental Phenomena,storm
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.015402799472212762,Environmental Phenomena,thunder
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.023126999661326364,Environmental Phenomena,tide
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.02562960032373664,Environmental Phenomena,volcano
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.019704400189220858,Environmental Phenomena,wind
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.00552399978041648,Food Items,apple
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.0070415999740362,Food Items,banana
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.028189799934625618,Food Items,beef
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.01211619991809128,Food Items,bread
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.012342600476335935,Food Items,broccoli
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.014395200088620162,Food Items,cheese
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.012427799776196439,Food Items,chicken
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.020478000119328443,Food Items,egg
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.021607000008225397,Food Items,fish
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.034184800274670066,Food Items,pasta
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.029260600358247717,Food Items,rice
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.0331254001706838,Food Items,soup
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.010473400168120841,Human Roles,artist
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.022239000163972334,Human Roles,athlete
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.01678000018000602,Human Roles,chef
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.018735600076615778,Human Roles,doctor
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.024498000368475863,Human Roles,engineer
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.02419620063155884,Human Roles,farmer
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.021602600067853864,Human Roles,lawyer
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.017438800260424582,Human Roles,musician
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.020892599970102267,Human Roles,scientist
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.019713999517261917,Human Roles,soldier
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.024875199794769234,Human Roles,teacher
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.019089400116354186,Human Roles,writer
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.018997000344097563,Inanimate Objects,book
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.008441799879074062,Inanimate Objects,bridge
PT,SQ,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.030747400224208778,Inanimate Objects,drums
