Language1,Language2,Language1 Gender System,Language2 Gender System,Gender Pairing,Language-Level Distance
FA,HI,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028972208
FA,PL,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.036765337
FA,HE,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028972208
FA,BN,Fully Non-Gendered,Minimal-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.02322805
FA,UR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.036765337
FA,AR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.031603217
FA,PS,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.060671866
FA,ES,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.013356805
FA,FR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.035054386
FA,TR,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.06183523
FA,JA,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.060671926
FA,KO,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.059150517
FA,DE,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.038877785
FA,LV,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.028972208
FA,RU,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.039606452
SQ,ZH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.03632897
SQ,GA,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.012919426
SQ,IT,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,-1.1920929e-07
SQ,TH,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.028199077
SQ,VI,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.028972208
SQ,HI,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,-1.1920929e-07
SQ,PL,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.03632897
SQ,HE,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,-1.1920929e-07
SQ,BN,Tri-Gendered,Minimal-Gendered,Minimal-Gendered vs. Tri-Gendered,0.05198461
SQ,UR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.03632897
SQ,AR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.058295608
SQ,PS,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.028199077
SQ,ES,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.03398317
SQ,FR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.051389992
SQ,TR,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.030739069
SQ,JA,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.028199136
SQ,KO,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.027694523
SQ,DE,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.04171419
SQ,LV,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,-1.1920929e-07
SQ,RU,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.011035621
ZH,GA,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.053227007
ZH,IT,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.03632891
ZH,TH,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.06982243
ZH,VI,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.036765337
ZH,HI,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.03632897
ZH,PL,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.0
ZH,HE,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.03632897
ZH,BN,Fully Non-Gendered,Minimal-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.027176976
ZH,UR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0
ZH,AR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.027986825
ZH,PS,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.06982237
ZH,ES,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.036789358
ZH,FR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.012538493
ZH,TR,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.029421985
ZH,JA,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.06982243
ZH,KO,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.061287284
ZH,DE,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.018668056
ZH,LV,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.03632897
ZH,RU,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.044811606
GA,IT,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.012919426
GA,TH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.026728332
GA,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.026285112
GA,HI,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.012919426
GA,PL,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.053227007
GA,HE,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.012919426
GA,BN,Dual-Gendered,Minimal-Gendered,Dual-Gendered vs. Minimal-Gendered,0.053758144
GA,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.053227007
GA,AR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.045784473
GA,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.026728332
GA,ES,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.036526263
GA,FR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.05664444
GA,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.033935606
GA,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.026728392
GA,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.037854433
GA,DE,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.033874273
GA,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.012919426
GA,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.027997553
IT,TH,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028199077
IT,VI,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028972208
IT,HI,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,-1.1920929e-07
IT,PL,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.03632891
IT,HE,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,-1.1920929e-07
IT,BN,Dual-Gendered,Minimal-Gendered,Dual-Gendered vs. Minimal-Gendered,0.05198461
IT,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.03632891
IT,AR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.058295608
IT,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.028199077
IT,ES,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.03398317
IT,FR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.05139005
IT,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.030739069
IT,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028199136
IT,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.027694523
IT,DE,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.04171419
IT,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,-1.1920929e-07
IT,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.011035621
TH,VI,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.060671866
TH,HI,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028199077
TH,PL,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.06982243
TH,HE,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028199077
TH,BN,Fully Non-Gendered,Minimal-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07185185
TH,UR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.06982243
TH,AR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.06699544
TH,PS,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,-1.1920929e-07
TH,ES,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.052773178
TH,FR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.08799553
TH,TR,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.036227286
TH,JA,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.0
TH,KO,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.0138098
TH,DE,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.063773334
TH,LV,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.028199077
TH,RU,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.02839309
VI,HI,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028972208
VI,PL,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.036765337
VI,HE,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028972208
VI,BN,Fully Non-Gendered,Minimal-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.02322805
VI,UR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.036765337
VI,AR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.031603217
VI,PS,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.060671866
VI,ES,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.013356805
VI,FR,Fully Non-Gendered,Dual-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.035054386
VI,TR,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.06183529
VI,JA,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.060671926
VI,KO,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.059150577
VI,DE,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.038877785
VI,LV,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.028972208
VI,RU,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.039606452
HI,PL,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.03632897
HI,HE,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,-1.1920929e-07
HI,BN,Dual-Gendered,Minimal-Gendered,Dual-Gendered vs. Minimal-Gendered,0.05198461
HI,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.03632897
HI,AR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.058295608
HI,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.028199077
HI,ES,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.03398317
HI,FR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.051389992
HI,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.030739069
HI,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028199136
HI,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.027694523
HI,DE,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.04171419
HI,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,-1.1920929e-07
HI,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.011035621
PL,HE,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.03632897
PL,BN,Tri-Gendered,Minimal-Gendered,Minimal-Gendered vs. Tri-Gendered,0.027176976
PL,UR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.0
PL,AR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.027986825
PL,PS,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.06982237
PL,ES,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.036789358
PL,FR,Tri-Gendered,Dual-Gendered,Dual-Gendered vs. Tri-Gendered,0.0125386715
PL,TR,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.029421985
PL,JA,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.06982243
PL,KO,Tri-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.061287284
PL,DE,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.018668056
PL,LV,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.03632897
PL,RU,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.044811606
HE,BN,Dual-Gendered,Minimal-Gendered,Dual-Gendered vs. Minimal-Gendered,0.05198461
HE,UR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.03632897
HE,AR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.058295608
HE,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.028199077
HE,ES,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.03398317
HE,FR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.051389992
HE,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.030739069
HE,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.028199136
HE,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.027694523
HE,DE,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.04171419
HE,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,-1.1920929e-07
HE,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.011035621
BN,UR,Minimal-Gendered,Dual-Gendered,Dual-Gendered vs. Minimal-Gendered,0.027176976
BN,AR,Minimal-Gendered,Dual-Gendered,Dual-Gendered vs. Minimal-Gendered,0.013248086
BN,PS,Minimal-Gendered,Dual-Gendered,Dual-Gendered vs. Minimal-Gendered,0.07185185
BN,ES,Minimal-Gendered,Dual-Gendered,Dual-Gendered vs. Minimal-Gendered,0.034803867
BN,FR,Minimal-Gendered,Dual-Gendered,Dual-Gendered vs. Minimal-Gendered,0.028788209
BN,TR,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.0438298
BN,JA,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.07185191
BN,KO,Minimal-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Minimal-Gendered,0.06542903
BN,DE,Minimal-Gendered,Tri-Gendered,Minimal-Gendered vs. Tri-Gendered,0.034715474
BN,LV,Minimal-Gendered,Tri-Gendered,Minimal-Gendered vs. Tri-Gendered,0.05198461
BN,RU,Minimal-Gendered,Tri-Gendered,Minimal-Gendered vs. Tri-Gendered,0.05832964
UR,AR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.027986825
UR,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.06982237
UR,ES,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.036789358
UR,FR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.012538493
UR,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.029421985
UR,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.06982243
UR,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.061287284
UR,DE,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.018668056
UR,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.03632897
UR,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.044811606
AR,PS,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.06699544
AR,ES,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.047703266
AR,FR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.03101927
AR,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.02882427
AR,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0669955
AR,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.07298237
AR,DE,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.022097051
AR,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.058295608
AR,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.071837544
PS,ES,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.052773178
PS,FR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.08799553
PS,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.036227286
PS,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0
PS,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0138098
PS,DE,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.063773334
PS,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.028199077
PS,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.02839309
ES,FR,Dual-Gendered,Dual-Gendered,Dual-Gendered vs. Dual-Gendered,0.028534412
ES,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.06955069
ES,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.052773237
ES,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.047821462
ES,DE,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.039438903
ES,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.03398317
ES,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.026863933
FR,TR,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.0491094
FR,JA,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.08799559
FR,KO,Dual-Gendered,Fully Non-Gendered,Dual-Gendered vs. Fully Non-Gendered,0.07553077
FR,DE,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.011819601
FR,LV,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.051389992
FR,RU,Dual-Gendered,Tri-Gendered,Dual-Gendered vs. Tri-Gendered,0.054787397
TR,JA,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.036227345
TR,KO,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.04312098
TR,DE,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.026907861
TR,LV,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.030739069
TR,RU,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.044619262
JA,KO,Fully Non-Gendered,Fully Non-Gendered,Fully Non-Gendered vs. Fully Non-Gendered,0.01380986
JA,DE,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.06377339
JA,LV,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.028199136
JA,RU,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.02839315
KO,DE,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.06505072
KO,LV,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.027694523
KO,RU,Fully Non-Gendered,Tri-Gendered,Fully Non-Gendered vs. Tri-Gendered,0.025828183
DE,LV,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.04171419
DE,RU,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.052310646
LV,RU,Tri-Gendered,Tri-Gendered,Tri-Gendered vs. Tri-Gendered,0.011035621
