Category1,Category2,DistanceType,EffectSize,Category1Mean,Category2Mean,Category1Count,Category2Count
Abstract Concepts,Neutral Animals,Jaccard,0.9327051511913402,0.31924348296630906,0.18645977613368916,3312,3312
Human Roles,Plants,Jaccard,0.9005474547863378,0.29682022888544624,0.17542471618558572,3312,3312
Inanimate Objects,Time Concepts,Jaccard,-0.8913812067781688,0.25221014894927934,0.39588710492642715,3312,3312
Abstract Concepts,Cultural Artifacts,Jaccard,0.8863973999196184,0.31924348296630906,0.19685165880818054,3312,3312
Environmental Phenomena,Time Concepts,Jaccard,-0.8189647054459143,0.262103561695953,0.39588710492642715,3312,3312
Food Items,Spatial Concepts,Jaccard,-0.8164970217791787,0.23531136234940583,0.37363825403307505,3312,3312
Places,Spatial Concepts,Jaccard,-0.8080537223082079,0.2380337054250098,0.37363825403307505,3312,3312
Abstract Concepts,Social Relationships,Jaccard,0.7669850297227785,0.31924348296630906,0.21513510643945424,3312,3312
Human Roles,Neutral Animals,Jaccard,0.7638825998840275,0.29682022888544624,0.18645977613368916,3312,3312
Inanimate Objects,Spatial Concepts,Jaccard,-0.7204051176284724,0.25221014894927934,0.37363825403307505,3312,3312
Cultural Artifacts,Human Roles,Jaccard,-0.7127819196827082,0.19685165880818054,0.29682022888544624,3312,3312
Environmental Phenomena,Spatial Concepts,Jaccard,-0.6536495759157389,0.262103561695953,0.37363825403307505,3312,3312
Human Roles,Time Concepts,Jaccard,-0.626179953572922,0.29682022888544624,0.39588710492642715,3312,3312
Environmental Phenomena,Plants,Jaccard,0.6155776424780748,0.262103561695953,0.17542471618558572,3312,3312
Human Roles,Social Relationships,Jaccard,0.5921464538532717,0.29682022888544624,0.21513510643945424,3312,3312
Abstract Concepts,Food Items,Jaccard,0.5621036654373567,0.31924348296630906,0.23531136234940583,3312,3312
Inanimate Objects,Plants,Jaccard,0.5552777283681257,0.25221014894927934,0.17542471618558572,3312,3312
Abstract Concepts,Places,Jaccard,0.5505695985344358,0.31924348296630906,0.2380337054250098,3312,3312
Environmental Phenomena,Neutral Animals,Jaccard,0.5039776075932118,0.262103561695953,0.18645977613368916,3312,3312
Abstract Concepts,Time Concepts,Jaccard,-0.49040996572469386,0.31924348296630906,0.39588710492642715,3312,3312
Human Roles,Spatial Concepts,Jaccard,-0.46356505921199026,0.29682022888544624,0.37363825403307505,3312,3312
Places,Plants,Jaccard,0.4557321065246567,0.2380337054250098,0.17542471618558572,3312,3312
Abstract Concepts,Inanimate Objects,Jaccard,0.4518846868317255,0.31924348296630906,0.25221014894927934,3312,3312
Cultural Artifacts,Environmental Phenomena,Jaccard,-0.44682575532988544,0.19685165880818054,0.262103561695953,3312,3312
Inanimate Objects,Neutral Animals,Jaccard,0.44508217670008865,0.25221014894927934,0.18645977613368916,3312,3312
Food Items,Plants,Jaccard,0.4298199454314136,0.23531136234940583,0.17542471618558572,3312,3312
Food Items,Human Roles,Jaccard,-0.4064552948439148,0.23531136234940583,0.29682022888544624,3312,3312
Human Roles,Places,Jaccard,0.3931211604648033,0.29682022888544624,0.2380337054250098,3312,3312
Cultural Artifacts,Inanimate Objects,Jaccard,-0.385504106848129,0.19685165880818054,0.25221014894927934,3312,3312
Abstract Concepts,Environmental Phenomena,Jaccard,0.37916540748302935,0.31924348296630906,0.262103561695953,3312,3312
Neutral Animals,Places,Jaccard,-0.35112359886750594,0.18645977613368916,0.2380337054250098,3312,3312
Abstract Concepts,Spatial Concepts,Jaccard,-0.3319264113467204,0.31924348296630906,0.37363825403307505,3312,3312
Food Items,Neutral Animals,Jaccard,0.328509889157622,0.23531136234940583,0.18645977613368916,3312,3312
Environmental Phenomena,Social Relationships,Jaccard,0.3265707194528314,0.262103561695953,0.21513510643945424,3312,3312
Plants,Social Relationships,Jaccard,-0.31853544800238653,0.17542471618558572,0.21513510643945424,3312,3312
Human Roles,Inanimate Objects,Jaccard,0.2966749765435555,0.29682022888544624,0.25221014894927934,3312,3312
Cultural Artifacts,Places,Jaccard,-0.2885269709599336,0.19685165880818054,0.2380337054250098,3312,3312
Cultural Artifacts,Food Items,Jaccard,-0.2659574975330845,0.19685165880818054,0.23531136234940583,3312,3312
Inanimate Objects,Social Relationships,Jaccard,0.26229047574535924,0.25221014894927934,0.21513510643945424,3312,3312
Environmental Phenomena,Human Roles,Jaccard,-0.22736239459925286,0.262103561695953,0.29682022888544624,3312,3312
Neutral Animals,Social Relationships,Jaccard,-0.21230850534648676,0.18645977613368916,0.21513510643945424,3312,3312
Environmental Phenomena,Food Items,Jaccard,0.1709725159850948,0.262103561695953,0.23531136234940583,3312,3312
Cultural Artifacts,Plants,Jaccard,0.16843747860426356,0.19685165880818054,0.17542471618558572,3312,3312
Places,Social Relationships,Jaccard,0.16301535201686262,0.2380337054250098,0.21513510643945424,3312,3312
Environmental Phenomena,Places,Jaccard,0.15531460893721835,0.262103561695953,0.2380337054250098,3312,3312
Abstract Concepts,Human Roles,Jaccard,0.15453424821614503,0.31924348296630906,0.29682022888544624,3312,3312
Food Items,Social Relationships,Jaccard,0.14171186346856676,0.23531136234940583,0.21513510643945424,3312,3312
Cultural Artifacts,Social Relationships,Jaccard,-0.14006148138057573,0.19685165880818054,0.21513510643945424,3312,3312
Spatial Concepts,Time Concepts,Jaccard,-0.126711716869331,0.37363825403307505,0.39588710492642715,3312,3312
Food Items,Inanimate Objects,Jaccard,-0.10942052963217273,0.23531136234940583,0.25221014894927934,3312,3312
Inanimate Objects,Places,Jaccard,0.09284864971620362,0.25221014894927934,0.2380337054250098,3312,3312
Neutral Animals,Plants,Jaccard,0.08369399105942787,0.18645977613368916,0.17542471618558572,3312,3312
Cultural Artifacts,Neutral Animals,Jaccard,0.07562322022766849,0.19685165880818054,0.18645977613368916,3312,3312
Environmental Phenomena,Inanimate Objects,Jaccard,0.06351098575923197,0.262103561695953,0.25221014894927934,3312,3312
Food Items,Places,Jaccard,-0.01771990085072837,0.23531136234940583,0.2380337054250098,3312,3312
