Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,strong;hot;blind;sudden;deep;intense;quick;bitter;raw;explosive
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,painting,big;small;old;new;beautiful;ugly;colorful;simple;dark;bright
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,ring,small;big;gold;silver;old;new;shiny;simple;broken;fine
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,statue,big;small;old;new;stone;metal;tall;broken;fine;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,vase,big;small;old;new;glass;clay;broken;fine;colorful;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,cloud,big;small;white;dark;high;low;soft;fast;slow;heavy
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,earthquake,big;small;strong;weak;sudden;deep;bad;real;quick;dangerous
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,fog,thick;thin;white;gray;cold;wet;heavy;light;early;late
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,lightning,bright;fast;strong;sudden;dangerous;white;hot;quick;real;big
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,rain,heavy;light;cold;warm;hard;soft;long;short;wet;steady
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,rainbow,beautiful;colorful;big;small;bright;clear;rare;full;simple;natural
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,snow,white;cold;soft;heavy;light;deep;fresh;old;wet;dry
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,storm,strong;big;wild;fast;dangerous;dark;loud;sudden;long;short
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,thunder,loud;strong;deep;sudden;scary;real;big;quick;distant;close
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,tide,high;low;strong;weak;fast;slow;big;small;cold;warm
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,volcano,big;active;old;dangerous;hot;tall;real;quiet;explosive;deep
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,wind,strong;weak;cold;warm;fast;slow;wild;gentle;dry;wet
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,apple,red;green;big;small;sweet;sour;fresh;old;juicy;hard
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,banana,yellow;green;big;small;sweet;soft;fresh;old;long;ripe
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,beef,fresh;old;red;tough;soft;big;small;hot;cold;cooked
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,bread,fresh;old;soft;hard;white;brown;big;small;warm;cold
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,broccoli,green;fresh;old;big;small;hard;soft;raw;cooked;healthy
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,cheese,yellow;white;soft;hard;fresh;old;strong;mild;big;small
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,chicken,fresh;old;white;brown;big;small;cooked;raw;hot;cold
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,egg,fresh;old;white;brown;big;small;hard;soft;cooked;raw
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,fish,fresh;old;big;small;silver;colorful;cooked;raw;wild;farmed
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,pasta,hot;cold;soft;hard;fresh;old;long;short;white;colored
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,rice,white;brown;cooked;raw;hot;cold;soft;hard;fresh;old
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Food Items,soup,hot;cold;thick;thin;fresh;old;tasty;simple;vegetable;meat
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,artist,great;young;old;talented;creative;famous;simple;real;quiet;busy
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,athlete,strong;fast;young;old;great;skilled;fit;real;simple;active
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,chef,great;young;old;skilled;busy;real;simple;creative;famous;quick
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,doctor,good;young;old;skilled;busy;real;simple;kind;smart;helpful
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,engineer,smart;young;old;skilled;busy;real;simple;creative;good;quick
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,farmer,hard-working;young;old;simple;real;busy;strong;good;quiet;skilled
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,lawyer,smart;young;old;skilled;busy;real;simple;good;quick;strong
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,musician,great;young;old;talented;real;simple;busy;creative;famous;skilled
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,scientist,smart;young;old;skilled;real;simple;busy;creative;good;quick
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,soldier,strong;brave;young;old;skilled;real;simple;busy;good;quick
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,teacher,good;young;old;skilled;real;simple;busy;kind;helpful;smart
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Human Roles,writer,great;young;old;talented;real;simple;busy;creative;famous;skilled
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,book,old;new;big;small;interesting;boring;thick;thin;colorful;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,bridge,old;new;big;small;strong;weak;high;low;metal;wooden
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,drums,big;small;loud;soft;old;new;wooden;metal;simple;colorful
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,earth,big;round;green;blue;old;new;hard;soft;dry;wet
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,flute,small;long;wooden;metal;old;new;soft;loud;simple;shiny
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,key,small;big;old;new;metal;shiny;broken;simple;real;fake
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,knife,sharp;dull;small;big;metal;wooden;old;new;clean;dirty
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,lock,small;big;old;new;metal;broken;simple;strong;real;fake
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,moon,big;small;bright;dark;full;new;old;round;cold;quiet
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,pen,small;big;black;blue;old;new;simple;broken;cheap;expensive
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,sun,big;bright;hot;yellow;old;new;strong;warm;real;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Inanimate Objects,sword,sharp;big;small;old;new;metal;strong;simple;broken;shiny
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,cat,small;big;black;white;wild;tame;fast;slow;quiet;loud
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,dog,big;small;friendly;wild;fast;slow;strong;weak;old;young
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,dolphin,big;small;smart;fast;wild;tame;gray;blue;real;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,elephant,big;small;gray;strong;wild;tame;old;young;real;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,hamster,small;cute;fast;wild;tame;brown;white;old;young;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,monkey,small;big;smart;fast;wild;tame;brown;black;old;young
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,mouse,small;fast;gray;white;wild;tame;quiet;loud;old;young
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,peacock,big;colorful;wild;tame;beautiful;loud;old;young;real;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,rabbit,small;fast;white;brown;wild;tame;cute;quiet;old;young
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,shark,big;small;gray;dangerous;fast;wild;real;simple;strong;scary
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,snake,long;small;green;black;wild;tame;dangerous;quiet;old;young
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Neutral Animals,whale,big;small;gray;blue;wild;real;simple;strong;fast;old
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,city,big;small;busy;quiet;old;new;clean;dirty;modern;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,desert,big;small;hot;dry;sandy;empty;wild;real;simple;quiet
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,forest,big;small;green;dark;wild;quiet;old;new;dense;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,island,big;small;green;tropical;wild;quiet;real;simple;beautiful;empty
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,lake,big;small;blue;green;deep;shallow;clean;dirty;quiet;wild
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,mountain,big;small;high;low;green;snowy;old;new;real;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,ocean,big;deep;blue;wild;cold;warm;real;simple;dangerous;quiet
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,plain,big;small;flat;green;dry;empty;wild;real;simple;quiet
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,plateau,big;small;flat;high;dry;green;wild;real;simple;quiet
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,river,big;small;long;short;deep;shallow;clean;dirty;fast;slow
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,valley,big;small;green;deep;quiet;wild;real;simple;beautiful;narrow
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Places,village,small;big;quiet;old;new;simple;real;clean;dirty;peaceful
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,cactus,big;small;green;spiky;dry;wild;real;simple;old;new
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,eggplant,big;small;purple;green;fresh;old;soft;hard;raw;cooked
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,flower,big;small;red;yellow;beautiful;wild;tame;fresh;old;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,grass,green;long;short;soft;hard;fresh;old;wet;dry;wild
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,lettuce,green;fresh;old;big;small;soft;hard;raw;cooked;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,mushroom,small;big;white;brown;fresh;old;soft;hard;wild;tame
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,onion,big;small;white;red;fresh;old;strong;mild;raw;cooked
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,pepper,green;red;big;small;fresh;old;hot;mild;raw;cooked
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,potato,big;small;brown;white;fresh;old;hard;soft;raw;cooked
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,rose,red;white;big;small;beautiful;fresh;old;wild;tame;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,tomato,red;green;big;small;fresh;old;soft;hard;raw;cooked
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Plants,tree,big;small;green;old;new;tall;short;wild;tame;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,ally,strong;true;good;real;simple;reliable;quiet;big;small;helpful
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,brother,young;old;good;bad;strong;weak;real;simple;quiet;loud
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,enemy,strong;bad;dangerous;real;simple;old;young;big;small;hidden
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,father,old;young;good;strong;real;simple;kind;busy;quiet;helpful
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,follower,loyal;strong;real;simple;quiet;big;small;young;old;active
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,friend,good;true;real;simple;quiet;big;small;young;old;helpful
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,leader,strong;good;real;simple;quiet;big;small;young;old;smart
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,mother,good;kind;real;simple;quiet;big;small;young;old;helpful
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,partner,good;strong;real;simple;quiet;big;small;young;old;reliable
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,rival,strong;bad;real;simple;quiet;big;small;young;old;tough
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,sister,young;old;good;real;simple;quiet;big;small;kind;helpful
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Social Relationships,stranger,unknown;strange;real;simple;quiet;big;small;young;old;scary
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,above,high;low;real;simple;quiet;big;small;clear;dark;bright
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,back,strong;weak;real;simple;quiet;big;small;old;new;straight
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,below,low;high;real;simple;quiet;big;small;dark;clear;deep
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,east,far;near;real;simple;quiet;big;small;sunny;windy;cold
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,front,clear;open;real;simple;quiet;big;small;new;old;straight
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,inside,warm;cold;real;simple;quiet;big;small;dark;bright;safe
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,left,free;strong;real;simple;quiet;big;small;old;new;clear
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,north,cold;far;real;simple;quiet;big;small;wild;empty;high
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,outside,cold;warm;real;simple;quiet;big;small;dark;bright;free
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,right,correct;strong;real;simple;quiet;big;small;old;new;clear
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,south,warm;far;real;simple;quiet;big;small;sunny;wet;high
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Spatial Concepts,west,far;near;real;simple;quiet;big;small;dry;windy;cold
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,century,long;short;old;new;real;simple;quiet;big;small;important
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,day,long;short;sunny;rainy;real;simple;quiet;big;small;warm
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,evening,cool;quiet;real;simple;big;small;dark;bright;long;short
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,hour,long;short;real;simple;quiet;big;small;fast;slow;full
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,minute,short;long;real;simple;quiet;big;small;fast;slow;last
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,month,long;short;real;simple;quiet;big;small;busy;free;warm
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,morning,fresh;cool;real;simple;quiet;big;small;bright;early;late
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,night,dark;quiet;real;simple;big;small;cold;warm;long;short
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,season,long;short;real;simple;quiet;big;small;warm;cold;wet
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,second,short;fast;real;simple;quiet;big;small;last;first;quick
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,week,long;short;real;simple;quiet;big;small;busy;free;full
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Time Concepts,year,long;short;real;simple;quiet;big;small;new;old;good
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;hot;suppressed;explosive;quiet;personal
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,courage,brave;great;true;moral;physical;quiet;heroic;sudden;unwavering;bold
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,fear,great;sudden;deep;irrational;constant;hidden;intense;overwhelming;basic;natural
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,freedom,great;true;personal;basic;limited;full;hard-won;absolute;social;individual
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,happiness,great;true;simple;pure;lasting;sudden;deep;shared;inner;everyday
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,hate,deep;blind;intense;strong;irrational;bitter;pure;hidden;growing;mutual
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,honesty,true;complete;simple;rare;basic;absolute;straightforward;deep;personal;clear
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,justice,fair;true;social;blind;quick;equal;moral;basic;absolute;human
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,knowledge,great;deep;basic;practical;useful;wide;simple;hidden;ancient;modern
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,love,true;deep;pure;strong;blind;lasting;sudden;mutual;simple;romantic
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,peace,true;lasting;quiet;global;inner;simple;absolute;fragile;deep;social
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,wisdom,great;ancient;deep;practical;simple;true;hidden;natural;rare;clear
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,bell,old;big;small;loud;clear;metal;ringing;ancient;simple;decorative
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,candle,small;lit;wax;simple;decorative;old;scented;tall;burning;colorful
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,carpet,big;soft;old;colorful;woven;dirty;clean;thick;simple;patterned
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,coin,old;small;metal;shiny;rare;ancient;valuable;simple;gold;foreign
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,crown,royal;gold;big;old;jeweled;simple;ancient;heavy;decorative;symbolic
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,flag,national;colorful;old;waving;simple;large;symbolic;torn;bright;foreign
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,mask,old;wooden;simple;decorative;scary;colorful;protective;ancient;small;hidden
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,necklace,gold;simple;old;beautiful;decorative;long;beaded;valuable;colorful;light
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,painting,beautiful;old;large;colorful;simple;famous;abstract;detailed;modern;hanging
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,ring,gold;small;old;simple;valuable;decorative;ancient;shiny;jeweled;plain
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,statue,large;old;stone;beautiful;ancient;simple;famous;broken;tall;decorative
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,vase,old;glass;simple;decorative;broken;colorful;tall;ancient;small;elegant
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,cloud,white;big;dark;fluffy;moving;low;high;stormy;light;distant
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,earthquake,strong;sudden;destructive;major;minor;deep;rare;violent;local;frightening
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,fog,thick;dense;cold;morning;light;mysterious;wet;early;gray;low
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,lightning,bright;fast;sudden;dangerous;electric;powerful;distant;striking;natural;frequent
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,rain,heavy;light;cold;steady;sudden;warm;falling;seasonal;gentle;hard
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;rare;full;double;fading;natural;wide;arched
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,snow,white;cold;fresh;deep;light;falling;wet;seasonal;soft;heavy
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,storm,strong;violent;sudden;big;rainy;windy;fierce;dark;coastal;long
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,thunder,loud;sudden;distant;powerful;rolling;frightening;natural;deep;electric;constant
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,tide,high;low;strong;rising;falling;coastal;daily;powerful;gentle;changing
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,volcano,active;dormant;big;dangerous;ancient;explosive;smoking;tall;remote;fiery
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,wind,strong;cold;gentle;blowing;warm;steady;gusty;northern;southern;changing
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Food Items,apple,red;fresh;sweet;big;green;ripe;juicy;small;sour;organic
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Food Items,banana,yellow;ripe;fresh;long;sweet;green;small;soft;peeled;tropical
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Food Items,beef,fresh;cooked;lean;tender;red;grilled;cheap;organic;fatty;rare
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Food Items,bread,fresh;soft;white;whole;baked;warm;sliced;cheap;hard;tasty
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Food Items,broccoli,green;fresh;raw;cooked;small;organic;crunchy;healthy;steamed;frozen
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Food Items,cheese,yellow;soft;hard;fresh;melted;tasty;cheap;grated;creamy;aged
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Food Items,chicken,fresh;cooked;grilled;small;organic;fried;tender;cheap;roasted;white
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Food Items,egg,fresh;boiled;raw;large;small;brown;white;cracked;fried;organic
