Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Abstract Concepts,anger,big;strong;bad;quick;hot;deep;sudden;great;intense;raw
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Cultural Artifacts,vase,big;old;new;broken;simple;colorful;glass;tall;beautiful;empty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,cloud,big;white;dark;soft;high;simple;moving;gray;light;fluffy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,earthquake,big;strong;sudden;deep;bad;quick;real;dangerous;long;violent
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,fog,thick;white;cold;heavy;simple;dark;wet;quiet;early;low
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,lightning,bright;fast;sudden;strong;dangerous;simple;white;quick;loud;wild
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,rain,heavy;cold;light;wet;simple;long;sudden;soft;hard;gray
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,rainbow,beautiful;colorful;bright;simple;big;rare;clear;wet;high;full
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,snow,white;cold;soft;deep;simple;wet;heavy;fresh;light;pure
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,storm,strong;big;wild;sudden;dangerous;dark;loud;wet;long;cold
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,thunder,loud;strong;sudden;deep;simple;scary;big;quick;dark;wild
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,tide,high;low;strong;simple;wet;fast;big;cold;moving;deep
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,volcano,big;active;dangerous;hot;simple;old;wild;deep;black;tall
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Environmental Phenomena,wind,strong;cold;fast;simple;wild;warm;light;quiet;big;dry
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,apple,red;big;fresh;sweet;simple;green;small;juicy;hard;ripe
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,banana,yellow;big;fresh;sweet;simple;long;small;soft;green;ripe
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,beef,fresh;big;cooked;simple;red;tough;juicy;hot;dry;lean
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,bread,fresh;soft;simple;white;big;warm;dry;hard;brown;tasty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,broccoli,green;fresh;big;simple;healthy;small;cooked;raw;soft;bitter
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,cheese,yellow;fresh;soft;simple;hard;tasty;big;white;sharp;melted
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,chicken,fresh;cooked;simple;white;big;hot;juicy;dry;small;tender
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,egg,fresh;big;white;simple;cooked;small;broken;raw;soft;yellow
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,fish,fresh;big;simple;cooked;small;wet;silver;tasty;wild;cold
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,pasta,hot;simple;cooked;soft;big;dry;tasty;white;fresh;long
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,rice,white;cooked;simple;hot;soft;dry;big;fresh;sticky;brown
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Food Items,soup,hot;simple;tasty;thick;fresh;cold;clear;big;spicy;creamy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,artist,creative;talented;young;simple;famous;good;old;skilled;busy;happy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,athlete,strong;fast;young;simple;fit;good;tall;skilled;active;competitive
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,chef,good;busy;young;simple;skilled;famous;creative;old;fast;talented
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,doctor,good;busy;young;simple;skilled;kind;old;helpful;smart;professional
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,engineer,smart;busy;young;simple;skilled;creative;old;good;fast;technical
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,farmer,hard-working;simple;old;young;strong;busy;good;skilled;poor;local
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,lawyer,smart;busy;young;simple;skilled;good;old;professional;honest;tough
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,musician,talented;young;simple;good;famous;skilled;old;creative;busy;happy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,scientist,smart;busy;young;simple;skilled;creative;old;good;curious;technical
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,soldier,strong;brave;young;simple;trained;good;old;tough;loyal;active
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,teacher,good;busy;young;simple;skilled;kind;old;helpful;patient;smart
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Human Roles,writer,creative;busy;young;simple;good;famous;old;skilled;talented;quiet
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,book,old;new;big;simple;interesting;thick;small;colorful;popular;educational
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,bridge,big;old;new;strong;simple;high;long;metal;broken;beautiful
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,drums,loud;big;new;simple;old;wooden;small;fast;broken;shiny
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,earth,big;green;old;simple;round;beautiful;dry;wet;hot;cold
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,flute,small;old;new;simple;wooden;shiny;broken;soft;light;musical
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,key,small;old;new;simple;metal;broken;shiny;black;important;secret
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,knife,sharp;small;old;new;simple;metal;broken;long;useful;dangerous
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,lock,old;new;simple;metal;broken;small;strong;secure;shiny;electronic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,moon,big;bright;old;simple;full;dark;beautiful;cold;round;distant
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,pen,small;new;simple;black;broken;cheap;useful;old;colorful;smooth
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,sun,big;bright;hot;simple;yellow;warm;old;strong;beautiful;daily
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Inanimate Objects,sword,sharp;big;old;new;simple;metal;broken;long;heavy;dangerous
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,cat,small;black;wild;simple;friendly;old;young;fast;lazy;cute
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,dog,big;friendly;wild;simple;old;young;fast;loyal;strong;cute
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,dolphin,big;smart;wild;simple;fast;friendly;gray;playful;deep;aquatic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,elephant,big;gray;wild;simple;strong;old;young;slow;heavy;intelligent
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,hamster,small;cute;wild;simple;fast;friendly;brown;young;soft;active
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,monkey,small;wild;simple;fast;clever;young;brown;playful;noisy;active
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,mouse,small;gray;wild;simple;fast;quiet;young;soft;clever;common
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,peacock,beautiful;wild;simple;big;colorful;proud;young;noisy;active;rare
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,rabbit,small;white;wild;simple;fast;cute;young;soft;active;common
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,shark,big;wild;simple;fast;dangerous;gray;strong;deep;scary;hungry
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,snake,long;wild;simple;dangerous;green;fast;small;poisonous;scary;smooth
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Neutral Animals,whale,big;wild;simple;gray;strong;deep;slow;intelligent;rare;massive
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,city,big;busy;old;simple;modern;crowded;clean;noisy;beautiful;rich
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,desert,big;dry;hot;simple;sandy;empty;wild;yellow;vast;harsh
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,forest,big;green;wild;simple;dark;dense;quiet;old;beautiful;wet
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,island,small;green;wild;simple;beautiful;isolated;sunny;rocky;tropical;empty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,lake,big;blue;wild;simple;deep;calm;clear;cold;beautiful;fresh
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,mountain,big;high;wild;simple;rocky;cold;green;tall;steep;beautiful
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,ocean,big;blue;wild;simple;deep;cold;wet;vast;beautiful;salty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,plain,big;flat;wild;simple;green;dry;empty;wide;open;fertile
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,plateau,high;flat;wild;simple;rocky;dry;big;empty;cold;wide
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,river,big;blue;wild;simple;deep;fast;clean;long;wet;beautiful
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,valley,deep;green;wild;simple;beautiful;narrow;fertile;quiet;low;wet
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Places,village,small;old;simple;quiet;green;poor;friendly;rural;clean;traditional
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,cactus,green;tall;wild;simple;spiky;dry;small;tough;rare;beautiful
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,eggplant,purple;big;fresh;simple;soft;raw;cooked;dark;healthy;round
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,flower,beautiful;red;wild;simple;small;colorful;fresh;sweet;bright;common
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,grass,green;wild;simple;soft;wet;tall;short;fresh;thick;common
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,lettuce,green;fresh;simple;crisp;raw;big;healthy;soft;wet;leafy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,mushroom,small;wild;simple;fresh;white;soft;raw;cooked;rare;tasty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,onion,white;fresh;simple;small;strong;raw;cooked;dry;healthy;round
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,pepper,red;fresh;simple;hot;small;raw;cooked;green;spicy;crunchy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,potato,big;fresh;simple;raw;cooked;brown;soft;healthy;common;round
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,rose,red;beautiful;wild;simple;fresh;thorny;sweet;bright;common;full
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,tomato,red;fresh;simple;juicy;raw;cooked;small;healthy;round;soft
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Plants,tree,big;green;wild;simple;tall;old;strong;beautiful;leafy;common
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,ally,strong;true;good;reliable;simple;loyal;helpful;close;smart;brave
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,brother,young;old;simple;strong;good;helpful;funny;smart;loyal;close
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,enemy,bad;strong;dangerous;simple;old;clever;hidden;powerful;quick;dark
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,father,old;strong;good;simple;kind;wise;busy;loving;smart;protective
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,follower,loyal;simple;young;good;faithful;active;strong;quiet;dedicated;true
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,friend,good;true;simple;close;loyal;funny;helpful;smart;young;old
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,leader,strong;good;simple;smart;brave;popular;old;young;powerful;fair
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,mother,kind;loving;simple;strong;busy;wise;good;old;young;caring
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,partner,good;reliable;simple;strong;close;smart;loyal;helpful;true;active
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,rival,strong;tough;simple;smart;dangerous;close;competitive;quick;old;young
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,sister,young;old;simple;kind;funny;smart;helpful;loyal;close;beautiful
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Social Relationships,stranger,unknown;simple;strange;new;dangerous;quiet;tall;old;young;mysterious
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,above,high;simple;clear;bright;open;safe;distant;blue;warm;full
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,back,old;simple;strong;hidden;dark;quiet;safe;wide;low;empty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,below,low;simple;dark;hidden;deep;cold;wet;quiet;safe;narrow
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,east,far;simple;sunny;warm;distant;open;green;busy;rising;bright
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,front,clear;simple;open;busy;wide;safe;bright;clean;direct;main
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,inside,warm;simple;safe;dark;quiet;dry;hidden;small;clean;comfortable
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,left,free;simple;open;quiet;dark;hidden;safe;wide;low;empty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,north,cold;simple;far;wild;open;green;busy;distant;high;strong
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,outside,cold;simple;open;wet;dark;noisy;free;wide;bright;empty
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,right,correct;simple;straight;clear;strong;direct;good;safe;wide;true
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,south,warm;simple;sunny;far;open;green;busy;distant;low;rich
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Spatial Concepts,west,far;simple;wild;open;dry;distant;quiet;golden;setting;beautiful
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,century,long;old;simple;great;past;new;full;important;dark;bright
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,day,long;simple;sunny;busy;short;warm;cold;clear;full;new
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,evening,quiet;simple;dark;cool;long;beautiful;short;warm;full;relaxing
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,hour,long;simple;short;busy;quiet;full;late;early;dark;bright
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,minute,short;simple;quick;long;full;busy;quiet;last;final;small
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,month,long;simple;short;busy;quiet;full;new;old;warm;cold
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,morning,early;simple;fresh;bright;cool;quiet;busy;clear;new;sunny
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,night,dark;simple;long;quiet;cold;full;beautiful;short;warm;starry
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,season,long;simple;warm;cold;full;wet;dry;new;old;changing
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,second,short;simple;quick;last;final;small;fast;full;quiet;important
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,week,long;simple;busy;short;full;quiet;new;old;fast;relaxing
grok-3-mini,think-in-native,0.0,SQ # Albanian,B1,most frequent,Time Concepts,year,long;simple;new;old;full;busy;quiet;good;bad;changing
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;suppressed;explosive;quiet;righteous;personal
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,courage,brave;bold;heroic;fearless;strong;unwavering;quiet;moral;physical;inspirational
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,fear,intense;sudden;deep;irrational;overwhelming;hidden;primal;constant;paralyzing;natural
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,freedom,absolute;limited;personal;political;true;hard-won;basic;complete;individual;social
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,happiness,pure;lasting;simple;deep;sudden;shared;inner;genuine;fleeting;everyday
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,hate,intense;blind;deep;irrational;bitter;strong;hidden;mutual;personal;destructive
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,honesty,complete;brutal;simple;rare;straightforward;absolute;genuine;painful;basic;unwavering
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,justice,fair;blind;swift;true;social;legal;moral;equal;delayed;perfect
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,knowledge,deep;basic;practical;theoretical;wide;limited;ancient;modern;useful;hidden
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,love,true;deep;pure;unconditional;romantic;familial;strong;fleeting;passionate;gentle
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;quiet;true;temporary;perfect;social;deep
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Abstract Concepts,wisdom,ancient;practical;deep;simple;true;gained;rare;everyday;moral;timeless
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,bell,loud;old;small;big;ringing;metal;clear;antique;shiny;broken
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,candle,lit;small;wax;scented;tall;short;burning;old;colorful;simple
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,carpet,soft;old;colorful;thick;dirty;clean;big;small;patterned;woven
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,coin,old;shiny;small;rare;metal;valuable;dirty;new;foreign;heavy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,crown,golden;royal;heavy;old;jeweled;simple;big;ceremonial;ancient;shiny
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,flag,national;colorful;waving;old;torn;proud;small;large;symbolic;red
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,mask,scary;protective;colorful;old;simple;decorative;black;white;hidden;plastic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,necklace,shiny;gold;simple;long;short;beaded;antique;beautiful;cheap;elegant
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;large;small;famous;abstract;realistic;framed;detailed
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,ring,gold;shiny;small;antique;simple;diamond;cheap;elegant;old;engraved
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,statue,tall;stone;ancient;broken;impressive;small;metal;famous;detailed;outdoor
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Cultural Artifacts,vase,tall;glass;broken;decorative;old;simple;colorful;antique;small;elegant
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;high;low;moving;big;small;stormy;light
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,earthquake,strong;sudden;destructive;minor;major;underground;violent;rare;shaking;deep
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,fog,thick;dense;cold;morning;mysterious;light;wet;early;gray;heavy
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,lightning,bright;fast;dangerous;sudden;electric;powerful;striking;rare;nighttime;forked
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,rain,heavy;light;cold;warm;steady;sudden;pouring;gentle;seasonal;wet
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;rare;full;double;fading;natural;arched;vivid
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,snow,white;fresh;deep;light;cold;falling;wet;fluffy;seasonal;pure
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,storm,violent;strong;sudden;rainy;windy;dark;powerful;tropical;brief;fierce
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,thunder,loud;rumbling;sudden;distant;powerful;scary;long;electric;nighttime;deep
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,tide,high;low;strong;rising;falling;coastal;fast;calm;daily;powerful
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,volcano,active;dormant;dangerous;huge;smoking;ancient;explosive;fiery;tall;remote
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;blowing;steady;gusty;northern;eastern;wild
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,apple,red;green;fresh;juicy;sweet;ripe;small;big;sour;organic
grok-3-mini,think-in-native,0.0,SQ # Albanian,B2,most frequent,Food Items,banana,yellow;ripe;green;sweet;long;soft;fresh;peeled;tropical;curved
