Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,strong;hot;blind;sudden;deep;intense;quick;bitter;raw;explosive
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,justice,fair;swift;blind;equal;moral;delayed;poetic;social;ultimate;restorative
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,knowledge,great;deep;true;simple;real;wide;pure;strong;new;full
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,knowledge,great;deep;basic;practical;useful;wide;simple;hidden;ancient;modern
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Abstract Concepts,knowledge,vast;practical;ancient;hidden;shared;basic;profound;useful;forbidden;growing
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Abstract Concepts,knowledge,vast;practical;ancient;secret;profound;basic;shared;theoretical;hidden;essential
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;ancient;modern;hidden;essential;shared;profound
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,love,true;great;pure;deep;real;strong;sweet;warm;big;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,love,true;deep;pure;strong;blind;lasting;sudden;mutual;simple;romantic
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Abstract Concepts,love,unconditional;passionate;enduring;pure;forbidden;gentle;intense;selfless;fleeting;deep
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Abstract Concepts,love,unconditional;passionate;enduring;pure;forbidden;deep;fleeting;mutual;selfless;romantic
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,love,unconditional;passionate;enduring;pure;romantic;familial;selfless;intense;fleeting;deep
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,peace,true;great;quiet;full;real;pure;simple;warm;deep;strong
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,peace,true;lasting;quiet;global;inner;simple;absolute;fragile;deep;social
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;quiet;temporary;perfect;spiritual;hard-won;serene
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;quiet;temporary;profound;uneasy;spiritual;absolute
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;quiet;absolute;temporary;spiritual;hard-won;serene
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,wisdom,great;true;deep;simple;real;pure;old;strong;quiet;full
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Abstract Concepts,wisdom,great;ancient;deep;practical;simple;true;hidden;natural;rare;clear
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Abstract Concepts,wisdom,ancient;practical;profound;simple;timeless;earned;intuitive;quiet;worldly;sharp
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;innate;hard-earned;simple;deep;worldly;intuitive
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;intuitive;hard-earned;quiet;guiding;deep;worldly
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,bell,big;small;old;new;loud;soft;metal;round;shiny;broken
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,bell,old;big;small;loud;clear;metal;ringing;ancient;simple;decorative
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,bell,loud;clear;ringing;ancient;small;golden;cracked;festive;distant;melodic
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,bell,loud;ringing;ancient;small;golden;cracked;clear;decorative;handheld;electronic
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,bell,loud;ringing;old;small;golden;antique;clear;broken;decorative;handheld
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,candle,small;big;white;red;old;new;soft;hard;bright;broken
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,candle,small;lit;wax;simple;decorative;old;scented;tall;burning;colorful
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,candle,flickering;scented;tall;warm;melted;decorative;simple;colored;dim;elegant
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,candle,flickering;scented;tall;waxen;decorative;simple;colored;melting;aromatic;traditional
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,candle,flickering;scented;tall;waxen;lit;decorative;simple;colorful;melting;aromatic
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,carpet,big;small;old;new;soft;hard;red;blue;dirty;clean
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,carpet,big;soft;old;colorful;woven;dirty;clean;thick;simple;patterned
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,carpet,soft;colorful;thick;woven;old;patterned;dirty;luxurious;faded;large
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,carpet,soft;woven;colorful;thick;oriental;dirty;patterned;antique;large;synthetic
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,carpet,soft;woven;colorful;thick;oriental;dirty;patterned;antique;large;frayed
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,coin,small;old;new;shiny;dirty;gold;silver;round;heavy;light
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,coin,old;small;metal;shiny;rare;ancient;valuable;simple;gold;foreign
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,coin,shiny;old;rare;small;gold;counterfeit;heavy;foreign;valuable;worn
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,coin,shiny;ancient;rare;gold;small;counterfeit;old;valuable;foreign;engraved
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,coin,shiny;old;rare;metal;small;counterfeit;ancient;valuable;tarnished;foreign
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,crown,big;gold;old;new;shiny;heavy;royal;simple;broken;fine
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,crown,royal;gold;big;old;jeweled;simple;ancient;heavy;decorative;symbolic
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;jeweled;ancient;symbolic;ornate;simple;ceremonial;stolen
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;heavy;symbolic;ornate;ceremonial;simple;stolen
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;heavy;ancient;symbolic;ornate;ceremonial;simple;stolen
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,flag,big;small;old;new;red;blue;national;clean;dirty;high
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,flag,national;colorful;old;waving;simple;large;symbolic;torn;bright;foreign
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,flag,national;waving;torn;colorful;proud;faded;symbolic;large;foreign;historic
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;tattered;proud;foreign;symbolic;large;faded;official
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,flag,national;waving;colorful;tattered;proud;symbolic;foreign;large;faded;embroidered
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,mask,small;big;black;white;old;new;soft;hard;funny;scary
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,mask,old;wooden;simple;decorative;scary;colorful;protective;ancient;small;hidden
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,mask,mysterious;protective;colorful;fake;tight;decorative;hidden;simple;scary;elegant
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,mask,protective;decorative;facial;mysterious;plastic;traditional;scary;simple;colorful;hidden
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,mask,mysterious;decorative;protective;facial;colorful;ancient;simple;theatrical;hidden;disposable
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,necklace,small;big;gold;silver;old;new;shiny;simple;broken;fine
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,necklace,gold;simple;old;beautiful;decorative;long;beaded;valuable;colorful;light
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,necklace,shiny;delicate;gold;beaded;long;antique;simple;expensive;colorful;broken
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,necklace,shiny;pearl;gold;simple;antique;beaded;elegant;long;cheap;intricate
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,necklace,shiny;beaded;gold;elegant;antique;simple;long;broken;valuable;handmade
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,painting,big;small;old;new;beautiful;ugly;colorful;simple;dark;bright
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,painting,beautiful;old;large;colorful;simple;famous;abstract;detailed;modern;hanging
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,painting,beautiful;abstract;old;vibrant;detailed;famous;simple;dark;modern;faded
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;old;colorful;famous;detailed;modern;landscape;portrait;faded
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,painting,beautiful;abstract;colorful;old;famous;detailed;modern;framed;simple;landscape
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,ring,small;big;gold;silver;old;new;shiny;simple;broken;fine
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,ring,gold;small;old;simple;valuable;decorative;ancient;shiny;jeweled;plain
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,ring,shiny;gold;engraved;small;antique;simple;valuable;broken;decorative;tight
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,ring,golden;engagement;simple;antique;diamond;silver;large;cheap;engraved;magical
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,ring,golden;shiny;engagement;antique;simple;valuable;broken;decorative;small;engraved
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,statue,big;small;old;new;stone;metal;tall;broken;fine;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,statue,large;old;stone;beautiful;ancient;simple;famous;broken;tall;decorative
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,statue,grand;ancient;stone;imposing;broken;modern;detailed;forgotten;heroic;small
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,statue,grand;ancient;bronze;marble;damaged;heroic;modern;small;decorative;forgotten
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,statue,grand;stone;ancient;heroic;broken;modern;lifelike;towering;decorative;forgotten
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Cultural Artifacts,vase,big;small;old;new;glass;clay;broken;fine;colorful;simple
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Cultural Artifacts,vase,old;glass;simple;decorative;broken;colorful;tall;ancient;small;elegant
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Cultural Artifacts,vase,elegant;fragile;decorative;old;colorful;simple;broken;tall;patterned;empty
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Cultural Artifacts,vase,ornate;glass;ceramic;tall;decorative;broken;floral;antique;simple;colorful
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,vase,decorative;fragile;antique;colorful;tall;broken;simple;floral;ceramic;elegant
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,cloud,big;small;white;dark;high;low;soft;fast;slow;heavy
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,cloud,white;big;dark;fluffy;moving;low;high;stormy;light;distant
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;drifting;high;stormy;white;thin;massive;gray;fast-moving
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;drifting;stormy;high;thin;billowing;gray;distant
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;white;dark;drifting;stormy;high;thin;billowing;gray;scattered
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,earthquake,big;small;strong;weak;sudden;deep;bad;real;quick;dangerous
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,earthquake,strong;sudden;destructive;major;minor;deep;rare;violent;local;frightening
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,earthquake,violent;sudden;massive;destructive;shallow;deep;rare;powerful;unexpected;minor
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,earthquake,devastating;sudden;powerful;minor;destructive;underground;seismic;rare;violent;shallow
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,earthquake,violent;sudden;devastating;minor;powerful;underground;rare;destructive;shallow;frequent
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,fog,thick;thin;white;gray;cold;wet;heavy;light;early;late
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,fog,thick;dense;cold;morning;light;mysterious;wet;early;gray;low
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;cold;lingering;light;early;wet;eerie;rolling
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,fog,thick;dense;morning;mysterious;cold;rolling;light;persistent;eerie;coastal
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;misty;cold;morning;eerie;persistent;light;coastal;rolling
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,lightning,bright;fast;strong;sudden;dangerous;white;hot;quick;real;big
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,lightning,bright;fast;sudden;dangerous;electric;powerful;distant;striking;natural;frequent
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;striking;dangerous;forked;distant;powerful;quick;electric;silent
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;dangerous;electrical;distant;spectacular;quick;stormy;vivid
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,lightning,bright;sudden;striking;forked;dangerous;electrical;distant;frequent;vivid;nighttime
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,rain,heavy;light;cold;warm;hard;soft;long;short;wet;steady
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,rain,heavy;light;cold;steady;sudden;warm;falling;seasonal;gentle;hard
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;seasonal;relentless;fresh
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;gentle;cold;warm;seasonal;relentless;refreshing
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;gentle;torrential;misty
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,rainbow,beautiful;colorful;big;small;bright;clear;rare;full;simple;natural
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;rare;full;double;fading;natural;wide;arched
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;fleeting;beautiful;double;faint;wide;natural;arched;rare
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;fleeting;double;vivid;arched;rare;beautiful;post-storm;full
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;bright;arched;fleeting;double;vivid;post-rain;beautiful;rare;full
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,snow,white;cold;soft;heavy;light;deep;fresh;old;wet;dry
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,snow,white;cold;fresh;deep;light;falling;wet;seasonal;soft;heavy
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,snow,fresh;deep;light;fluffy;cold;melting;heavy;pure;wet;drifting
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,snow,fresh;deep;fluffy;melting;heavy;white;powdery;seasonal;cold;drifting
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,snow,fresh;white;deep;fluffy;melting;heavy;light;winter;powdery;drifting
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,storm,strong;big;wild;fast;dangerous;dark;loud;sudden;long;short
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,storm,strong;violent;sudden;big;rainy;windy;fierce;dark;coastal;long
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,storm,fierce;raging;sudden;powerful;tropical;wild;dark;endless;approaching;mild
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,storm,violent;approaching;fierce;tropical;sudden;electrical;howling;massive;winter;destructive
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,storm,fierce;raging;violent;approaching;sudden;tropical;winter;mild;electrical;howling
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,thunder,loud;strong;deep;sudden;scary;real;big;quick;distant;close
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,thunder,loud;sudden;distant;powerful;rolling;frightening;natural;deep;electric;constant
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;explosive;constant;faint;crashing;ominous;rolling;sharp
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;explosive;ominous;crashing;sudden;echoing;deep;frightening
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;sudden;ominous;frequent;muffled;nighttime;echoing
grok-3-mini,think-in-native,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,tide,high;low;strong;weak;fast;slow;big;small;cold;warm
grok-3-mini,think-in-native,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,tide,high;low;strong;rising;falling;coastal;daily;powerful;gentle;changing
grok-3-mini,think-in-native,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;gentle;incoming;outgoing;dangerous;calm
grok-3-mini,think-in-native,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;daily;powerful;incoming;outgoing
grok-3-mini,think-in-native,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;gentle;coastal;daily;unpredictable;powerful
