language1,language2,entropy1,entropy2,entropy_difference,entropy_effect_size,entropy_effect_interpretation,diversity1,diversity2,diversity_difference,diversity_effect_size,diversity_effect_interpretation,family1,family2,same_family
DE # German,JA # Japanese,2.8553885410533777,2.284159126985805,0.5712294140675729,0.20005312967209757,Small,0.5238095238095238,0.4418604651162791,0.08194905869324476,0.1564482029598309,Small,Indo-European,Japonic,False
DE # German,KO # Korean,2.8553885410533777,2.8553885410533777,0.0,0.0,Negligible,0.5238095238095238,0.4888888888888889,0.03492063492063496,0.06666666666666675,Negligible,Indo-European,Koreanic,False
DE # German,LV # Latvian,2.8553885410533777,2.3553885413419167,0.49999999971146103,0.17510751777654984,Small,0.5238095238095238,0.4418604651162791,0.08194905869324476,0.1564482029598309,Small,Indo-European,Indo-European,True
DE # German,PL # Polish,2.8553885410533777,2.3553885413419167,0.49999999971146103,0.17510751777654984,Small,0.5238095238095238,0.425531914893617,0.09827760891590681,0.18762088974854935,Small,Indo-European,Indo-European,True
DE # German,PS # Pashto,2.8553885410533777,2.2516291665222057,0.603759374531172,0.2114456109389722,Small,0.5238095238095238,0.5,0.023809523809523836,0.045454545454545504,Negligible,Indo-European,Indo-European,True
DE # German,PT # Portuguese,2.8553885410533777,2.5220552078643137,0.333333333189064,0.11673834520120839,Small,0.5238095238095238,0.525,0.0011904761904761862,0.0022675736961451165,Negligible,Indo-European,Indo-European,True
DE # German,RU # Russian,2.8553885410533777,2.2212518351388493,0.6341367059145284,0.22208420913554197,Small,0.5238095238095238,0.5,0.023809523809523836,0.045454545454545504,Negligible,Indo-European,Indo-European,True
DE # German,SQ # Albanian,2.8553885410533777,2.6258145826840247,0.22957395836935302,0.08040025203878601,Negligible,0.5238095238095238,0.46153846153846156,0.06227106227106227,0.11888111888111888,Small,Indo-European,Indo-European-Albanian,False
DE # German,SW # Swahili,2.8553885410533777,2.5220552078643137,0.333333333189064,0.11673834520120839,Small,0.5238095238095238,0.4888888888888889,0.03492063492063496,0.06666666666666675,Negligible,Indo-European,Niger-Congo,False
DE # German,TH # Thai,2.8553885410533777,2.5220552078643137,0.333333333189064,0.11673834520120839,Small,0.5238095238095238,0.4666666666666667,0.05714285714285716,0.10909090909090913,Small,Indo-European,Tai-Kadai,False
DE # German,TR # Turkish,2.8553885410533777,2.2516291665222057,0.603759374531172,0.2114456109389722,Small,0.5238095238095238,0.4772727272727273,0.04653679653679654,0.08884297520661158,Negligible,Indo-European,Turkic,False
DE # German,UR # Urdu,2.8553885410533777,2.2516291665222057,0.603759374531172,0.2114456109389722,Small,0.5238095238095238,0.4444444444444444,0.07936507936507942,0.1515151515151516,Small,Indo-European,Indo-European,True
DE # German,VI # Vietnamese,2.8553885410533777,2.2516291665222057,0.603759374531172,0.2114456109389722,Small,0.5238095238095238,0.4594594594594595,0.06435006435006435,0.12285012285012284,Small,Indo-European,Austro-Asiatic,False
DE # German,ZH # Mandarin,2.8553885410533777,2.6258145826840247,0.22957395836935302,0.08040025203878601,Negligible,0.5238095238095238,0.4318181818181818,0.09199134199134201,0.17561983471074383,Small,Indo-European,Sino-Tibetan,False
ES # Spanish,FA # Persian,2.5220552078643137,2.5220552078643137,0.0,0.0,Negligible,0.4666666666666667,0.4523809523809524,0.01428571428571429,0.030612244897959193,Negligible,Indo-European,Indo-European,True
ES # Spanish,FR # French,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4666666666666667,0.4634146341463415,0.0032520325203251876,0.0069686411149825446,Negligible,Indo-European,Indo-European,True
ES # Spanish,GA # Irish,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4666666666666667,0.5128205128205128,0.0461538461538461,0.0899999999999999,Negligible,Indo-European,Indo-European,True
ES # Spanish,HE # Hebrew,2.5220552078643137,2.5220552078643137,0.0,0.0,Negligible,0.4666666666666667,0.48717948717948717,0.020512820512820495,0.0421052631578947,Negligible,Indo-European,Semitic,False
ES # Spanish,HI # Hindi,2.5220552078643137,2.6258145826840247,0.10375937481971098,0.03951511866220631,Negligible,0.4666666666666667,0.425,0.041666666666666685,0.08928571428571433,Negligible,Indo-European,Indo-European,True
ES # Spanish,IT # Italian,2.5220552078643137,2.6258145826840247,0.10375937481971098,0.03951511866220631,Negligible,0.4666666666666667,0.5,0.033333333333333326,0.06666666666666665,Negligible,Indo-European,Indo-European,True
ES # Spanish,JA # Japanese,2.5220552078643137,2.284159126985805,0.2378960808785089,0.09432627808332564,Negligible,0.4666666666666667,0.4418604651162791,0.024806201550387597,0.053156146179401995,Negligible,Indo-European,Japonic,False
ES # Spanish,KO # Korean,2.5220552078643137,2.8553885410533777,0.333333333189064,0.11673834520120839,Small,0.4666666666666667,0.4888888888888889,0.0222222222222222,0.04545454545454541,Negligible,Indo-European,Koreanic,False
ES # Spanish,LV # Latvian,2.5220552078643137,2.3553885413419167,0.16666666652239703,0.06608367096909469,Negligible,0.4666666666666667,0.4418604651162791,0.024806201550387597,0.053156146179401995,Negligible,Indo-European,Indo-European,True
ES # Spanish,PL # Polish,2.5220552078643137,2.3553885413419167,0.16666666652239703,0.06608367096909469,Negligible,0.4666666666666667,0.425531914893617,0.04113475177304965,0.08814589665653497,Negligible,Indo-European,Indo-European,True
ES # Spanish,PS # Pashto,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4666666666666667,0.5,0.033333333333333326,0.06666666666666665,Negligible,Indo-European,Indo-European,True
ES # Spanish,PT # Portuguese,2.5220552078643137,2.5220552078643137,0.0,0.0,Negligible,0.4666666666666667,0.525,0.05833333333333335,0.11111111111111113,Small,Indo-European,Indo-European,True
ES # Spanish,RU # Russian,2.5220552078643137,2.2212518351388493,0.3008033727254644,0.11926914676074277,Small,0.4666666666666667,0.5,0.033333333333333326,0.06666666666666665,Negligible,Indo-European,Indo-European,True
ES # Spanish,SQ # Albanian,2.5220552078643137,2.6258145826840247,0.10375937481971098,0.03951511866220631,Negligible,0.4666666666666667,0.46153846153846156,0.00512820512820511,0.01098901098901095,Negligible,Indo-European,Indo-European-Albanian,False
ES # Spanish,SW # Swahili,2.5220552078643137,2.5220552078643137,0.0,0.0,Negligible,0.4666666666666667,0.4888888888888889,0.0222222222222222,0.04545454545454541,Negligible,Indo-European,Niger-Congo,False
ES # Spanish,TH # Thai,2.5220552078643137,2.5220552078643137,0.0,0.0,Negligible,0.4666666666666667,0.4666666666666667,0.0,0.0,Negligible,Indo-European,Tai-Kadai,False
ES # Spanish,TR # Turkish,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4666666666666667,0.4772727272727273,0.010606060606060619,0.022222222222222247,Negligible,Indo-European,Turkic,False
ES # Spanish,UR # Urdu,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4666666666666667,0.4444444444444444,0.022222222222222254,0.047619047619047686,Negligible,Indo-European,Indo-European,True
ES # Spanish,VI # Vietnamese,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4666666666666667,0.4594594594594595,0.007207207207207189,0.015444015444015404,Negligible,Indo-European,Austro-Asiatic,False
ES # Spanish,ZH # Mandarin,2.5220552078643137,2.6258145826840247,0.10375937481971098,0.03951511866220631,Negligible,0.4666666666666667,0.4318181818181818,0.03484848484848485,0.07467532467532467,Negligible,Indo-European,Sino-Tibetan,False
FA # Persian,FR # French,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4523809523809524,0.4634146341463415,0.011033681765389103,0.023809523809523853,Negligible,Indo-European,Indo-European,True
FA # Persian,GA # Irish,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4523809523809524,0.5128205128205128,0.06043956043956039,0.11785714285714277,Small,Indo-European,Indo-European,True
FA # Persian,HE # Hebrew,2.5220552078643137,2.5220552078643137,0.0,0.0,Negligible,0.4523809523809524,0.48717948717948717,0.034798534798534786,0.07142857142857141,Negligible,Indo-European,Semitic,False
FA # Persian,HI # Hindi,2.5220552078643137,2.6258145826840247,0.10375937481971098,0.03951511866220631,Negligible,0.4523809523809524,0.425,0.027380952380952395,0.06052631578947371,Negligible,Indo-European,Indo-European,True
FA # Persian,IT # Italian,2.5220552078643137,2.6258145826840247,0.10375937481971098,0.03951511866220631,Negligible,0.4523809523809524,0.5,0.047619047619047616,0.09523809523809523,Negligible,Indo-European,Indo-European,True
FA # Persian,JA # Japanese,2.5220552078643137,2.284159126985805,0.2378960808785089,0.09432627808332564,Negligible,0.4523809523809524,0.4418604651162791,0.010520487264673306,0.02325581395348836,Negligible,Indo-European,Japonic,False
FA # Persian,KO # Korean,2.5220552078643137,2.8553885410533777,0.333333333189064,0.11673834520120839,Small,0.4523809523809524,0.4888888888888889,0.03650793650793649,0.07467532467532464,Negligible,Indo-European,Koreanic,False
FA # Persian,LV # Latvian,2.5220552078643137,2.3553885413419167,0.16666666652239703,0.06608367096909469,Negligible,0.4523809523809524,0.4418604651162791,0.010520487264673306,0.02325581395348836,Negligible,Indo-European,Indo-European,True
FA # Persian,PL # Polish,2.5220552078643137,2.3553885413419167,0.16666666652239703,0.06608367096909469,Negligible,0.4523809523809524,0.425531914893617,0.02684903748733536,0.059350503919372896,Negligible,Indo-European,Indo-European,True
FA # Persian,PS # Pashto,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4523809523809524,0.5,0.047619047619047616,0.09523809523809523,Negligible,Indo-European,Indo-European,True
FA # Persian,PT # Portuguese,2.5220552078643137,2.5220552078643137,0.0,0.0,Negligible,0.4523809523809524,0.525,0.07261904761904764,0.13832199546485263,Small,Indo-European,Indo-European,True
FA # Persian,RU # Russian,2.5220552078643137,2.2212518351388493,0.3008033727254644,0.11926914676074277,Small,0.4523809523809524,0.5,0.047619047619047616,0.09523809523809523,Negligible,Indo-European,Indo-European,True
FA # Persian,SQ # Albanian,2.5220552078643137,2.6258145826840247,0.10375937481971098,0.03951511866220631,Negligible,0.4523809523809524,0.46153846153846156,0.00915750915750918,0.01984126984126989,Negligible,Indo-European,Indo-European-Albanian,False
FA # Persian,SW # Swahili,2.5220552078643137,2.5220552078643137,0.0,0.0,Negligible,0.4523809523809524,0.4888888888888889,0.03650793650793649,0.07467532467532464,Negligible,Indo-European,Niger-Congo,False
FA # Persian,TH # Thai,2.5220552078643137,2.5220552078643137,0.0,0.0,Negligible,0.4523809523809524,0.4666666666666667,0.01428571428571429,0.030612244897959193,Negligible,Indo-European,Tai-Kadai,False
FA # Persian,TR # Turkish,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4523809523809524,0.4772727272727273,0.02489177489177491,0.0521541950113379,Negligible,Indo-European,Turkic,False
FA # Persian,UR # Urdu,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4523809523809524,0.4444444444444444,0.007936507936507964,0.01754385964912287,Negligible,Indo-European,Indo-European,True
FA # Persian,VI # Vietnamese,2.5220552078643137,2.2516291665222057,0.270426041342108,0.10722447331797541,Small,0.4523809523809524,0.4594594594594595,0.007078507078507101,0.015406162464986044,Negligible,Indo-European,Austro-Asiatic,False
FA # Persian,ZH # Mandarin,2.5220552078643137,2.6258145826840247,0.10375937481971098,0.03951511866220631,Negligible,0.4523809523809524,0.4318181818181818,0.02056277056277056,0.04545454545454545,Negligible,Indo-European,Sino-Tibetan,False
FR # French,GA # Irish,2.2516291665222057,2.2516291665222057,0.0,0.0,Negligible,0.4634146341463415,0.5128205128205128,0.04940587867417129,0.09634146341463402,Negligible,Indo-European,Indo-European,True
FR # French,HE # Hebrew,2.2516291665222057,2.5220552078643137,0.270426041342108,0.10722447331797541,Small,0.4634146341463415,0.48717948717948717,0.023764853033145683,0.04878048780487798,Negligible,Indo-European,Semitic,False
FR # French,HI # Hindi,2.2516291665222057,2.6258145826840247,0.374185416161819,0.14250260419352934,Small,0.4634146341463415,0.425,0.0384146341463415,0.08289473684210533,Negligible,Indo-European,Indo-European,True
FR # French,IT # Italian,2.2516291665222057,2.6258145826840247,0.374185416161819,0.14250260419352934,Small,0.4634146341463415,0.5,0.036585365853658514,0.07317073170731703,Negligible,Indo-European,Indo-European,True
FR # French,JA # Japanese,2.2516291665222057,2.284159126985805,0.03252996046359913,0.014241547394522347,Negligible,0.4634146341463415,0.4418604651162791,0.02155416903006241,0.04651162790697678,Negligible,Indo-European,Japonic,False
FR # French,KO # Korean,2.2516291665222057,2.8553885410533777,0.603759374531172,0.2114456109389722,Small,0.4634146341463415,0.4888888888888889,0.025474254742547386,0.05210643015521056,Negligible,Indo-European,Koreanic,False
FR # French,LV # Latvian,2.2516291665222057,2.3553885413419167,0.10375937481971098,0.044051914577370316,Negligible,0.4634146341463415,0.4418604651162791,0.02155416903006241,0.04651162790697678,Negligible,Indo-European,Indo-European,True
FR # French,PL # Polish,2.2516291665222057,2.3553885413419167,0.10375937481971098,0.044051914577370316,Negligible,0.4634146341463415,0.425531914893617,0.03788271925272446,0.0817469204927212,Negligible,Indo-European,Indo-European,True
FR # French,PS # Pashto,2.2516291665222057,2.2516291665222057,0.0,0.0,Negligible,0.4634146341463415,0.5,0.036585365853658514,0.07317073170731703,Negligible,Indo-European,Indo-European,True
FR # French,PT # Portuguese,2.2516291665222057,2.5220552078643137,0.270426041342108,0.10722447331797541,Small,0.4634146341463415,0.525,0.061585365853658536,0.1173054587688734,Small,Indo-European,Indo-European,True
FR # French,RU # Russian,2.2516291665222057,2.2212518351388493,0.03037733138335641,0.013491267494227863,Negligible,0.4634146341463415,0.5,0.036585365853658514,0.07317073170731703,Negligible,Indo-European,Indo-European,True
FR # French,SQ # Albanian,2.2516291665222057,2.6258145826840247,0.374185416161819,0.14250260419352934,Small,0.4634146341463415,0.46153846153846156,0.0018761726078799223,0.004048582995951411,Negligible,Indo-European,Indo-European-Albanian,False
FR # French,SW # Swahili,2.2516291665222057,2.5220552078643137,0.270426041342108,0.10722447331797541,Small,0.4634146341463415,0.4888888888888889,0.025474254742547386,0.05210643015521056,Negligible,Indo-European,Niger-Congo,False
FR # French,TH # Thai,2.2516291665222057,2.5220552078643137,0.270426041342108,0.10722447331797541,Small,0.4634146341463415,0.4666666666666667,0.0032520325203251876,0.0069686411149825446,Negligible,Indo-European,Tai-Kadai,False
FR # French,TR # Turkish,2.2516291665222057,2.2516291665222057,0.0,0.0,Negligible,0.4634146341463415,0.4772727272727273,0.013858093126385806,0.029036004645760737,Negligible,Indo-European,Turkic,False
FR # French,UR # Urdu,2.2516291665222057,2.2516291665222057,0.0,0.0,Negligible,0.4634146341463415,0.4444444444444444,0.018970189701897067,0.040935672514619985,Negligible,Indo-European,Indo-European,True
FR # French,VI # Vietnamese,2.2516291665222057,2.2516291665222057,0.0,0.0,Negligible,0.4634146341463415,0.4594594594594595,0.0039551746868820015,0.008534850640113792,Negligible,Indo-European,Austro-Asiatic,False
FR # French,ZH # Mandarin,2.2516291665222057,2.6258145826840247,0.374185416161819,0.14250260419352934,Small,0.4634146341463415,0.4318181818181818,0.03159645232815966,0.06818181818181822,Negligible,Indo-European,Sino-Tibetan,False
GA # Irish,HE # Hebrew,2.2516291665222057,2.5220552078643137,0.270426041342108,0.10722447331797541,Small,0.5128205128205128,0.48717948717948717,0.025641025641025605,0.04999999999999993,Negligible,Indo-European,Semitic,False
GA # Irish,HI # Hindi,2.2516291665222057,2.6258145826840247,0.374185416161819,0.14250260419352934,Small,0.5128205128205128,0.425,0.08782051282051279,0.17124999999999996,Small,Indo-European,Indo-European,True
GA # Irish,IT # Italian,2.2516291665222057,2.6258145826840247,0.374185416161819,0.14250260419352934,Small,0.5128205128205128,0.5,0.012820512820512775,0.024999999999999915,Negligible,Indo-European,Indo-European,True
GA # Irish,JA # Japanese,2.2516291665222057,2.284159126985805,0.03252996046359913,0.014241547394522347,Negligible,0.5128205128205128,0.4418604651162791,0.0709600477042337,0.13837209302325573,Small,Indo-European,Japonic,False
GA # Irish,KO # Korean,2.2516291665222057,2.8553885410533777,0.603759374531172,0.2114456109389722,Small,0.5128205128205128,0.4888888888888889,0.023931623931623902,0.04666666666666661,Negligible,Indo-European,Koreanic,False
