Language,Response,Count,Percentage
HE # Hebrew,Playful,1,8.33
HE # Hebrew,Amusing,1,8.33
HE # Hebrew,Alarmed,1,8.33
HE # Hebrew,Beautiful,1,8.33
HE # Hebrew,Startling,1,8.33
HE # Hebrew,Awe,1,8.33
HI # Hindi,Fear,2,16.67
HI # Hindi,Curious,1,8.33
HI # Hindi,Threatened,1,8.33
HI # Hindi,Caution,1,8.33
HI # Hindi,Intimidating,1,8.33
HI # Hindi,Playful,1,8.33
HI # Hindi,Amusing,1,8.33
HI # Hindi,Alarmed,1,8.33
HI # Hindi,Beautiful,1,8.33
HI # Hindi,Startling,1,8.33
HI # Hindi,Awe,1,8.33
IT # Italian,Curious,1,8.33
IT # Italian,Threatened,1,8.33
IT # Italian,Caution,1,8.33
IT # Italian,Intimidating,1,8.33
IT # Italian,Playful,1,8.33
IT # Italian,Amusing,1,8.33
IT # Italian,Alarmed,1,8.33
IT # Italian,Beautiful,1,8.33
IT # Italian,Startling,1,8.33
IT # Italian,Fear,1,8.33
IT # Italian,Respect,1,8.33
IT # Italian,Awe,1,8.33
JA # Japanese,Fear,2,16.67
JA # Japanese,Curious,1,8.33
JA # Japanese,Threatened,1,8.33
JA # Japanese,Caution,1,8.33
JA # Japanese,Intimidating,1,8.33
JA # Japanese,Playful,1,8.33
JA # Japanese,Amusing,1,8.33
JA # Japanese,Alarmed,1,8.33
JA # Japanese,Beautiful,1,8.33
JA # Japanese,Startling,1,8.33
JA # Japanese,Awe,1,8.33
KO # Korean,Fear,2,16.67
KO # Korean,Curious,1,8.33
KO # Korean,Threatened,1,8.33
KO # Korean,Caution,1,8.33
KO # Korean,Intimidating,1,8.33
KO # Korean,Playful,1,8.33
KO # Korean,Amusing,1,8.33
KO # Korean,Alarmed,1,8.33
KO # Korean,Beautiful,1,8.33
KO # Korean,Startling,1,8.33
KO # Korean,Awe,1,8.33
LV # Latvian,Fear,2,16.67
LV # Latvian,Curious,1,8.33
LV # Latvian,Threatened,1,8.33
LV # Latvian,Caution,1,8.33
LV # Latvian,Intimidating,1,8.33
LV # Latvian,Playful,1,8.33
LV # Latvian,Amusing,1,8.33
LV # Latvian,Alarmed,1,8.33
LV # Latvian,Beautiful,1,8.33
LV # Latvian,Startling,1,8.33
LV # Latvian,Awe,1,8.33
PL # Polish,Fear,2,16.67
PL # Polish,Curious,1,8.33
PL # Polish,Threatened,1,8.33
PL # Polish,Caution,1,8.33
PL # Polish,Intimidating,1,8.33
PL # Polish,Playful,1,8.33
PL # Polish,Amusing,1,8.33
PL # Polish,Alarmed,1,8.33
PL # Polish,Beautiful,1,8.33
PL # Polish,Startling,1,8.33
PL # Polish,Awe,1,8.33
PS # Pashto,Fear,2,16.67
PS # Pashto,Curious,1,8.33
PS # Pashto,Threatened,1,8.33
PS # Pashto,Caution,1,8.33
PS # Pashto,Intimidating,1,8.33
PS # Pashto,Playful,1,8.33
PS # Pashto,Amusing,1,8.33
PS # Pashto,Alarmed,1,8.33
PS # Pashto,Beautiful,1,8.33
PS # Pashto,Startling,1,8.33
PS # Pashto,Awe,1,8.33
PT # Portuguese,Fear,2,16.67
PT # Portuguese,Curious,1,8.33
PT # Portuguese,Threatened,1,8.33
PT # Portuguese,Caution,1,8.33
PT # Portuguese,Intimidating,1,8.33
PT # Portuguese,Playful,1,8.33
PT # Portuguese,Amusing,1,8.33
PT # Portuguese,Alarmed,1,8.33
PT # Portuguese,Beautiful,1,8.33
PT # Portuguese,Startling,1,8.33
PT # Portuguese,Awe,1,8.33
RU # Russian,Fear,2,16.67
RU # Russian,Curious,1,8.33
RU # Russian,Threatened,1,8.33
RU # Russian,Caution,1,8.33
RU # Russian,Intimidating,1,8.33
RU # Russian,Playful,1,8.33
RU # Russian,Amusing,1,8.33
RU # Russian,Alarmed,1,8.33
RU # Russian,Beautiful,1,8.33
RU # Russian,Startling,1,8.33
RU # Russian,Awe,1,8.33
SQ # Albanian,Fear,2,16.67
SQ # Albanian,Curious,1,8.33
SQ # Albanian,Threatened,1,8.33
SQ # Albanian,Caution,1,8.33
SQ # Albanian,Intimidating,1,8.33
SQ # Albanian,Playful,1,8.33
SQ # Albanian,Amusing,1,8.33
SQ # Albanian,Alarmed,1,8.33
SQ # Albanian,Beautiful,1,8.33
SQ # Albanian,Startling,1,8.33
SQ # Albanian,Awe,1,8.33
SW # Swahili,Curious,1,8.33
SW # Swahili,Threatened,1,8.33
SW # Swahili,Caution,1,8.33
SW # Swahili,Intimidating,1,8.33
SW # Swahili,Playful,1,8.33
SW # Swahili,Amusing,1,8.33
SW # Swahili,Alarmed,1,8.33
SW # Swahili,Beautiful,1,8.33
SW # Swahili,Startling,1,8.33
SW # Swahili,Fear,1,8.33
SW # Swahili,Respect,1,8.33
SW # Swahili,Awe,1,8.33
TH # Thai,Fear,2,16.67
TH # Thai,Curious,1,8.33
TH # Thai,Threatened,1,8.33
TH # Thai,Caution,1,8.33
TH # Thai,Reassuring,1,8.33
TH # Thai,Playful,1,8.33
TH # Thai,Amusing,1,8.33
TH # Thai,Alarmed,1,8.33
TH # Thai,Beautiful,1,8.33
TH # Thai,Startling,1,8.33
TH # Thai,Awe,1,8.33
TR # Turkish,Fear,2,16.67
TR # Turkish,Curious,1,8.33
TR # Turkish,Threatened,1,8.33
TR # Turkish,Caution,1,8.33
TR # Turkish,Intimidating,1,8.33
TR # Turkish,Playful,1,8.33
TR # Turkish,Amusing,1,8.33
TR # Turkish,Alarmed,1,8.33
TR # Turkish,Beautiful,1,8.33
TR # Turkish,Startling,1,8.33
TR # Turkish,Awe,1,8.33
UR # Urdu,Fear,2,16.67
UR # Urdu,Curious,1,8.33
UR # Urdu,Threatened,1,8.33
UR # Urdu,Caution,1,8.33
UR # Urdu,Intimidating,1,8.33
UR # Urdu,Playful,1,8.33
UR # Urdu,Amusing,1,8.33
UR # Urdu,Alarmed,1,8.33
UR # Urdu,Beautiful,1,8.33
UR # Urdu,Startling,1,8.33
UR # Urdu,Awe,1,8.33
VI # Vietnamese,Fear,2,16.67
VI # Vietnamese,Curious,1,8.33
VI # Vietnamese,Threatened,1,8.33
VI # Vietnamese,Caution,1,8.33
VI # Vietnamese,Intimidating,1,8.33
VI # Vietnamese,Playful,1,8.33
VI # Vietnamese,Amusing,1,8.33
VI # Vietnamese,Alarmed,1,8.33
VI # Vietnamese,Beautiful,1,8.33
VI # Vietnamese,Startling,1,8.33
VI # Vietnamese,Awe,1,8.33
ZH # Mandarin,Fear,2,16.67
ZH # Mandarin,Curious,1,8.33
ZH # Mandarin,Threatened,1,8.33
ZH # Mandarin,Caution,1,8.33
ZH # Mandarin,Intimidating,1,8.33
ZH # Mandarin,Playful,1,8.33
ZH # Mandarin,Amusing,1,8.33
ZH # Mandarin,Alarmed,1,8.33
ZH # Mandarin,Beautiful,1,8.33
ZH # Mandarin,Startling,1,8.33
ZH # Mandarin,Awe,1,8.33
