language1,language2,entropy1,entropy2,entropy_difference,entropy_effect_size,entropy_effect_interpretation,diversity1,diversity2,diversity_difference,diversity_effect_size,diversity_effect_interpretation,family1,family2,same_family
ES # Spanish,SQ # Albanian,5.415165696173922,5.203067751088011,0.21209794508591084,0.03916739708182307,Negligible,0.20085470085470086,0.17928286852589642,0.02157183232880444,0.10740018648809019,Small,Indo-European,Indo-European-Albanian,False
ES # Spanish,SW # Swahili,5.415165696173922,5.3634208219259545,0.05174487424796759,0.009555547724888244,Negligible,0.20085470085470086,0.18032786885245902,0.02052683200224184,0.10219741890477851,Small,Indo-European,Niger-Congo,False
ES # Spanish,TH # Thai,5.415165696173922,5.131506530949991,0.28365916522393064,0.05238236115736027,Negligible,0.20085470085470086,0.18518518518518517,0.015669515669515688,0.0780141843971632,Negligible,Indo-European,Tai-Kadai,False
ES # Spanish,TR # Turkish,5.415165696173922,5.236401084565614,0.17876461160830814,0.033011845184093634,Negligible,0.20085470085470086,0.17721518987341772,0.02363951098128314,0.11769458658766499,Small,Indo-European,Turkic,False
ES # Spanish,UR # Urdu,5.415165696173922,5.372749284104717,0.04241641206920477,0.007832892740322613,Negligible,0.20085470085470086,0.19540229885057472,0.005452402004126139,0.027146001467351414,Negligible,Indo-European,Indo-European,True
ES # Spanish,VI # Vietnamese,5.415165696173922,5.200332985360289,0.2148327108136332,0.0396724168505911,Negligible,0.20085470085470086,0.17427385892116182,0.026580841933539046,0.13233865983932205,Small,Indo-European,Austro-Asiatic,False
ES # Spanish,ZH # Mandarin,5.415165696173922,5.262320360598009,0.15284533557591296,0.02822542174174017,Negligible,0.20085470085470086,0.20080321285140562,5.148800329524139e-05,0.0002563445270443933,Negligible,Indo-European,Sino-Tibetan,False
FA # Persian,FR # French,5.258188940216246,5.216539005676045,0.04164993454020127,0.007920965757173494,Negligible,0.18473895582329317,0.1856060606060606,0.0008671047827674416,0.004671748217359277,Negligible,Indo-European,Indo-European,True
FA # Persian,GA # Irish,5.258188940216246,5.297003656694579,0.03881471647833301,0.007327674095387365,Negligible,0.18473895582329317,0.17670682730923695,0.008032128514056214,0.04347826086956516,Negligible,Indo-European,Indo-European,True
FA # Persian,HE # Hebrew,5.258188940216246,5.233578614191033,0.02461032602521307,0.004680380698568233,Negligible,0.18473895582329317,0.19421487603305784,0.009475920209764677,0.048790908314107484,Negligible,Indo-European,Semitic,False
FA # Persian,HI # Hindi,5.258188940216246,5.328230667682524,0.07004172746627813,0.01314540075960005,Negligible,0.18473895582329317,0.18823529411764706,0.00349633829435389,0.018574297188755043,Negligible,Indo-European,Indo-European,True
FA # Persian,IT # Italian,5.258188940216246,5.19242356438474,0.06576537583150621,0.012507229500353705,Negligible,0.18473895582329317,0.1862348178137652,0.001495861990472025,0.008032128514056307,Negligible,Indo-European,Indo-European,True
FA # Persian,JA # Japanese,5.258188940216246,5.347643951333662,0.08945501111741638,0.016727929520271627,Negligible,0.18473895582329317,0.17695473251028807,0.007784223313005101,0.042136339237788485,Negligible,Indo-European,Japonic,False
FA # Persian,KO # Korean,5.258188940216246,5.2464859060379885,0.011703034178257354,0.0022256777592659233,Negligible,0.18473895582329317,0.18875502008032127,0.004016064257028107,0.021276595744680823,Negligible,Indo-European,Koreanic,False
FA # Persian,LV # Latvian,5.258188940216246,5.155005023042669,0.10318391717357667,0.019623470808436405,Negligible,0.18473895582329317,0.1728395061728395,0.01189944965045367,0.06441223832528183,Negligible,Indo-European,Indo-European,True
FA # Persian,PL # Polish,5.258188940216246,5.259922443013784,0.0017335027975384776,0.00032956812886868924,Negligible,0.18473895582329317,0.17695473251028807,0.007784223313005101,0.042136339237788485,Negligible,Indo-European,Indo-European,True
FA # Persian,PS # Pashto,5.258188940216246,5.333374722877709,0.07518578266146303,0.01409722484695306,Negligible,0.18473895582329317,0.20816326530612245,0.02342430948282928,0.11252854555476811,Small,Indo-European,Indo-European,True
FA # Persian,PT # Portuguese,5.258188940216246,5.188821868216788,0.06936707199945769,0.01319219845238291,Negligible,0.18473895582329317,0.2,0.015261044176706845,0.07630522088353422,Negligible,Indo-European,Indo-European,True
FA # Persian,RU # Russian,5.258188940216246,5.198078706969961,0.060110233246284395,0.011431737035263767,Negligible,0.18473895582329317,0.18699186991869918,0.002252914095406011,0.01204819277108432,Negligible,Indo-European,Indo-European,True
FA # Persian,SQ # Albanian,5.258188940216246,5.203067751088011,0.055121189128234604,0.010482922876097282,Negligible,0.18473895582329317,0.17928286852589642,0.0054560872973967445,0.02953403776199542,Negligible,Indo-European,Indo-European-Albanian,False
FA # Persian,SW # Swahili,5.258188940216246,5.3634208219259545,0.10523188170970865,0.019620291825604104,Negligible,0.18473895582329317,0.18032786885245902,0.004411086970834144,0.023877405559515258,Negligible,Indo-European,Niger-Congo,False
FA # Persian,TH # Thai,5.258188940216246,5.131506530949991,0.1266824092662544,0.024092403431407415,Negligible,0.18473895582329317,0.18518518518518517,0.0004462293618920088,0.0024096385542168477,Negligible,Indo-European,Tai-Kadai,False
FA # Persian,TR # Turkish,5.258188940216246,5.236401084565614,0.021787855650631904,0.004143604556312476,Negligible,0.18473895582329317,0.17721518987341772,0.007523765949875444,0.04072647220693447,Negligible,Indo-European,Turkic,False
FA # Persian,UR # Urdu,5.258188940216246,5.372749284104717,0.11456034388847147,0.021322480880952017,Negligible,0.18473895582329317,0.19540229885057472,0.010663343027281558,0.05457122608079385,Negligible,Indo-European,Indo-European,True
FA # Persian,VI # Vietnamese,5.258188940216246,5.200332985360289,0.05785595485595696,0.011003019388188361,Negligible,0.18473895582329317,0.17427385892116182,0.010465096902131349,0.05664802453545013,Negligible,Indo-European,Austro-Asiatic,False
FA # Persian,ZH # Mandarin,5.258188940216246,5.262320360598009,0.004131420381763284,0.0007850948058384249,Negligible,0.18473895582329317,0.20080321285140562,0.016064257028112455,0.08000000000000003,Negligible,Indo-European,Sino-Tibetan,False
FR # French,GA # Irish,5.216539005676045,5.297003656694579,0.08046465101853428,0.01519059759697157,Negligible,0.1856060606060606,0.17670682730923695,0.008899233296823655,0.047946889599213165,Negligible,Indo-European,Indo-European,True
FR # French,HE # Hebrew,5.216539005676045,5.233578614191033,0.017039608514988203,0.0032558235523174723,Negligible,0.1856060606060606,0.19421487603305784,0.008608815426997235,0.044326241134751726,Negligible,Indo-European,Semitic,False
FR # French,HI # Hindi,5.216539005676045,5.328230667682524,0.1116916620064794,0.02096224224749243,Negligible,0.1856060606060606,0.18823529411764706,0.0026292335115864485,0.013967803030303007,Negligible,Indo-European,Indo-European,True
FR # French,IT # Italian,5.216539005676045,5.19242356438474,0.02411544129130494,0.004622881428676227,Negligible,0.1856060606060606,0.1862348178137652,0.0006287572077045833,0.00337615283267461,Negligible,Indo-European,Indo-European,True
FR # French,JA # Japanese,5.216539005676045,5.347643951333662,0.13110494565761766,0.02451639392052664,Negligible,0.1856060606060606,0.17695473251028807,0.008651328095772542,0.04661123708742757,Negligible,Indo-European,Japonic,False
FR # French,KO # Korean,5.216539005676045,5.2464859060379885,0.029946900361943918,0.005707992149083852,Negligible,0.1856060606060606,0.18875502008032127,0.0031489594742606652,0.016682785299806505,Negligible,Indo-European,Koreanic,False
FR # French,LV # Latvian,5.216539005676045,5.155005023042669,0.061533982633375395,0.01179594029037665,Negligible,0.1856060606060606,0.1728395061728395,0.012766554433221111,0.06878306878306885,Negligible,Indo-European,Indo-European,True
FR # French,PL # Polish,5.216539005676045,5.259922443013784,0.04338343733773975,0.008247923388178759,Negligible,0.1856060606060606,0.17695473251028807,0.008651328095772542,0.04661123708742757,Negligible,Indo-European,Indo-European,True
FR # French,PS # Pashto,5.216539005676045,5.333374722877709,0.1168357172016643,0.021906526968842665,Negligible,0.1856060606060606,0.20816326530612245,0.02255720470006184,0.10836304218657158,Small,Indo-European,Indo-European,True
FR # French,PT # Portuguese,5.216539005676045,5.188821868216788,0.027717137459256413,0.005313319315564932,Negligible,0.1856060606060606,0.2,0.014393939393939403,0.07196969696969702,Negligible,Indo-European,Indo-European,True
FR # French,RU # Russian,5.216539005676045,5.198078706969961,0.018460298706083123,0.0035388020076139995,Negligible,0.1856060606060606,0.18699186991869918,0.0013858093126385695,0.007411067193675829,Negligible,Indo-European,Indo-European,True
FR # French,SQ # Albanian,5.216539005676045,5.203067751088011,0.013471254588033332,0.002582412318469285,Negligible,0.1856060606060606,0.17928286852589642,0.006323192080164186,0.03406781039108868,Negligible,Indo-European,Indo-European-Albanian,False
FR # French,SW # Swahili,5.216539005676045,5.3634208219259545,0.14688181624990992,0.02738584592308124,Negligible,0.1856060606060606,0.18032786885245902,0.0052781917536015854,0.028437604550016704,Negligible,Indo-European,Niger-Congo,False
FR # French,TH # Thai,5.216539005676045,5.131506530949991,0.08503247472605313,0.016300553802728296,Negligible,0.1856060606060606,0.18518518518518517,0.00042087542087543284,0.002267573696145189,Negligible,Indo-European,Tai-Kadai,False
FR # French,TR # Turkish,5.216539005676045,5.236401084565614,0.019862078889569368,0.0037930782170436106,Negligible,0.1856060606060606,0.17721518987341772,0.008390870732642886,0.04520795660036167,Negligible,Indo-European,Turkic,False
FR # French,UR # Urdu,5.216539005676045,5.372749284104717,0.15621027842867274,0.029074551997209503,Negligible,0.1856060606060606,0.19540229885057472,0.009796238244514116,0.05013368983957224,Negligible,Indo-European,Indo-European,True
FR # French,VI # Vietnamese,5.216539005676045,5.200332985360289,0.016206020315755687,0.0031066613895002295,Negligible,0.1856060606060606,0.17427385892116182,0.01133220168489879,0.06105512744516899,Negligible,Indo-European,Austro-Asiatic,False
FR # French,ZH # Mandarin,5.216539005676045,5.262320360598009,0.04578135492196456,0.008699841853938739,Negligible,0.1856060606060606,0.20080321285140562,0.015197152245345014,0.07568181818181817,Negligible,Indo-European,Sino-Tibetan,False
GA # Irish,HE # Hebrew,5.297003656694579,5.233578614191033,0.06342504250354608,0.011973758489554148,Negligible,0.17670682730923695,0.19421487603305784,0.01750804872382089,0.09014782534392884,Negligible,Indo-European,Semitic,False
GA # Irish,HI # Hindi,5.297003656694579,5.328230667682524,0.031227010987945114,0.005860671756826752,Negligible,0.17670682730923695,0.18823529411764706,0.011528466808410104,0.06124497991967868,Negligible,Indo-European,Indo-European,True
