Model,SystemPromptType,Temperature,Language,Proficiency,Experiment,ImageFile,TrueEmotionLabel,PredictedEmotion
gemini-2.0-flash,think-in-native,0.0,GA # Irish,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,GA # Irish,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,GA # Irish,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,GA # Irish,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,HE # Hebrew,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,HE # Hebrew,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,HE # Hebrew,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,HE # Hebrew,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,HE # Hebrew,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,HE # Hebrew,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,HE # Hebrew,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,HE # Hebrew,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,HI # Hindi,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,HI # Hindi,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,HI # Hindi,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,HI # Hindi,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,HI # Hindi,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,HI # Hindi,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,HI # Hindi,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,HI # Hindi,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,IT # Italian,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,IT # Italian,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,IT # Italian,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,IT # Italian,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,IT # Italian,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,IT # Italian,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,IT # Italian,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,IT # Italian,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,JA # Japanese,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,JA # Japanese,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,JA # Japanese,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,JA # Japanese,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,JA # Japanese,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,JA # Japanese,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,JA # Japanese,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,JA # Japanese,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,KO # Korean,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,KO # Korean,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,KO # Korean,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,KO # Korean,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,KO # Korean,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,KO # Korean,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,KO # Korean,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,KO # Korean,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,LV # Latvian,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,LV # Latvian,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,LV # Latvian,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,LV # Latvian,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,LV # Latvian,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,LV # Latvian,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,LV # Latvian,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,LV # Latvian,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,PL # Polish,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,PL # Polish,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,PL # Polish,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,PL # Polish,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,PL # Polish,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,PL # Polish,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,PL # Polish,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,PL # Polish,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,PS # Pashto,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,PS # Pashto,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,PS # Pashto,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,PS # Pashto,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,PS # Pashto,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,PS # Pashto,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,PS # Pashto,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,PS # Pashto,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,PT # Portuguese,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,PT # Portuguese,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,PT # Portuguese,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,PT # Portuguese,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,PT # Portuguese,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,PT # Portuguese,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,PT # Portuguese,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,PT # Portuguese,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,RU # Russian,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,RU # Russian,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,RU # Russian,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,RU # Russian,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,RU # Russian,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,RU # Russian,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,RU # Russian,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,RU # Russian,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,SQ # Albanian,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,SQ # Albanian,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,SQ # Albanian,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,SQ # Albanian,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,SQ # Albanian,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,SQ # Albanian,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,SQ # Albanian,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,SQ # Albanian,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,SW # Swahili,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,TH # Thai,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,TH # Thai,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,TH # Thai,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,TH # Thai,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,TH # Thai,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,TH # Thai,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,TH # Thai,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,TH # Thai,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,TR # Turkish,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,TR # Turkish,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,TR # Turkish,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,TR # Turkish,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,TR # Turkish,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,TR # Turkish,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,TR # Turkish,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,TR # Turkish,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,UR # Urdu,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,UR # Urdu,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,UR # Urdu,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,UR # Urdu,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,UR # Urdu,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,UR # Urdu,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,UR # Urdu,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,UR # Urdu,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,VI # Vietnamese,Perfect,sound_waves,h.png,surprised,angry
gemini-2.0-flash,think-in-native,0.0,ZH # Mandarin,Perfect,sound_waves,a.png,neutral,neutral
gemini-2.0-flash,think-in-native,0.0,ZH # Mandarin,Perfect,sound_waves,b.png,calm,neutral
gemini-2.0-flash,think-in-native,0.0,ZH # Mandarin,Perfect,sound_waves,c.png,happy,angry
gemini-2.0-flash,think-in-native,0.0,ZH # Mandarin,Perfect,sound_waves,d.png,sad,angry
gemini-2.0-flash,think-in-native,0.0,ZH # Mandarin,Perfect,sound_waves,e.png,angry,angry
gemini-2.0-flash,think-in-native,0.0,ZH # Mandarin,Perfect,sound_waves,f.png,fearful,surprised
gemini-2.0-flash,think-in-native,0.0,ZH # Mandarin,Perfect,sound_waves,g.png,disgust,angry
gemini-2.0-flash,think-in-native,0.0,ZH # Mandarin,Perfect,sound_waves,h.png,surprised,angry
