language1,language2,chi2_statistic,p_value,significant,cohens_d,cohens_d_interpretation,lang1_sample_size,lang2_sample_size
BN # Bengali,KO # Korean,0.0,1.0,False,0.0,Negligible effect,4,4
BN # Bengali,LV # Latvian,0.0,1.0,False,0.0,Negligible effect,4,4
BN # Bengali,PL # Polish,0.0,1.0,False,0.0,Negligible effect,4,4
BN # Bengali,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
BN # Bengali,PT # Portuguese,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
BN # Bengali,RU # Russian,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
BN # Bengali,SQ # Albanian,0.0,1.0,False,0.0,Negligible effect,4,4
BN # Bengali,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
BN # Bengali,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
BN # Bengali,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
BN # Bengali,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
BN # Bengali,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
BN # Bengali,ZH # Mandarin,0.0,1.0,False,0.0,Negligible effect,4,4
DE # German,ES # Spanish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
DE # German,FA # Persian,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
DE # German,FR # French,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
DE # German,GA # Irish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
DE # German,HE # Hebrew,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
DE # German,HI # Hindi,0.0,1.0,False,0.0,Negligible effect,4,4
DE # German,IT # Italian,0.0,1.0,False,0.0,Negligible effect,4,4
DE # German,JA # Japanese,0.0,1.0,False,0.0,Negligible effect,4,4
DE # German,KO # Korean,0.0,1.0,False,0.0,Negligible effect,4,4
DE # German,LV # Latvian,0.0,1.0,False,0.0,Negligible effect,4,4
DE # German,PL # Polish,0.0,1.0,False,0.0,Negligible effect,4,4
DE # German,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
DE # German,PT # Portuguese,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
DE # German,RU # Russian,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
DE # German,SQ # Albanian,0.0,1.0,False,0.0,Negligible effect,4,4
DE # German,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
DE # German,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
DE # German,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
DE # German,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
DE # German,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
DE # German,ZH # Mandarin,0.0,1.0,False,0.0,Negligible effect,4,4
ES # Spanish,FA # Persian,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
ES # Spanish,FR # French,0.0,1.0,False,0.0,Negligible effect,4,4
ES # Spanish,GA # Irish,0.0,1.0,False,0.0,Negligible effect,4,4
ES # Spanish,HE # Hebrew,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
ES # Spanish,HI # Hindi,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
ES # Spanish,IT # Italian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
ES # Spanish,JA # Japanese,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
ES # Spanish,KO # Korean,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
ES # Spanish,LV # Latvian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
ES # Spanish,PL # Polish,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
ES # Spanish,PS # Pashto,0.0,1.0,False,0.0,Negligible effect,4,4
ES # Spanish,PT # Portuguese,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
ES # Spanish,RU # Russian,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
ES # Spanish,SQ # Albanian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
ES # Spanish,SW # Swahili,0.0,1.0,False,0.0,Negligible effect,4,4
ES # Spanish,TH # Thai,0.0,1.0,False,0.0,Negligible effect,4,4
ES # Spanish,TR # Turkish,0.0,1.0,False,0.0,Negligible effect,4,4
ES # Spanish,UR # Urdu,0.0,1.0,False,0.0,Negligible effect,4,4
ES # Spanish,VI # Vietnamese,0.0,1.0,False,0.0,Negligible effect,4,4
ES # Spanish,ZH # Mandarin,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
FA # Persian,FR # French,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
FA # Persian,GA # Irish,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
FA # Persian,HE # Hebrew,0.0,1.0,False,0.0,Negligible effect,4,4
FA # Persian,HI # Hindi,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
FA # Persian,IT # Italian,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
FA # Persian,JA # Japanese,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
FA # Persian,KO # Korean,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
FA # Persian,LV # Latvian,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
FA # Persian,PL # Polish,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
FA # Persian,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
FA # Persian,PT # Portuguese,0.0,1.0,False,0.0,Negligible effect,4,4
FA # Persian,RU # Russian,0.0,1.0,False,0.0,Negligible effect,4,4
FA # Persian,SQ # Albanian,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
FA # Persian,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
FA # Persian,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
FA # Persian,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
FA # Persian,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
FA # Persian,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
FA # Persian,ZH # Mandarin,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
FR # French,GA # Irish,0.0,1.0,False,0.0,Negligible effect,4,4
FR # French,HE # Hebrew,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
FR # French,HI # Hindi,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
FR # French,IT # Italian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
FR # French,JA # Japanese,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
FR # French,KO # Korean,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
FR # French,LV # Latvian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
FR # French,PL # Polish,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
FR # French,PS # Pashto,0.0,1.0,False,0.0,Negligible effect,4,4
FR # French,PT # Portuguese,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
FR # French,RU # Russian,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
FR # French,SQ # Albanian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
FR # French,SW # Swahili,0.0,1.0,False,0.0,Negligible effect,4,4
FR # French,TH # Thai,0.0,1.0,False,0.0,Negligible effect,4,4
FR # French,TR # Turkish,0.0,1.0,False,0.0,Negligible effect,4,4
FR # French,UR # Urdu,0.0,1.0,False,0.0,Negligible effect,4,4
FR # French,VI # Vietnamese,0.0,1.0,False,0.0,Negligible effect,4,4
FR # French,ZH # Mandarin,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
GA # Irish,HE # Hebrew,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
GA # Irish,HI # Hindi,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
GA # Irish,IT # Italian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
GA # Irish,JA # Japanese,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
GA # Irish,KO # Korean,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
GA # Irish,LV # Latvian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
GA # Irish,PL # Polish,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
GA # Irish,PS # Pashto,0.0,1.0,False,0.0,Negligible effect,4,4
GA # Irish,PT # Portuguese,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
GA # Irish,RU # Russian,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
GA # Irish,SQ # Albanian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
GA # Irish,SW # Swahili,0.0,1.0,False,0.0,Negligible effect,4,4
GA # Irish,TH # Thai,0.0,1.0,False,0.0,Negligible effect,4,4
GA # Irish,TR # Turkish,0.0,1.0,False,0.0,Negligible effect,4,4
GA # Irish,UR # Urdu,0.0,1.0,False,0.0,Negligible effect,4,4
GA # Irish,VI # Vietnamese,0.0,1.0,False,0.0,Negligible effect,4,4
GA # Irish,ZH # Mandarin,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
HE # Hebrew,HI # Hindi,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
HE # Hebrew,IT # Italian,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
HE # Hebrew,JA # Japanese,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
HE # Hebrew,KO # Korean,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
HE # Hebrew,LV # Latvian,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
HE # Hebrew,PL # Polish,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
HE # Hebrew,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
HE # Hebrew,PT # Portuguese,0.0,1.0,False,0.0,Negligible effect,4,4
HE # Hebrew,RU # Russian,0.0,1.0,False,0.0,Negligible effect,4,4
HE # Hebrew,SQ # Albanian,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
HE # Hebrew,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
HE # Hebrew,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
HE # Hebrew,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
HE # Hebrew,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
HE # Hebrew,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
HE # Hebrew,ZH # Mandarin,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
HI # Hindi,IT # Italian,0.0,1.0,False,0.0,Negligible effect,4,4
HI # Hindi,JA # Japanese,0.0,1.0,False,0.0,Negligible effect,4,4
HI # Hindi,KO # Korean,0.0,1.0,False,0.0,Negligible effect,4,4
HI # Hindi,LV # Latvian,0.0,1.0,False,0.0,Negligible effect,4,4
HI # Hindi,PL # Polish,0.0,1.0,False,0.0,Negligible effect,4,4
HI # Hindi,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
HI # Hindi,PT # Portuguese,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
HI # Hindi,RU # Russian,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
HI # Hindi,SQ # Albanian,0.0,1.0,False,0.0,Negligible effect,4,4
HI # Hindi,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
HI # Hindi,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
HI # Hindi,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
HI # Hindi,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
HI # Hindi,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
HI # Hindi,ZH # Mandarin,0.0,1.0,False,0.0,Negligible effect,4,4
IT # Italian,JA # Japanese,0.0,1.0,False,0.0,Negligible effect,4,4
IT # Italian,KO # Korean,0.0,1.0,False,0.0,Negligible effect,4,4
IT # Italian,LV # Latvian,0.0,1.0,False,0.0,Negligible effect,4,4
IT # Italian,PL # Polish,0.0,1.0,False,0.0,Negligible effect,4,4
IT # Italian,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
IT # Italian,PT # Portuguese,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
IT # Italian,RU # Russian,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
IT # Italian,SQ # Albanian,0.0,1.0,False,0.0,Negligible effect,4,4
IT # Italian,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
IT # Italian,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
IT # Italian,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
IT # Italian,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
IT # Italian,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
IT # Italian,ZH # Mandarin,0.0,1.0,False,0.0,Negligible effect,4,4
JA # Japanese,KO # Korean,0.0,1.0,False,0.0,Negligible effect,4,4
JA # Japanese,LV # Latvian,0.0,1.0,False,0.0,Negligible effect,4,4
JA # Japanese,PL # Polish,0.0,1.0,False,0.0,Negligible effect,4,4
JA # Japanese,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
JA # Japanese,PT # Portuguese,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
JA # Japanese,RU # Russian,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
JA # Japanese,SQ # Albanian,0.0,1.0,False,0.0,Negligible effect,4,4
JA # Japanese,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
JA # Japanese,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
JA # Japanese,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
JA # Japanese,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
JA # Japanese,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
JA # Japanese,ZH # Mandarin,0.0,1.0,False,0.0,Negligible effect,4,4
KO # Korean,LV # Latvian,0.0,1.0,False,0.0,Negligible effect,4,4
KO # Korean,PL # Polish,0.0,1.0,False,0.0,Negligible effect,4,4
KO # Korean,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
KO # Korean,PT # Portuguese,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
KO # Korean,RU # Russian,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
KO # Korean,SQ # Albanian,0.0,1.0,False,0.0,Negligible effect,4,4
KO # Korean,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
KO # Korean,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
KO # Korean,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
KO # Korean,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
KO # Korean,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
KO # Korean,ZH # Mandarin,0.0,1.0,False,0.0,Negligible effect,4,4
LV # Latvian,PL # Polish,0.0,1.0,False,0.0,Negligible effect,4,4
LV # Latvian,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
LV # Latvian,PT # Portuguese,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
LV # Latvian,RU # Russian,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
LV # Latvian,SQ # Albanian,0.0,1.0,False,0.0,Negligible effect,4,4
LV # Latvian,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
LV # Latvian,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
LV # Latvian,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
LV # Latvian,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
LV # Latvian,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
LV # Latvian,ZH # Mandarin,0.0,1.0,False,0.0,Negligible effect,4,4
PL # Polish,PS # Pashto,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
PL # Polish,PT # Portuguese,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
PL # Polish,RU # Russian,0.6666666666666666,0.7165313105737892,False,-0.2809757434745082,Small effect,4,4
PL # Polish,SQ # Albanian,0.0,1.0,False,0.0,Negligible effect,4,4
PL # Polish,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
PL # Polish,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
PL # Polish,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
PL # Polish,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
PL # Polish,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
PL # Polish,ZH # Mandarin,0.0,1.0,False,0.0,Negligible effect,4,4
PS # Pashto,PT # Portuguese,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
PS # Pashto,RU # Russian,1.3333333333333333,0.7212333746277604,False,0.21997067253202995,Small effect,4,4
PS # Pashto,SQ # Albanian,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
PS # Pashto,SW # Swahili,0.0,1.0,False,0.0,Negligible effect,4,4
PS # Pashto,TH # Thai,0.0,1.0,False,0.0,Negligible effect,4,4
PS # Pashto,TR # Turkish,0.0,1.0,False,0.0,Negligible effect,4,4
PS # Pashto,UR # Urdu,0.0,1.0,False,0.0,Negligible effect,4,4
PS # Pashto,VI # Vietnamese,0.0,1.0,False,0.0,Negligible effect,4,4
PS # Pashto,ZH # Mandarin,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
PT # Portuguese,RU # Russian,0.0,1.0,False,0.0,Negligible effect,4,4
PT # Portuguese,SQ # Albanian,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
PT # Portuguese,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
PT # Portuguese,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
PT # Portuguese,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
PT # Portuguese,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
PT # Portuguese,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
PT # Portuguese,ZH # Mandarin,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
RU # Russian,SQ # Albanian,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
RU # Russian,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
RU # Russian,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
RU # Russian,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
RU # Russian,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
RU # Russian,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.21997067253202995,Small effect,4,4
RU # Russian,ZH # Mandarin,0.6666666666666666,0.7165313105737892,False,0.2809757434745082,Small effect,4,4
SQ # Albanian,SW # Swahili,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
SQ # Albanian,TH # Thai,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
SQ # Albanian,TR # Turkish,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
SQ # Albanian,UR # Urdu,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
SQ # Albanian,VI # Vietnamese,1.3333333333333333,0.7212333746277604,False,-0.4629100498862757,Small effect,4,4
SQ # Albanian,ZH # Mandarin,0.0,1.0,False,0.0,Negligible effect,4,4
SW # Swahili,TH # Thai,0.0,1.0,False,0.0,Negligible effect,4,4
SW # Swahili,TR # Turkish,0.0,1.0,False,0.0,Negligible effect,4,4
SW # Swahili,UR # Urdu,0.0,1.0,False,0.0,Negligible effect,4,4
SW # Swahili,VI # Vietnamese,0.0,1.0,False,0.0,Negligible effect,4,4
SW # Swahili,ZH # Mandarin,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
TH # Thai,TR # Turkish,0.0,1.0,False,0.0,Negligible effect,4,4
TH # Thai,UR # Urdu,0.0,1.0,False,0.0,Negligible effect,4,4
TH # Thai,VI # Vietnamese,0.0,1.0,False,0.0,Negligible effect,4,4
TH # Thai,ZH # Mandarin,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
TR # Turkish,UR # Urdu,0.0,1.0,False,0.0,Negligible effect,4,4
TR # Turkish,VI # Vietnamese,0.0,1.0,False,0.0,Negligible effect,4,4
TR # Turkish,ZH # Mandarin,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
UR # Urdu,VI # Vietnamese,0.0,1.0,False,0.0,Negligible effect,4,4
UR # Urdu,ZH # Mandarin,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
VI # Vietnamese,ZH # Mandarin,1.3333333333333333,0.7212333746277604,False,0.4629100498862757,Small effect,4,4
